Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Marker,Min across,log H/L Con01_04K,log H/L Con01_10K,log H/L Con01_20K,log H/L Con01_40K,log H/L Con01_80K,log H/L Con02_04K,log H/L Con02_10K,log H/L Con02_20K,log H/L Con02_40K,log H/L Con02_80K,log H/L Pra01_04K,log H/L Pra01_10K,log H/L Pra01_20K,log H/L Pra01_40K,log H/L Pra01_80K,log H/L Pra02_04K,log H/L Pra02_10K,log H/L Pra02_20K,log H/L Pra02_40K,log H/L Pra02_80K,log H/L Tam01_04K,log H/L Tam01_10K,log H/L Tam01_20K,log H/L Tam01_40K,log H/L Tam01_80K,log H/L Tam02_04K,log H/L Tam02_10K,log H/L Tam02_20K,log H/L Tam02_40K,log H/L Tam02_80K
P62880,P62880,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,Gnb2,sp|P62880|GBB2_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=3,,14,0.309137704,-0.444694635,-0.232903032,0.272825135,1.195273267,0.479085991,-0.326790075,-0.177109971,0.198703104,1.563644209,0.582182857,-0.279882371,-0.178075712,0.35549902,1.22428865,-0.215848408,-0.927274902,-0.690855261,-0.120637245,2.216509211,0.421886615,-0.015186982,-0.144879736,0.653936726,1.468070224,0.122718364,-0.56648488,-0.542998969,-0.151770273,1.894446609
P62960,P62960,Nuclease-sensitive element-binding protein 1,Ybx1,sp|P62960|YBOX1_MOUSE Nuclease-sensitive element-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3,,21,1.348575756,0.581487443,-0.877717705,-1.901469466,-2.485785869,0.997195898,0.668881044,-0.774701765,-1.664243781,-2.408143305,1.367070594,0.579270295,-0.77589234,-1.752184893,-2.384263121,0.754654115,0.736763441,-0.84366127,-1.918518069,-2.547142628,1.038277206,0.336214553,-0.720473146,-1.249959095,-1.94973836,0.676123093,0.050874659,-0.661651115,-1.44367724,-1.96219471
P62962,P62962,Profilin-1,Pfn1,sp|P62962|PROF1_MOUSE Profilin-1 OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=2,,15,-0.816491644,-0.132132463,0.605580838,0.839574833,0.810255227,-0.697236144,0.12234553,0.780664451,0.685836886,0.886103177,-0.491983273,0.192925845,0.772629498,0.565794265,0.913395534,-1.350387498,-1.00077989,0.006458077,0.277270753,0.152549421,0.072434421,1.08523256,1.274832435,0.459731052,0.680452683,-0.523322219,0.308467382,0.647250097,0.607143653,0.386356167
P62983;P0CG49;P0CG50,P62983;P0CG49;P0CG50,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin;Ubiquitin-related 1;Ubiquitin-related 2,Rps27a;Ubb;Ubc,sp|P62983|RS27A_MOUSE Ubiquitin-40S ribosomal protein S27a OS=Mus musculus OX=10090 GN=Rps27a PE=1 SV=2;sp|P0CG49|UBB_MOUSE Polyubiquitin-B OS=Mus musculus OX=10090 GN=Ubb PE=2 SV=1;sp|P0CG50|UBC_MOUSE Polyubiquitin-C OS=Mus musculus OX=10090 GN=Ubc PE=1 S,,14,-0.497543327,-0.356060512,-0.178511951,0.193644315,0.379265289,-0.227539924,-0.087766769,0.014271866,0.429750457,0.596124682,-0.575179767,-0.456289337,-0.176486424,0.202918799,0.34940146,-0.240095333,-0.530981637,-0.131371348,0.077901325,0.387276142,-0.582013395,-0.339176911,-0.028685048,0.222320938,0.442503753,0.006965541,-0.201615296,0.057903944,0.405419282,0.659368431
P62996;P62996-2,P62996,Transformer-2 protein homolog beta,Tra2b,sp|P62996|TRA2B_MOUSE Transformer-2 protein homolog beta OS=Mus musculus OX=10090 GN=Tra2b PE=1 SV=1,,4,-0.06973922,0.167098608,-0.492640192,-1.754001425,-2.3129297,-0.109128816,0.325710629,-0.40824385,-1.578840142,-2.385443629,-0.426456061,-0.093937645,-0.683187672,-1.849906006,-2.436879107,0.823732498,1.351991283,-0.09785511,-1.074969381,-1.562925625,-0.591478728,-0.140031958,-1.210486022,-1.829996239,-2.289606124,0.423726641,0.581296315,-0.538495973,-1.548175164,-2.033398648
P63001;P60764,P63001;P60764,Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3,Rac1;Rac3,sp|P63001|RAC1_MOUSE Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1;sp|P60764|RAC3_MOUSE Ras-related C3 botulinum toxin substrate 3 OS=Mus musculus OX=10090 GN=Rac3 PE=1 SV=1,,8,0.12974792,-0.414780241,-0.231163393,0.179508878,1.166976194,0.200291514,-0.229950212,-0.132512569,0.247535225,1.401873662,0.376680821,-0.251739542,-0.125819924,0.305941201,1.150596044,-0.389094555,-0.850835419,-0.539652428,0.019444257,1.737721099,0.707530593,0.599393328,0.402825865,1.014355706,1.656790859,0.193195992,-0.082960967,-0.008790032,0.176047504,1.59277392
P63005;P63005-2,P63005;P63005-2,Platelet-activating factor acetylhydrolase IB subunit alpha,Pafah1b1,sp|P63005|LIS1_MOUSE Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus OX=10090 GN=Pafah1b1 PE=1 SV=2;sp|P63005-2|LIS1_MOUSE Isoform 2 of Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus OX=10090 GN=Pafa,,6,-0.542453996,0.052410207,0.205129695,-0.32192419,-0.927455743,-0.580840438,0.088744842,0.149571604,-0.43899317,-1.124532425,-0.392285729,0.156367106,0.207553674,-0.408466283,-1.089247944,-1.263694656,-0.723194631,-0.197161793,-0.452139639,-1.047871634,0.021668429,0.613961984,0.327892173,-0.101699614,-0.536079127,-0.514690953,0.120028103,-0.040885116,-0.567168592,-1.028548843
P63017,P63017,Heat shock cognate 71 kDa protein,Hspa8,sp|P63017|HSP7C_MOUSE Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1,,59,-0.204645591,0.0418389,-0.172727256,-0.402890741,-0.814436165,-0.327631041,-0.027715341,-0.27336891,-0.45088539,-0.89998183,-0.117027518,0.068055048,-0.209131827,-0.435125146,-0.771893001,-0.626356824,-0.342120212,-0.206328544,-0.447596305,-0.840459601,-0.128517299,-0.085521053,-0.260832466,-0.39257154,-0.639700376,-0.413652904,-0.357462564,-0.337971135,-0.345188646,-0.681202043
P63024;Q62442-2;Q62442,P63024,Vesicle-associated membrane protein 3,Vamp3,sp|P63024|VAMP3_MOUSE Vesicle-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Vamp3 PE=1 SV=1,,2,0.484978095,-0.504466487,-0.852719446,-0.845306789,-0.417894424,0.670041956,-0.200303732,-0.927285069,-1.012272772,-0.54144393,0.549887843,-0.563008707,-0.883768738,-0.817873624,-0.415740853,0.343168902,-0.42179125,-0.766981625,-0.772242429,0.203820961,0.373316263,-0.213739909,-1.188533127,-1.128114654,-0.720640304,0.404661299,-0.653558278,-1.284915549,-1.25914267,-0.206441794
P63028,P63028,Translationally-controlled tumor protein,Tpt1,sp|P63028|TCTP_MOUSE Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1,,12,-0.364208628,0.065411955,-0.371820771,-1.244964997,-1.884372018,-0.507092614,0.038532961,-0.327440033,-1.098145406,-2.160160165,-0.532903275,0.040906928,-0.350115382,-1.060033146,-1.936142582,-0.635036811,-0.166530536,0.009841622,-0.919037283,-1.564678534,-0.120419607,0.89175624,1.591314045,0.792909083,0.069554479,-0.060842501,0.514743347,0.467976829,-0.41092579,-1.337987395
P63037,P63037,DnaJ homolog subfamily A member 1,Dnaja1,sp|P63037|DNJA1_MOUSE DnaJ homolog subfamily A member 1 OS=Mus musculus OX=10090 GN=Dnaja1 PE=1 SV=1,,9,-0.217684396,-0.100529428,0.191067107,0.120822042,-0.049639021,-0.305480733,-0.215654946,-0.031294123,0.002448733,-0.283299066,-0.144523362,0.088315743,0.226512248,0.218774252,-0.051161,-0.664845467,-0.453450252,-0.047773047,-0.126088597,-0.478634539,-0.232971793,-0.275048292,-0.189376886,-0.250306236,-0.695125924,-0.491537136,-0.53787889,-0.248828861,0.075035119,-0.407280887
P63085,P63085,Mitogen-activated protein kinase 1,Mapk1,sp|P63085|MK01_MOUSE Mitogen-activated protein kinase 1 OS=Mus musculus OX=10090 GN=Mapk1 PE=1 SV=3,,7,-0.315269628,-0.069710846,0.118489983,-0.041495899,-0.730070366,-0.293950204,-0.049991307,0.120298303,-0.001501278,-0.706866902,-0.161438004,0.029724421,0.161366175,-0.142862051,-0.73172297,-0.525849638,-0.427081212,0.1822726,0.026622008,-0.367218073,-0.169671004,0.209805893,0.314826065,0.087347555,-0.385165362,-0.276662906,-0.035649438,0.197196226,0.011753256,-0.474334683
P63154,P63154,Crooked neck-like protein 1,Crnkl1,sp|P63154|CRNL1_MOUSE Crooked neck-like protein 1 OS=Mus musculus OX=10090 GN=Crnkl1 PE=1 SV=1,,4,0.546480636,0.811312736,0.005521569,-1.420592743,-2.718685005,0.53078605,0.7140944,-0.248504049,-1.64097062,-2.85653516,0.43839131,0.557756793,-0.157102442,-1.492191279,-2.678733569,1.043982037,1.163235721,0.133188205,-1.292313408,-2.211566521,0.136916725,0.428952655,-0.722635218,-1.853461287,-2.663677346,0.520969306,0.560780509,-0.313964198,-1.810897809,-2.624998696
P63158,P63158,High mobility group protein B1,Hmgb1,sp|P63158|HMGB1_MOUSE High mobility group protein B1 OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=2,,12,-0.599842804,-0.262617961,0.92080828,1.574863727,1.920450689,-0.984432152,-0.75160384,0.056976666,0.812084446,0.86407102,-1.103110486,-0.598282158,0.544430467,1.243171321,1.624818135,0.571577553,0.787834612,1.348514958,1.120489522,0.649273117,-1.021301925,-0.551956846,0.845124972,1.416459728,2.000287819,-0.253572823,0.029418305,1.122429769,1.529104267,1.32979432
P63166,P63166,Small ubiquitin-related modifier 1,Sumo1,sp|P63166|SUMO1_MOUSE Small ubiquitin-related modifier 1 OS=Mus musculus OX=10090 GN=Sumo1 PE=1 SV=1,,2,-1.149657453,-0.602397537,0.366991,0.729716052,0.360425046,-1.176830074,-0.434446168,0.318516403,0.693279869,0.36801287,-1.817873206,-0.857649371,0.016437545,0.371728588,0.214950785,-0.284990209,0.258285959,0.901313434,0.903478968,0.938725822,-1.709672265,-0.849904158,-0.06598775,-0.094647475,-0.100522919,-0.633955068,0.038078355,0.745618098,0.619998664,0.530251285
P63213,P63213,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,Gng2,sp|P63213|GBG2_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Mus musculus OX=10090 GN=Gng2 PE=1 SV=2,,8,0.431361767,-0.401004025,-0.175526006,0.216407068,1.14050143,0.489575282,-0.346459919,-0.267092002,0.192676338,1.747445746,0.594069517,-0.372686141,-0.286019356,0.151860711,1.050917913,-0.122449025,-0.923600292,-0.706613392,-0.104061281,2.37515849,0.32129634,-0.185909509,-0.404509062,0.570757311,1.501980992,0.06956627,-0.631627847,-0.5475987,-0.254771496,1.857940277
P63242;Q8BGY2,P63242;Q8BGY2,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-2,Eif5a;Eif5a2,sp|P63242|IF5A1_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2;sp|Q8BGY2|IF5A2_MOUSE Eukaryotic translation initiation factor 5A-2 OS=Mus musculus OX=10090 GN=Eif5a2 PE=1 SV=3,,14,-0.018273845,0.340665127,0.106041778,-0.820904916,-2.100493908,-0.118093219,0.373376382,-0.003768603,-0.958505207,-2.27298726,0.021927518,0.430556113,0.102457524,-0.948336211,-2.236788083,-0.370744036,-0.064940433,-0.062529059,-1.101996472,-2.27610079,0.289631437,0.355147508,0.222286677,-0.436108926,-1.521589945,0.110536447,0.06656064,-0.266538327,-1.129500171,-2.157813794
P63254,P63254,Cysteine-rich protein 1,Crip1,sp|P63254|CRIP1_MOUSE Cysteine-rich protein 1 OS=Mus musculus OX=10090 GN=Crip1 PE=1 SV=2,,10,-0.693907369,-0.127638777,0.922692309,0.973901138,0.887567092,-0.643017132,0.109245775,0.993849729,0.903156754,0.76581721,-0.287523857,0.266085998,1.06283045,0.757838051,0.839711496,-1.333176139,-1.171188924,0.200363717,0.487326274,0.299596613,0.379767972,1.430344546,1.68064174,0.727301152,0.961494733,-0.399624284,0.499065275,0.921879697,0.798747515,0.428289906
P63321,P63321,Ras-related protein Ral-A,Rala,sp|P63321|RALA_MOUSE Ras-related protein Ral-A OS=Mus musculus OX=10090 GN=Rala PE=1 SV=1,,7,0.304405849,-0.36700616,-0.257608839,0.266217064,1.029256723,0.413272589,-0.385329849,-0.213465802,0.170567664,1.515825924,0.632817273,-0.378557202,-0.213218867,0.334073695,1.203744128,-0.232097493,-1.045826046,-0.708969355,-0.021319452,2.07988595,0.385980821,-0.120267064,-0.38947186,0.403734991,1.260644353,0.006479884,-0.610994278,-0.587331952,-0.317733904,1.633227768
P63325,P63325,40S ribosomal protein S10,Rps10,sp|P63325|RS10_MOUSE 40S ribosomal protein S10 OS=Mus musculus OX=10090 GN=Rps10 PE=1 SV=1,,12,1.121504299,0.777304149,-0.610029062,-1.679518902,-2.685257338,0.943795868,0.751766426,-0.506431849,-1.508989281,-2.84934219,1.222909776,0.869341353,-0.302784212,-1.482477916,-2.681320615,0.637928405,0.973920783,-0.395706777,-1.748259843,-2.903609927,0.922721987,0.484276971,-0.229104878,-1.191460162,-2.567339133,0.75191264,0.309840961,-0.425962223,-1.545328816,-2.707589405
P63328-2;P63328;P48455,P63328-2;P63328,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Ppp3ca,sp|P63328-2|PP2BA_MOUSE Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp3ca;sp|P63328|PP2BA_MOUSE Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus OX,,2,-0.701339363,-0.064706357,0.62780971,0.826247301,0.644149135,-0.597900755,0.159694037,0.767678274,0.882957526,1.130865083,-0.420093184,0.292508985,0.806986764,0.708350881,0.822805148,-1.32936148,-0.773027538,0.2577295,0.867804078,1.091171615,-0.17021166,0.335471853,0.498994225,0.592766603,0.658250749,-0.651978153,-0.040892199,0.068725898,0.658356348,0.281066128
P68033;P68134;P62737;P63268,P68033;P68134;P62737;P63268,"Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle",Actc1;Acta1;Acta2;Actg2,"sp|P68033|ACTC_MOUSE Actin, alpha cardiac muscle 1 OS=Mus musculus OX=10090 GN=Actc1 PE=1 SV=1;sp|P68134|ACTS_MOUSE Actin, alpha skeletal muscle OS=Mus musculus OX=10090 GN=Acta1 PE=1 SV=1;sp|P62737|ACTA_MOUSE Actin, aortic smooth muscle OS=Mus musculus OX",,7,-0.640856966,-0.282903624,1.153118015,1.775279849,1.650800698,-0.494905509,0.089723131,1.354697267,1.702734807,1.678898901,-0.296719243,0.023796306,1.144344492,1.562263098,1.74172375,-1.315617286,-1.291638673,0.601029426,1.350720414,1.21698442,0.235494696,1.150095842,1.90230831,1.565765647,1.494281769,-0.434397822,0.304589336,1.416538495,1.573569798,1.315537671
P68040,P68040,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",Gnb2l1,sp|P68040|RACK1_MOUSE Receptor of activated protein C kinase 1 OS=Mus musculus OX=10090 GN=Rack1 PE=1 SV=3,,28,1.167162403,0.81785408,-0.589233926,-1.636442823,-2.664637176,1.000829799,0.901751842,-0.363759739,-1.468794194,-2.815883749,1.290214406,0.932452437,-0.307228588,-1.358203719,-2.596651293,0.685738178,0.984321534,-0.320943678,-1.715620814,-2.855274631,1.0523816,0.460063497,-0.280759122,-1.18936661,-2.457366986,0.811317776,0.386285775,-0.244803669,-1.446981123,-2.609998793
P70122,P70122,Ribosome maturation protein SBDS,Sbds,sp|P70122|SBDS_MOUSE Ribosome maturation protein SBDS OS=Mus musculus OX=10090 GN=Sbds PE=1 SV=4,,5,1.105272572,1.102508339,0.299907115,-1.097811977,-2.862524611,0.931880374,1.001500569,0.105750995,-0.9977843,-2.817286547,1.11455746,1.0295809,0.334224008,-0.793676739,-2.586291345,0.524048675,0.734248599,0.062660601,-1.42650604,-2.835637866,0.695117149,0.022969289,-0.473451913,-1.183577601,-2.446656714,0.598132281,-0.178196785,-0.541866757,-1.426034998,-2.65042453
P70168,P70168,Importin subunit beta-1,Kpnb1,sp|P70168|IMB1_MOUSE Importin subunit beta-1 OS=Mus musculus OX=10090 GN=Kpnb1 PE=1 SV=2,,18,-0.614062233,0.103999637,0.492037489,0.487885757,0.049084962,-0.742767749,0.025266285,0.430182007,0.545874956,0.241953843,-0.71448324,0.063949854,0.345593238,0.377098124,0.091570373,-0.67658508,-0.085046417,0.588908439,0.626856784,0.398697703,-0.729569951,-0.021817456,0.287397968,0.27385939,0.02825054,-0.466259782,-0.018497941,0.383601878,0.511997391,0.264155725
P70218,P70218,Mitogen-activated protein kinase kinase kinase kinase 1,Map4k1,sp|P70218|M4K1_MOUSE Mitogen-activated protein kinase kinase kinase kinase 1 OS=Mus musculus OX=10090 GN=Map4k1 PE=1 SV=1,,2,-0.008590905,0.317830045,0.159459331,-0.476321929,-1.362307782,-0.115056084,0.31710891,0.433700777,-0.240224719,-1.463692667,0.034006296,0.334424091,0.478348447,-0.354517845,-1.36337394,-0.423415662,0.025757985,0.538997933,-0.413278828,-1.322829407,0.013529849,0.205205717,0.307445401,-0.322955264,-1.24510776,-0.10465595,0.060045529,0.490787914,-0.201379293,-1.148255661
P70248,P70248,Unconventional myosin-If,Myo1f,sp|P70248|MYO1F_MOUSE Unconventional myosin-If OS=Mus musculus OX=10090 GN=Myo1f PE=1 SV=1,,9,-0.16751978,-0.194408292,0.506053542,0.701180805,0.192025984,0.043593503,-0.109376682,0.730457734,0.997029293,0.427313099,0.244116068,-0.205508319,0.409597615,0.759334137,0.326841991,-0.476720265,-0.648891369,0.496765917,0.742356803,0.444867885,0.273136859,0.527404817,0.845713467,0.899239685,0.25475907,-0.091187025,0.099496479,1.002753572,0.854302439,0.378838576
P70268;P70268-2;REV__P70268;REV__P70268-2,P70268;P70268-2,Serine/threonine-protein kinase N1,Pkn1,sp|P70268|PKN1_MOUSE Serine/threonine-protein kinase N1 OS=Mus musculus OX=10090 GN=Pkn1 PE=1 SV=3;sp|P70268-2|PKN1_MOUSE Isoform 2 of Serine/threonine-protein kinase N1 OS=Mus musculus OX=10090 GN=Pkn1,,5,-0.469678566,-0.035754984,0.769067005,1.082615734,0.565680817,-0.376996118,0.126321149,0.907370866,0.895110968,0.261237288,-0.085042572,0.350727354,0.928007661,1.052625042,0.484626689,-0.973385095,-0.515274642,0.603465794,1.006029509,0.879291207,-0.271716373,0.140915217,0.412550467,0.301138714,0.340511626,-0.53183515,-0.230257752,0.777548684,0.949608935,0.897048633
P70295,P70295,Ancient ubiquitous protein 1,Aup1,sp|P70295|AUP1_MOUSE Ancient ubiquitous protein 1 OS=Mus musculus OX=10090 GN=Aup1 PE=1 SV=1,,2,0.642702258,-0.352411746,-1.196681284,-0.496980668,0.913867956,0.403220481,-0.384750579,-1.122714722,-0.43497565,0.991424042,0.333736085,-0.519518497,-1.281863491,-0.630694239,0.647440566,0.879818365,0.106832696,-0.510934642,-0.000503598,1.804279007,0.215530344,-0.716386708,-1.238854535,-0.570740977,0.981977342,0.253519394,-0.917410637,-1.166508533,0.005339278,1.770450969
P70315,P70315,Wiskott-Aldrich syndrome protein homolog,Was,sp|P70315|WASP_MOUSE Wiskott-Aldrich syndrome protein homolog OS=Mus musculus OX=10090 GN=Was PE=1 SV=1,,5,-0.063132038,-0.114099234,-0.099200469,-0.655308878,-1.33821584,0.057191107,0.090892998,0.127874217,-0.320249348,-1.26646337,0.203485734,0.018904478,0.059542757,-0.356076104,-1.312226923,-0.306429051,-0.272275704,0.078719668,-0.384929616,-0.969150724,0.036604826,0.261940389,0.183128886,-0.325095374,-1.226996803,0.153328296,0.246175755,0.328274581,-0.540508223,-1.400765605
P70318,P70318,Nucleolysin TIAR,Tial1,sp|P70318|TIAR_MOUSE Nucleolysin TIAR OS=Mus musculus OX=10090 GN=Tial1 PE=1 SV=1,,2,0.392956286,0.385613239,-0.463213154,-1.396297813,-1.874692649,0.258323173,0.417091862,-0.55208561,-1.539488125,-1.944326772,0.1804444,0.209773169,-0.522228169,-1.57616209,-2.025459753,0.601860435,0.956244192,-0.366445603,-1.309909302,-1.547754328,0.020179789,-0.033154874,-0.812778992,-1.518408488,-1.701581968,0.675175095,0.304589336,-0.579664784,-1.353408219,-1.527859062
P70335;P70335-2,P70335;P70335-2,Rho-associated protein kinase 1,Rock1,sp|P70335|ROCK1_MOUSE Rho-associated protein kinase 1 OS=Mus musculus OX=10090 GN=Rock1 PE=1 SV=1;sp|P70335-2|ROCK1_MOUSE Isoform 2 of Rho-associated protein kinase 1 OS=Mus musculus OX=10090 GN=Rock1,,5,-0.261949866,-0.285155577,0.134673026,0.325749558,-0.112711738,0.085126032,0.204489828,0.640988193,0.549980328,0.020122569,-0.082739173,-0.150450293,0.162114065,0.569210193,-0.243478453,-0.680831798,-0.529813818,0.25494264,0.588102208,0.627990188,-0.028706467,0.193504081,0.352499112,0.899575,0.348571958,-0.100428878,0.08885822,0.756117192,0.559544261,-0.062129741
P70336;P70336-2,P70336;P70336-2,Rho-associated protein kinase 2,Rock2,sp|P70336|ROCK2_MOUSE Rho-associated protein kinase 2 OS=Mus musculus OX=10090 GN=Rock2 PE=1 SV=1;sp|P70336-2|ROCK2_MOUSE Isoform 2 of Rho-associated protein kinase 2 OS=Mus musculus OX=10090 GN=Rock2,,11,-0.159477472,0.022613125,0.10711914,-0.008631555,-1.013244479,-0.045716672,0.208481957,0.448560536,0.240778518,-0.733767577,-0.033838097,-0.014412592,0.11380559,-0.098573262,-1.19555375,-0.550917483,-0.430462986,0.232499032,0.221175636,-0.428376091,-0.137158922,-0.019155276,0.094596927,0.288016106,-0.273372484,-0.147845831,0.1381363,0.5916842,0.308587427,-0.602503136
P70372,P70372,ELAV-like protein 1,Elavl1,sp|P70372|ELAV1_MOUSE ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2,,15,0.395346113,0.513844833,-0.548286952,-1.53995655,-1.955168923,0.310170852,0.409404986,-0.624988961,-1.532960191,-2.077253072,0.092362146,0.222106367,-0.576811825,-1.595202361,-2.124472946,0.927923908,1.145853643,-0.321729309,-1.383276896,-1.685723598,-0.053856425,0.048134497,-0.976527383,-1.651457322,-1.958611935,0.643105599,0.46203126,-0.347776827,-1.3029182,-1.589634196
P70388;P70388-2;P70388-4,P70388;P70388-2,DNA repair protein RAD50,Rad50,sp|P70388|RAD50_MOUSE DNA repair protein RAD50 OS=Mus musculus OX=10090 GN=Rad50 PE=1 SV=1;sp|P70388-2|RAD50_MOUSE Isoform 2 of DNA repair protein RAD50 OS=Mus musculus OX=10090 GN=Rad50,,2,-0.754222946,-0.001486203,0.742113788,0.490889635,-0.17668491,-0.681580113,-0.153858226,0.4191936,0.448075716,-0.372405671,-1.034703578,-0.5006025,0.163847679,0.356858479,-0.15164142,0.188521468,1.374329509,1.439280422,0.95476025,0.10134048,-1.053571392,-0.520129984,0.139465108,0.338552676,-0.143400455,-0.094129361,0.249302985,1.367422562,1.008449324,-0.056224611
P70398,P70398,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,Usp9x,sp|P70398|USP9X_MOUSE Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Mus musculus OX=10090 GN=Usp9x PE=1 SV=2,,6,-0.524067045,0.15184289,0.837075783,0.682520213,-0.035296413,-0.421127399,0.284562934,0.88146933,0.856498708,0.276790006,-0.137068933,0.625373562,0.864728515,0.461548446,0.107975168,-1.098056511,-0.531607644,0.545094373,0.769820331,0.231614019,-0.231278385,0.491518033,0.596638166,0.333002063,0.080363963,-0.784114284,-0.143399275,0.52714027,0.661381355,-0.011142388
P70429;P70429-2,P70429;P70429-2,Ena/VASP-like protein,Evl,sp|P70429|EVL_MOUSE Ena/VASP-like protein OS=Mus musculus OX=10090 GN=Evl PE=1 SV=2;sp|P70429-2|EVL_MOUSE Isoform 1 of Ena/VASP-like protein OS=Mus musculus OX=10090 GN=Evl,,24,-0.400492819,-0.555327209,0.141306119,0.123548576,-0.473100415,-0.199236895,-0.378770971,0.232329223,-0.013786883,-0.697643014,-0.126617931,-0.554114327,0.09991489,0.244240182,-0.433270013,-0.575675273,-0.600516904,0.317746319,0.034822089,-0.39326018,-0.31677111,-0.477546336,0.044151217,-0.129756102,-0.685217974,-0.501530424,-0.450930118,0.400833436,0.037038184,-0.722533922
