UniProt Accession for Protein Group,UniProt Protein Description,Peptides,PSMs,Protein Coverage (%),Normalized TMT 10-plex reporter ion distribution,,,,,,,,,
Q9QYL7,Activator of basal transcription 1 GN=Abt1 PE=2 SV=1 - [ABT1_MOUSE],5,8,15.6,0.200,0.016,0.026,0.016,0.024,0.030,0.061,0.137,0.346,0.144
Q9Z0N1,"Eukaryotic translation initiation factor 2 subunit 3, X-linked GN=Eif2s3x PE=1 SV=2 - [IF2G_MOUSE]",5,8,17.4,0.441,0.055,0.066,0.023,0.034,0.037,0.038,0.119,0.052,0.134
Q9Z2M6,Ubiquitin-like protein 3 GN=Ubl3 PE=1 SV=1 - [UBL3_MOUSE],5,8,48.7,0.000,0.245,0.199,0.117,0.238,0.105,0.034,0.022,0.010,0.029
B7ZMP1,Probable Xaa-Pro aminopeptidase 3 GN=Xpnpep3 PE=2 SV=1 - [XPP3_MOUSE],5,7,16.8,0.000,0.019,0.026,0.000,0.024,0.078,0.281,0.282,0.033,0.257
O08663,Methionine aminopeptidase 2 GN=Metap2 PE=1 SV=1 - [AMPM2_MOUSE],5,7,18.8,0.309,0.091,0.072,0.014,0.056,0.054,0.040,0.083,0.069,0.210
O35405,Phospholipase D3 GN=Pld3 PE=2 SV=1 - [PLD3_MOUSE],5,7,16.4,0.000,0.080,0.194,0.144,0.349,0.116,0.038,0.049,0.000,0.031
O35874,Neutral amino acid transporter A GN=Slc1a4 PE=1 SV=1 - [SATT_MOUSE],5,7,14.3,0.003,0.346,0.190,0.135,0.114,0.134,0.057,0.010,0.003,0.008
O88630,Golgi SNAP receptor complex member 1 GN=Gosr1 PE=1 SV=2 - [GOSR1_MOUSE],5,7,21.2,0.008,0.103,0.166,0.119,0.188,0.179,0.053,0.092,0.023,0.070
P12815,Programmed cell death protein 6 GN=Pdcd6 PE=1 SV=2 - [PDCD6_MOUSE],5,7,35.6,0.442,0.097,0.104,0.062,0.140,0.054,0.026,0.031,0.015,0.030
P24288,"Branched-chain-amino-acid aminotransferase, cytosolic GN=Bcat1 PE=2 SV=2 - [BCAT1_MOUSE]",5,7,34.5,0.450,0.123,0.112,0.055,0.086,0.042,0.036,0.050,0.000,0.046
P47941,Crk-like protein GN=Crkl PE=1 SV=2 - [CRKL_MOUSE],5,7,27.4,0.328,0.247,0.125,0.063,0.085,0.039,0.010,0.042,0.013,0.047
P50396,Rab GDP dissociation inhibitor alpha GN=Gdi1 PE=1 SV=3 - [GDIA_MOUSE],5,7,25.3,0.421,0.179,0.162,0.079,0.083,0.053,0.012,0.010,0.000,0.000
P52196,Thiosulfate sulfurtransferase GN=Tst PE=1 SV=3 - [THTR_MOUSE],5,7,17.8,0.015,0.011,0.017,0.008,0.044,0.092,0.209,0.313,0.019,0.272
P55264-2,Isoform Short of Adenosine kinase GN=Adk - [ADK_MOUSE],5,7,23.2,0.659,0.069,0.105,0.029,0.031,0.029,0.014,0.026,0.021,0.015
P58064,"28S ribosomal protein S6, mitochondrial GN=Mrps6 PE=2 SV=3 - [RT06_MOUSE]",5,7,36.8,0.000,0.013,0.012,0.008,0.029,0.074,0.192,0.339,0.053,0.281
P61022,Calcineurin B homologous protein 1 GN=Chp1 PE=1 SV=2 - [CHP1_MOUSE],5,7,34.4,0.000,0.153,0.111,0.080,0.145,0.209,0.107,0.097,0.019,0.079
P62069,Ubiquitin carboxyl-terminal hydrolase 46 GN=Usp46 PE=1 SV=1 - [UBP46_MOUSE],5,7,19.1,0.005,0.363,0.189,0.123,0.106,0.129,0.041,0.021,0.008,0.014
P97760,DNA-directed RNA polymerase II subunit RPB3 GN=Polr2c PE=2 SV=1 - [RPB3_MOUSE],5,7,31.3,0.254,0.033,0.031,0.000,0.021,0.019,0.051,0.206,0.209,0.177
P99026,Proteasome subunit beta type-4 GN=Psmb4 PE=1 SV=1 - [PSB4_MOUSE],5,7,35.2,0.626,0.093,0.110,0.038,0.040,0.025,0.003,0.024,0.008,0.032
Q03147,Cyclin-dependent kinase 7 GN=Cdk7 PE=1 SV=2 - [CDK7_MOUSE],5,7,19.9,0.494,0.037,0.060,0.013,0.020,0.020,0.036,0.129,0.075,0.116
Q59J78,"Mimitin, mitochondrial GN=Ndufaf2 PE=2 SV=1 - [MIMIT_MOUSE]",5,7,36.9,0.000,0.011,0.023,0.013,0.053,0.105,0.210,0.319,0.020,0.244
Q5XG69,Soluble lamin-associated protein of 75 kDa GN=Fam169a PE=1 SV=3 - [F169A_MOUSE],5,7,18.9,0.523,0.022,0.047,0.012,0.014,0.024,0.059,0.086,0.129,0.085
Q60714,Long-chain fatty acid transport protein 1 GN=Slc27a1 PE=1 SV=1 - [S27A1_MOUSE],5,7,12.1,0.013,0.070,0.056,0.047,0.131,0.228,0.140,0.162,0.018,0.136
Q61263,Sterol O-acyltransferase 1 GN=Soat1 PE=2 SV=2 - [SOAT1_MOUSE],5,7,13.7,0.000,0.025,0.020,0.047,0.130,0.198,0.145,0.233,0.048,0.154
Q6QD59,Vesicle transport protein SEC20 GN=Bnip1 PE=2 SV=1 - [SEC20_MOUSE],5,7,31.1,0.007,0.072,0.093,0.066,0.131,0.273,0.144,0.112,0.018,0.086
Q7TPD0,Integrator complex subunit 3 GN=Ints3 PE=1 SV=2 - [INT3_MOUSE],5,7,15.4,0.184,0.005,0.027,0.003,0.010,0.028,0.095,0.177,0.264,0.207
Q80XN0,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial GN=Bdh1 PE=1 SV=2 - [BDH_MOUSE]",5,7,23.6,0.000,0.012,0.012,0.013,0.028,0.104,0.320,0.224,0.067,0.219
Q8BGQ6,EF-hand calcium-binding domain-containing protein 14 GN=Efcab14 PE=2 SV=1 - [EFC14_MOUSE],5,7,12.2,0.009,0.053,0.147,0.135,0.278,0.203,0.067,0.049,0.012,0.047
Q8BXL7,ADP-ribosylation factor-related protein 1 GN=Arfrp1 PE=2 SV=2 - [ARFRP_MOUSE],5,7,35.3,0.000,0.070,0.161,0.126,0.231,0.206,0.076,0.061,0.019,0.051
Q8C4Q6,"Axin interactor, dorsalization-associated protein GN=Aida PE=1 SV=1 - [AIDA_MOUSE]",5,7,38.4,0.026,0.371,0.195,0.106,0.140,0.077,0.025,0.031,0.008,0.021
Q8C863,E3 ubiquitin-protein ligase Itchy GN=Itch PE=1 SV=2 - [ITCH_MOUSE],5,7,14.4,0.031,0.264,0.201,0.115,0.139,0.098,0.049,0.035,0.025,0.042
Q8CCI5,RING1 and YY1-binding protein GN=Rybp PE=1 SV=1 - [RYBP_MOUSE],5,7,61.0,0.087,0.005,0.014,0.000,0.000,0.032,0.085,0.246,0.302,0.228
Q8CCK0,Core histone macro-H2A.2 GN=H2afy2 PE=1 SV=3 - [H2AW_MOUSE],5,7,29.3,0.019,0.000,0.004,0.000,0.008,0.026,0.086,0.374,0.184,0.299
Q8CCS6-2,Isoform 2 of Polyadenylate-binding protein 2 GN=Pabpn1 - [PABP2_MOUSE],5,7,25.0,0.366,0.012,0.025,0.005,0.014,0.015,0.024,0.034,0.440,0.064
Q8CIN4,Serine/threonine-protein kinase PAK 2 GN=Pak2 PE=1 SV=1 - [PAK2_MOUSE],5,7,20.0,0.394,0.137,0.135,0.059,0.070,0.050,0.030,0.048,0.027,0.052
Q8VCF0,Mitochondrial antiviral-signaling protein GN=Mavs PE=1 SV=1 - [MAVS_MOUSE],5,7,31.0,0.000,0.002,0.014,0.011,0.044,0.075,0.183,0.326,0.049,0.295
Q8VDT9,"39S ribosomal protein L50, mitochondrial GN=Mrpl50 PE=2 SV=2 - [RM50_MOUSE]",5,7,37.1,0.000,0.007,0.000,0.000,0.029,0.088,0.286,0.299,0.045,0.246
Q91VJ4,Serine/threonine-protein kinase 38 GN=Stk38 PE=1 SV=1 - [STK38_MOUSE],5,7,17.8,0.150,0.174,0.096,0.061,0.057,0.055,0.064,0.138,0.049,0.154
Q91XD7,Cysteine-rich with EGF-like domain protein 1 GN=Creld1 PE=2 SV=1 - [CREL1_MOUSE],5,7,13.1,0.000,0.053,0.055,0.059,0.136,0.252,0.128,0.158,0.009,0.150
Q91ZN5-2,Isoform 2 of Adenosine 3'-phospho 5'-phosphosulfate transporter 1 GN=Slc35b2 - [S35B2_MOUSE],5,7,18.8,0.000,0.116,0.158,0.088,0.135,0.244,0.079,0.083,0.026,0.070
Q922Q1,"MOSC domain-containing protein 2, mitochondrial GN=Marc2 PE=1 SV=1 - [MOSC2_MOUSE]",5,7,17.2,0.000,0.007,0.012,0.010,0.034,0.112,0.288,0.252,0.068,0.216
Q99KF1,Transmembrane emp24 domain-containing protein 9 GN=Tmed9 PE=2 SV=2 - [TMED9_MOUSE],5,7,20.4,0.000,0.049,0.065,0.051,0.149,0.248,0.116,0.157,0.025,0.139
Q99LB6-2,Isoform 2 of Methionine adenosyltransferase 2 subunit beta GN=Mat2b - [MAT2B_MOUSE],5,7,21.6,0.677,0.079,0.098,0.026,0.047,0.033,0.008,0.011,0.011,0.011
Q9CQE1,Protein NipSnap homolog 3B GN=Nipsnap3b PE=1 SV=1 - [NPS3B_MOUSE],5,7,27.9,0.000,0.014,0.015,0.019,0.031,0.108,0.392,0.215,0.011,0.194
Q9CQS7,Developmental pluripotency-associated protein 5A GN=Dppa5a PE=1 SV=2 - [DPA5A_MOUSE],5,7,60.2,0.363,0.160,0.127,0.066,0.090,0.049,0.015,0.055,0.014,0.061
Q9CQY5-2,Isoform 2 of Magnesium transporter protein 1 GN=Magt1 - [MAGT1_MOUSE],5,7,16.0,0.000,0.046,0.067,0.042,0.148,0.169,0.095,0.221,0.045,0.167
Q9CR09,Ubiquitin-fold modifier-conjugating enzyme 1 GN=Ufc1 PE=2 SV=1 - [UFC1_MOUSE],5,7,25.1,0.137,0.039,0.052,0.041,0.110,0.225,0.124,0.114,0.028,0.129
Q9CSU0,Regulation of nuclear pre-mRNA domain-containing protein 1B GN=Rprd1b PE=1 SV=2 - [RPR1B_MOUSE],5,7,32.5,0.126,0.018,0.024,0.000,0.007,0.022,0.075,0.215,0.308,0.206
Q9CYX7,RRP15-like protein GN=Rrp15 PE=2 SV=2 - [RRP15_MOUSE],5,7,14.2,0.189,0.012,0.027,0.005,0.021,0.033,0.041,0.144,0.321,0.205
Q9CZ42-3,Isoform 3 of ATP-dependent (S)-NAD(P)H-hydrate dehydratase GN=Carkd - [NNRD_MOUSE],5,7,29.7,0.071,0.050,0.024,0.017,0.022,0.097,0.226,0.271,0.000,0.221
Q9D735,Uncharacterized protein C19orf43 homolog PE=2 SV=1 - [CS043_MOUSE],5,7,23.7,0.245,0.016,0.026,0.006,0.017,0.024,0.059,0.160,0.257,0.189
Q9DAR7,m7GpppX diphosphatase GN=Dcps PE=1 SV=1 - [DCPS_MOUSE],5,7,32.2,0.794,0.040,0.078,0.014,0.020,0.013,0.008,0.009,0.013,0.010
Q9DBP5,UMP-CMP kinase GN=Cmpk1 PE=1 SV=1 - [KCY_MOUSE],5,7,27.6,0.529,0.121,0.119,0.045,0.046,0.039,0.027,0.030,0.012,0.033
Q9JKX4,Protein AATF GN=Aatf PE=1 SV=1 - [AATF_MOUSE],5,7,17.7,0.161,0.000,0.018,0.000,0.007,0.014,0.033,0.201,0.348,0.218
Q9JKX6,ADP-sugar pyrophosphatase GN=Nudt5 PE=1 SV=1 - [NUDT5_MOUSE],5,7,24.3,0.502,0.126,0.141,0.056,0.074,0.031,0.018,0.024,0.003,0.025
Q9QYJ3,DnaJ homolog subfamily B member 1 GN=Dnajb1 PE=2 SV=3 - [DNJB1_MOUSE],5,7,22.6,0.201,0.082,0.074,0.027,0.073,0.067,0.102,0.158,0.028,0.187
Q9WTK3,Glycosylphosphatidylinositol anchor attachment 1 protein GN=Gpaa1 PE=1 SV=3 - [GPAA1_MOUSE],5,7,8.7,0.000,0.078,0.070,0.053,0.150,0.173,0.093,0.190,0.029,0.165
O08759,Ubiquitin-protein ligase E3A GN=Ube3a PE=2 SV=1 - [UBE3A_MOUSE],5,6,9.9,0.628,0.095,0.101,0.020,0.029,0.024,0.025,0.031,0.022,0.027
O08969,Pleckstrin homology-like domain family A member 2 GN=Phlda2 PE=1 SV=1 - [PHLA2_MOUSE],5,6,48.6,0.088,0.406,0.166,0.089,0.059,0.063,0.042,0.038,0.013,0.036
O35643;Q9DBG3,AP-1 complex subunit beta-1 GN=Ap1b1 PE=1 SV=2 - [AP1B1_MOUSE]|AP-2 complex subunit beta GN=Ap2b1 PE=1 SV=1 - [AP2B1_MOUSE],5,6,48.3,0.000,0.083,0.045,0.043,0.188,0.357,0.163,0.066,0.000,0.055
O35654,DNA polymerase delta subunit 2 GN=Pold2 PE=2 SV=2 - [DPOD2_MOUSE],5,6,22.8,0.352,0.027,0.032,0.007,0.024,0.024,0.059,0.209,0.065,0.201
P12025,Midkine GN=Mdk PE=2 SV=2 - [MK_MOUSE],5,6,38.6,0.000,0.108,0.195,0.157,0.225,0.141,0.056,0.069,0.004,0.044
P36916,Guanine nucleotide-binding protein-like 1 GN=Gnl1 PE=1 SV=4 - [GNL1_MOUSE],5,6,19.1,0.518,0.110,0.113,0.036,0.057,0.028,0.022,0.058,0.016,0.041
P50171,Estradiol 17-beta-dehydrogenase 8 GN=Hsd17b8 PE=1 SV=2 - [DHB8_MOUSE],5,6,44.0,0.000,0.024,0.035,0.016,0.029,0.101,0.250,0.284,0.026,0.235
P83940,Transcription elongation factor B polypeptide 1 GN=Tceb1 PE=1 SV=1 - [ELOC_MOUSE],5,6,57.1,0.398,0.176,0.138,0.038,0.065,0.035,0.021,0.050,0.039,0.039
P97313,DNA-dependent protein kinase catalytic subunit GN=Prkdc PE=1 SV=3 - [PRKDC_MOUSE],5,6,2.2,0.133,0.053,0.043,0.019,0.030,0.060,0.125,0.178,0.145,0.214
P97355,Spermine synthase GN=Sms PE=1 SV=1 - [SPSY_MOUSE],5,6,27.3,0.531,0.160,0.132,0.055,0.055,0.038,0.009,0.011,0.000,0.009
P99028,"Cytochrome b-c1 complex subunit 6, mitochondrial GN=Uqcrh PE=1 SV=2 - [QCR6_MOUSE]",5,6,71.9,0.004,0.016,0.019,0.004,0.040,0.075,0.173,0.323,0.075,0.272
Q07813,Apoptosis regulator BAX GN=Bax PE=1 SV=1 - [BAX_MOUSE],5,6,31.8,0.507,0.077,0.112,0.039,0.062,0.039,0.025,0.057,0.038,0.044
Q11136,Xaa-Pro dipeptidase GN=Pepd PE=2 SV=3 - [PEPD_MOUSE],5,6,15.4,0.579,0.113,0.114,0.054,0.061,0.033,0.013,0.012,0.000,0.022
Q3U2A8,"Valine--tRNA ligase, mitochondrial GN=Vars2 PE=2 SV=2 - [SYVM_MOUSE]",5,6,8.0,0.007,0.018,0.008,0.013,0.027,0.103,0.209,0.306,0.022,0.288
Q3UMG5-2,Isoform 2 of Leucine-rich repeat and calponin homology domain-containing protein 2 GN=Lrch2 - [LRCH2_MOUSE],5,6,11.6,0.061,0.228,0.113,0.095,0.122,0.112,0.066,0.103,0.045,0.055
Q571I9,Aldehyde dehydrogenase family 16 member A1 GN=Aldh16a1 PE=2 SV=2 - [A16A1_MOUSE],5,6,13.5,0.476,0.145,0.118,0.048,0.064,0.077,0.020,0.029,0.008,0.015
Q5SFM8,RNA-binding protein 27 GN=Rbm27 PE=2 SV=3 - [RBM27_MOUSE],5,6,9.2,0.317,0.022,0.042,0.005,0.031,0.045,0.038,0.060,0.321,0.119
Q61066,Nuclear receptor subfamily 0 group B member 1 GN=Nr0b1 PE=1 SV=1 - [NR0B1_MOUSE],5,6,25.2,0.121,0.022,0.041,0.011,0.041,0.030,0.050,0.267,0.178,0.240
Q61115,Protein patched homolog 1 GN=Ptch1 PE=2 SV=1 - [PTC1_MOUSE],5,6,4.7,0.000,0.089,0.112,0.146,0.308,0.166,0.089,0.052,0.003,0.035
Q62361,Prothyroliberin GN=Trh PE=2 SV=2 - [TRH_MOUSE],5,6,19.1,0.006,0.058,0.167,0.121,0.221,0.127,0.075,0.129,0.020,0.076
Q64028-3,Isoform 3 of Polyhomeotic-like protein 1 GN=Phc1 - [PHC1_MOUSE],5,6,13.3,0.144,0.030,0.043,0.008,0.034,0.029,0.066,0.207,0.243,0.196
Q6NZC7,SEC23-interacting protein GN=Sec23ip PE=1 SV=2 - [S23IP_MOUSE],5,6,5.2,0.365,0.065,0.092,0.046,0.109,0.108,0.053,0.079,0.010,0.073
Q6ZPZ3-2,Isoform 2 of Zinc finger CCCH domain-containing protein 4 GN=Zc3h4 - [ZC3H4_MOUSE],5,6,7.0,0.409,0.027,0.030,0.015,0.015,0.032,0.042,0.056,0.309,0.065
Q80WQ2,Protein VAC14 homolog GN=Vac14 PE=1 SV=1 - [VAC14_MOUSE],5,6,12.4,0.187,0.078,0.100,0.093,0.145,0.108,0.068,0.075,0.014,0.132
Q8BGZ4,Cell division cycle protein 23 homolog GN=Cdc23 PE=1 SV=2 - [CDC23_MOUSE],5,6,9.5,0.359,0.065,0.071,0.019,0.044,0.039,0.038,0.138,0.130,0.096
Q8BJ05,Zinc finger CCCH domain-containing protein 14 GN=Zc3h14 PE=1 SV=1 - [ZC3HE_MOUSE],5,6,9.7,0.206,0.006,0.006,0.004,0.010,0.019,0.035,0.070,0.510,0.135
Q8BKT7,THO complex subunit 5 homolog GN=Thoc5 PE=1 SV=2 - [THOC5_MOUSE],5,6,19.0,0.139,0.011,0.029,0.000,0.013,0.025,0.101,0.166,0.299,0.217
Q8BKX1;Q8BKX1-4,Brain-specific angiogenesis inhibitor 1-associated protein 2 GN=Baiap2 PE=1 SV=2 - [BAIP2_MOUSE]|Isoform 2 of Brain-specific angiogenesis inhibitor 1-associated protein 2 GN=Baiap2 - [BAIP2_MOUSE]|Isoform 4 of Brain-specific angiogenesis inhibitor 1-associated protein 2 GN=Baiap2 - [BAIP2_MOUSE],5,6,26.7,0.000,0.306,0.200,0.124,0.206,0.079,0.031,0.028,0.008,0.019
Q8BMI3,ADP-ribosylation factor-binding protein GGA3 GN=Gga3 PE=2 SV=2 - [GGA3_MOUSE],5,6,16.2,0.244,0.184,0.124,0.081,0.132,0.112,0.044,0.029,0.022,0.028
Q8BRH0,Transmembrane and TPR repeat-containing protein 3 GN=Tmtc3 PE=2 SV=2 - [TMTC3_MOUSE],5,6,10.3,0.000,0.070,0.065,0.031,0.112,0.210,0.149,0.196,0.034,0.134
Q8C145,Zinc transporter ZIP6 GN=Slc39a6 PE=1 SV=1 - [S39A6_MOUSE],5,6,5.5,0.005,0.315,0.192,0.119,0.143,0.124,0.048,0.027,0.006,0.021
Q8C5Q4,G-rich sequence factor 1 GN=Grsf1 PE=1 SV=2 - [GRSF1_MOUSE],5,6,21.1,0.016,0.000,0.012,0.002,0.020,0.076,0.317,0.251,0.076,0.229
Q8CJG0,Protein argonaute-2 GN=Eif2c2 PE=1 SV=3 - [AGO2_MOUSE],5,6,10.2,0.206,0.067,0.074,0.033,0.056,0.068,0.045,0.106,0.089,0.257
Q8JZL1,Interleukin-17 receptor D GN=Il17rd PE=1 SV=1 - [I17RD_MOUSE],5,6,7.0,0.006,0.151,0.154,0.125,0.283,0.131,0.054,0.044,0.000,0.051
Q8R060,Protein zwilch homolog GN=Zwilch PE=2 SV=1 - [ZWILC_MOUSE],5,6,11.9,0.463,0.142,0.123,0.047,0.056,0.037,0.026,0.042,0.012,0.053
Q8R1N4,NudC domain-containing protein 3 GN=Nudcd3 PE=2 SV=3 - [NUDC3_MOUSE],5,6,19.6,0.433,0.160,0.131,0.054,0.096,0.041,0.012,0.042,0.007,0.026
Q8R3G1,Nuclear inhibitor of protein phosphatase 1 GN=Ppp1r8 PE=1 SV=1 - [PP1R8_MOUSE],5,6,25.6,0.216,0.012,0.034,0.007,0.015,0.020,0.049,0.154,0.262,0.231
Q8VCD7,Lysine-specific demethylase 4C GN=Kdm4c PE=1 SV=1 - [KDM4C_MOUSE],5,6,8.8,0.055,0.010,0.010,0.004,0.011,0.032,0.075,0.339,0.177,0.285
Q8VDD9,PH-interacting protein GN=Phip PE=1 SV=2 - [PHIP_MOUSE],5,6,10.0,0.022,0.002,0.000,0.000,0.011,0.038,0.123,0.280,0.253,0.270
Q91WM2,Cat eye syndrome critical region protein 5 homolog GN=Cecr5 PE=2 SV=1 - [CECR5_MOUSE],5,6,18.6,0.001,0.015,0.010,0.015,0.042,0.082,0.187,0.340,0.014,0.294
Q91XD6,Vacuolar protein-sorting-associated protein 36 GN=Vps36 PE=1 SV=1 - [VPS36_MOUSE],5,6,18.7,0.176,0.114,0.091,0.045,0.067,0.055,0.041,0.186,0.056,0.169
Q91YM2,Rho GTPase-activating protein 35 GN=Arhgap35 PE=1 SV=3 - [RHG35_MOUSE],5,6,7.3,0.040,0.205,0.131,0.079,0.091,0.061,0.048,0.162,0.042,0.141
Q925B0,PRKC apoptosis WT1 regulator protein GN=Pawr PE=1 SV=2 - [PAWR_MOUSE],5,6,30.9,0.086,0.086,0.104,0.042,0.059,0.084,0.095,0.199,0.059,0.186
Q99JW1,Abhydrolase domain-containing protein FAM108A GN=Fam108a PE=2 SV=1 - [F108A_MOUSE],5,6,35.5,0.000,0.114,0.218,0.141,0.277,0.149,0.046,0.035,0.002,0.017
Q99LH1,Nucleolar GTP-binding protein 2 GN=Gnl2 PE=2 SV=2 - [NOG2_MOUSE],5,6,14.1,0.304,0.014,0.022,0.000,0.019,0.030,0.026,0.042,0.413,0.130
Q99M04,"Lipoyl synthase, mitochondrial GN=Lias PE=2 SV=1 - [LIAS_MOUSE]",5,6,31.4,0.012,0.032,0.033,0.020,0.044,0.105,0.207,0.250,0.060,0.238
Q9CQJ6,Density-regulated protein GN=Denr PE=2 SV=1 - [DENR_MOUSE],5,6,42.4,0.166,0.043,0.038,0.022,0.043,0.024,0.076,0.238,0.134,0.215
Q9CSN1,SNW domain-containing protein 1 GN=Snw1 PE=1 SV=3 - [SNW1_MOUSE],5,6,21.6,0.184,0.026,0.031,0.009,0.024,0.030,0.045,0.113,0.286,0.251
Q9CZT6,Protein CMSS1 GN=Cmss1 PE=2 SV=1 - [CMS1_MOUSE],5,6,23.9,0.200,0.031,0.027,0.010,0.024,0.039,0.054,0.118,0.330,0.167
Q9D1I6,"39S ribosomal protein L14, mitochondrial GN=Mrpl14 PE=2 SV=1 - [RM14_MOUSE]",5,6,37.2,0.000,0.008,0.012,0.006,0.028,0.074,0.185,0.369,0.038,0.279
Q9D379,Epoxide hydrolase 1 GN=Ephx1 PE=1 SV=2 - [HYEP_MOUSE],5,6,12.7,0.005,0.068,0.085,0.047,0.145,0.214,0.142,0.146,0.021,0.126
Q9DBD5,"Proline-, glutamic acid- and leucine-rich protein 1 GN=Pelp1 PE=1 SV=2 - [PELP1_MOUSE]",5,6,10.1,0.306,0.019,0.046,0.019,0.051,0.027,0.032,0.079,0.289,0.133
Q9EQQ9-3,Isoform 3 of Bifunctional protein NCOAT GN=Mgea5 - [NCOAT_MOUSE],5,6,14.2,0.599,0.112,0.122,0.044,0.053,0.028,0.019,0.004,0.012,0.006
Q9ERI2,Ras-related protein Rab-27A GN=Rab27a PE=1 SV=1 - [RB27A_MOUSE],5,6,28.5,0.000,0.138,0.109,0.085,0.147,0.158,0.089,0.151,0.010,0.112
Q9ET30,Transmembrane 9 superfamily member 3 GN=Tm9sf3 PE=1 SV=1 - [TM9S3_MOUSE],5,6,9.4,0.003,0.077,0.073,0.067,0.147,0.170,0.103,0.181,0.035,0.142
Q9JHU9,Inositol-3-phosphate synthase 1 GN=Isyna1 PE=2 SV=1 - [INO1_MOUSE],5,6,11.8,0.465,0.113,0.139,0.060,0.098,0.045,0.023,0.025,0.003,0.029
Q9JLZ8,Single Ig IL-1-related receptor GN=Sigirr PE=1 SV=2 - [SIGIR_MOUSE],5,6,18.3,0.000,0.091,0.190,0.140,0.296,0.103,0.069,0.061,0.006,0.045
Q9QXB9,Developmentally-regulated GTP-binding protein 2 GN=Drg2 PE=1 SV=1 - [DRG2_MOUSE],5,6,27.2,0.408,0.172,0.111,0.057,0.067,0.054,0.030,0.034,0.027,0.040
Q9QZM4,Tumor necrosis factor receptor superfamily member 10B GN=Tnfrsf10b PE=2 SV=3 - [TR10B_MOUSE],5,6,27.3,0.000,0.237,0.214,0.132,0.180,0.116,0.043,0.048,0.000,0.030
Q9WU40,Inner nuclear membrane protein Man1 GN=Lemd3 PE=1 SV=2 - [MAN1_MOUSE],5,6,9.1,0.007,0.010,0.021,0.003,0.039,0.072,0.098,0.266,0.193,0.292
Q9WVF7,DNA polymerase epsilon catalytic subunit A GN=Pole PE=2 SV=3 - [DPOE1_MOUSE],5,6,6.1,0.113,0.000,0.000,0.000,0.000,0.013,0.092,0.341,0.123,0.318
A2AJK6,Chromodomain-helicase-DNA-binding protein 7 GN=Chd7 PE=1 SV=1 - [CHD7_MOUSE],5,5,5.0,0.017,0.000,0.000,0.000,0.000,0.022,0.076,0.361,0.223,0.301
B2RRE7,OTU domain-containing protein 4 GN=Otud4 PE=1 SV=1 - [OTUD4_MOUSE],5,5,6.9,0.297,0.060,0.067,0.014,0.049,0.053,0.091,0.161,0.052,0.154
O35657,Sialidase-1 GN=Neu1 PE=2 SV=1 - [NEUR1_MOUSE],5,5,12.2,0.002,0.081,0.149,0.122,0.347,0.162,0.047,0.057,0.000,0.032
O70585-2,Isoform 2 of Dystrobrevin beta GN=Dtnb - [DTNB_MOUSE],5,5,21.8,0.012,0.197,0.117,0.090,0.146,0.190,0.119,0.057,0.019,0.053
O88271,Craniofacial development protein 1 GN=Cfdp1 PE=1 SV=1 - [CFDP1_MOUSE],5,5,22.7,0.739,0.017,0.063,0.008,0.014,0.010,0.030,0.035,0.046,0.039
O88554,Poly [ADP-ribose] polymerase 2 GN=Parp2 PE=1 SV=3 - [PARP2_MOUSE],5,5,10.0,0.075,0.020,0.012,0.009,0.000,0.033,0.114,0.321,0.141,0.276
P05063,Fructose-bisphosphate aldolase C GN=Aldoc PE=1 SV=4 - [ALDOC_MOUSE],5,5,19.3,0.453,0.128,0.148,0.053,0.105,0.061,0.000,0.052,0.000,0.000
P15208,Insulin receptor GN=Insr PE=1 SV=2 - [INSR_MOUSE],5,5,9.8,0.004,0.299,0.192,0.121,0.115,0.104,0.045,0.049,0.019,0.054
P22907-2,Isoform 2 of Porphobilinogen deaminase GN=Hmbs - [HEM3_MOUSE],5,5,23.5,0.647,0.062,0.096,0.034,0.051,0.032,0.018,0.026,0.017,0.018
P33610,DNA primase large subunit GN=Prim2 PE=1 SV=1 - [PRI2_MOUSE],5,5,17.8,0.343,0.000,0.052,0.000,0.017,0.039,0.061,0.201,0.094,0.193
P33611,DNA polymerase alpha subunit B GN=Pola2 PE=1 SV=2 - [DPOA2_MOUSE],5,5,9.7,0.387,0.024,0.038,0.017,0.023,0.039,0.076,0.174,0.076,0.146
P35123,Ubiquitin carboxyl-terminal hydrolase 4 GN=Usp4 PE=1 SV=3 - [UBP4_MOUSE],5,5,12.1,0.446,0.175,0.148,0.046,0.037,0.052,0.020,0.034,0.010,0.031
P50544,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial GN=Acadvl PE=1 SV=3 - [ACADV_MOUSE]",5,5,19.8,0.003,0.013,0.012,0.022,0.033,0.092,0.276,0.262,0.025,0.263
P52875,Transmembrane protein 165 GN=Tmem165 PE=2 SV=2 - [TM165_MOUSE],5,5,30.7,0.000,0.075,0.129,0.115,0.261,0.128,0.042,0.146,0.000,0.105
P58137,Acyl-coenzyme A thioesterase 8 GN=Acot8 PE=1 SV=1 - [ACOT8_MOUSE],5,5,23.1,0.003,0.029,0.022,0.020,0.037,0.150,0.192,0.281,0.031,0.234
