IPI accession no.,Protein name, MascotScore.1 , NbPeptides.1,NbQuantAC.1,NbQuantBD.1,AC114.1,AC115.1,AC116.1,AC117.1,BD114.1,BD115.1,BD116.1,BD117.1, MascotScore.2 , NbPeptides.2,NbQuantAC.2,NbQuantBD.2,AC114.2,AC115.2,AC116.2,AC117.2,BD114.2,BD115.2,BD116.2,BD117.2
IPI00594088.1,"Similar to ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d isoform 1",503.95,9,56,44,0.027,0.054,0.103,0.816,0.099,0.143,0.226,0.532,489.96,9,81,21,0.083,0.117,0.102,0.698,0.070,0.099,0.404,0.426
IPI00594100.2,Similar to sec61-like protein,362.63,7,7,18,0.069,0.128,0.220,0.583,0.079,0.107,0.255,0.559,293.84,6,24,16,0.220,0.246,0.211,0.323,0.075,0.090,0.422,0.414
IPI00594147.3,Similar to Cathepsin H,85.19,2,3,8,0.141,0.322,0.300,0.237,0.154,0.240,0.305,0.302,80.11,2,1,8,0.197,0.253,0.286,0.264,0.107,0.149,0.365,0.379
IPI00594176.2,Similar to DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,645.5,11,26,78,0.109,0.115,0.266,0.510,0.152,0.209,0.252,0.386,466.87,9,41,27,0.197,0.435,0.114,0.254,0.129,0.138,0.383,0.350
IPI00594241.2,Similar to ADP-ribosylation factor-like 8B,235.19,4,20,43,0.065,0.194,0.321,0.420,0.170,0.253,0.252,0.325,312.93,6,32,20,0.208,0.298,0.316,0.178,0.110,0.199,0.436,0.255
IPI00594242.2,Similar to DPY-19-like protein 1,250.58,5,11,24,0.098,0.268,0.280,0.354,0.095,0.163,0.292,0.450,137.48,3,16,10,0.236,0.311,0.222,0.232,0.085,0.097,0.397,0.421
IPI00594251.4,Synaptosomal-associated protein 29,294.77,5,7,37,0.169,0.350,0.283,0.199,0.238,0.312,0.225,0.224,233.89,5,15,6,0.293,0.334,0.261,0.111,0.250,0.193,0.336,0.221
IPI00594271.1,Hypothetical protein,761.69,14,34,26,0.147,0.104,0.255,0.494,0.184,0.165,0.272,0.380,462.05,10,28,14,0.192,0.394,0.112,0.302,0.162,0.124,0.361,0.352
IPI00594350.1,"Clathrin, light polypeptide A ",209.55,4,18,34,0.314,0.171,0.247,0.268,0.372,0.143,0.228,0.257,194.93,4,27,31,0.442,0.213,0.129,0.217,0.269,0.124,0.296,0.311
IPI00594401.4,Similar to HPV16 E1 protein binding protein,166.49,4,11,7,0.140,0.151,0.320,0.390,0.124,0.297,0.287,0.291,122.45,3,6,6,0.142,0.203,0.392,0.263,0.130,0.235,0.328,0.306
IPI00594457.3,Hypothetical protein,242.2,4,19,17,0.352,0.310,0.185,0.153,0.486,0.209,0.147,0.158,244.78,4,2,1,0.663,0.208,0.084,0.046,0.594,0.112,0.154,0.140
IPI00594463.3,Similar to kinesin-like protein 2,434.32,8,13,18,0.195,0.135,0.328,0.342,0.197,0.224,0.278,0.301,683.5,14,26,27,0.221,0.287,0.224,0.269,0.140,0.177,0.358,0.326
IPI00594468.2,"Similar to chain A, crystal structure of murine ARL3-GDP",91.18,2,4,16,0.075,0.223,0.320,0.383,0.075,0.337,0.268,0.320,66.76,2,5,4,0.170,0.384,0.299,0.148,0.136,0.179,0.409,0.276
IPI00594476.3,DnaJ homolog subfamily C member 3,208.51,4,3,10,0.122,0.166,0.271,0.441,0.166,0.159,0.268,0.408,56.97,1,1,3,0.163,0.200,0.202,0.434,0.123,0.123,0.335,0.419
IPI00594529.2,Similar to acyltransferase like 2,213.43,4,6,8,0.080,0.166,0.294,0.460,0.135,0.182,0.266,0.417,174.99,4,1,3,0.253,0.279,0.224,0.244,0.107,0.108,0.428,0.356
IPI00594541.1,Heterogeneous nuclear ribonucleoprotein M,1150.27,21,50,94,0.124,0.115,0.352,0.410,0.112,0.260,0.292,0.335,626.94,12,53,40,0.227,0.355,0.146,0.272,0.116,0.156,0.404,0.324
IPI00594615.1,Coated vesicle membrane protein ,345.87,6,28,23,0.064,0.273,0.309,0.354,0.096,0.467,0.193,0.245,228.04,5,13,7,0.196,0.469,0.205,0.130,0.109,0.225,0.372,0.294
IPI00594643.1,Similar to TGOLN2 protein,439.35,7,16,16,0.114,0.421,0.226,0.239,0.230,0.352,0.199,0.220,427.83,8,20,4,0.244,0.376,0.310,0.070,0.165,0.309,0.319,0.207
IPI00594731.1,Transcription elongation factor SPT5,151.24,3,5,8,0.160,0.151,0.418,0.271,0.161,0.275,0.256,0.308,156.22,4,3,6,0.205,0.386,0.117,0.292,0.143,0.189,0.351,0.318
IPI00594765.2,Hypothetical protein,99.83,2,3,4,0.156,0.086,0.366,0.393,0.152,0.188,0.333,0.327,84.99,2,2,5,0.189,0.213,0.339,0.260,0.134,0.144,0.376,0.346
IPI00594769.2,Similar to G protein gamma-5 subunit,137.18,3,12,32,0.339,0.282,0.126,0.253,0.532,0.131,0.141,0.195,88.43,2,18,11,0.552,0.192,0.057,0.199,0.395,0.110,0.246,0.249
IPI00594774.2,Hypothetical protein,57.28,1,3,2,0.315,0.270,0.332,0.083,0.302,0.423,0.167,0.108,124.58,2,7,4,0.240,0.429,0.211,0.121,0.306,0.350,0.173,0.172
IPI00594788.2,70 kDa protein,311.7,6,12,18,0.119,0.345,0.330,0.207,0.121,0.476,0.185,0.218,207.8,5,13,3,0.237,0.403,0.198,0.161,0.135,0.326,0.370,0.170
IPI00594798.1,Protein LZIC,102.42,2,1,6,0.407,0.200,0.195,0.198,0.153,0.361,0.261,0.225,65.93,1,4,1,0.192,0.360,0.293,0.155,0.176,0.288,0.282,0.254
IPI00594850.2,Similar to ribosomal protein L18a,251.57,5,19,35,0.167,0.145,0.233,0.455,0.178,0.166,0.219,0.436,175.26,3,29,13,0.312,0.340,0.115,0.234,0.211,0.105,0.379,0.305
IPI00594883.3,Similar to P167,372.47,7,19,13,0.232,0.167,0.248,0.353,0.244,0.213,0.230,0.314,357.1,8,19,5,0.258,0.323,0.140,0.279,0.191,0.158,0.353,0.298
IPI00594887.1,tRNA (cytosine-5-) methyltransferase NSUN2,446.85,9,8,18,0.133,0.116,0.458,0.293,0.155,0.315,0.257,0.273,396.17,8,24,25,0.173,0.286,0.273,0.268,0.108,0.218,0.344,0.330
IPI00594943.1,Inosine triphosphatase (nucleoside triphosphate pyrophosphatase),166.92,3,6,3,0.193,0.234,0.380,0.193,0.192,0.306,0.250,0.252,217.79,4,10,9,0.212,0.291,0.301,0.196,0.181,0.231,0.300,0.289
IPI00594952.1,Leucine zipper-EF-hand containing transmembrane protein 1,667.8,13,48,6,0.066,0.081,0.091,0.762,0.239,0.206,0.215,0.341,310.84,7,18,6,0.157,0.186,0.077,0.581,0.113,0.100,0.381,0.406
IPI00594961.2,Similar to solute carrier family 39 (zinc transporter) member 10,413.7,7,18,20,0.334,0.340,0.171,0.156,0.488,0.184,0.141,0.187,142.18,3,9,5,0.501,0.283,0.130,0.086,0.443,0.126,0.255,0.177
IPI00594999.2,"Similar to spectrin, beta, non-erythrocytic 1",2942.44,53,88,131,0.474,0.201,0.169,0.157,0.451,0.154,0.191,0.204,1122.13,22,62,23,0.405,0.236,0.140,0.219,0.340,0.120,0.261,0.279
IPI00595012.1,"Solute carrier family 16, member 1",766.5,12,145,211,0.444,0.277,0.153,0.126,0.538,0.161,0.148,0.154,794.18,14,109,60,0.609,0.248,0.075,0.068,0.444,0.117,0.228,0.212
IPI00595025.2,Cell division cycle and apoptosis regulator 1,332.87,7,8,10,0.108,0.106,0.238,0.548,0.117,0.141,0.320,0.422,129.18,3,3,13,0.179,0.163,0.255,0.403,0.117,0.117,0.347,0.418
IPI00595032.1,"Solute carrier family 2, facilitated glucose transporter member 3",337.2,6,19,49,0.386,0.276,0.182,0.156,0.470,0.196,0.160,0.173,279.8,5,18,7,0.565,0.280,0.083,0.072,0.466,0.136,0.227,0.171
IPI00595035.1,Cytochrome b5,322.25,5,26,28,0.095,0.172,0.249,0.484,0.139,0.187,0.273,0.401,310.96,5,39,36,0.181,0.204,0.395,0.220,0.108,0.136,0.399,0.358
IPI00595180.3,Uridine monophosphate synthase ,753.01,15,14,32,0.105,0.189,0.494,0.214,0.147,0.356,0.255,0.243,513.55,12,13,24,0.171,0.213,0.398,0.218,0.120,0.240,0.341,0.299
IPI00595219.1,Similar to KIAA0103,219.74,4,3,30,0.159,0.183,0.338,0.320,0.144,0.142,0.252,0.462,178.18,4,11,3,0.234,0.256,0.205,0.305,0.080,0.140,0.325,0.455
IPI00595287.1,Casein kinase II subunit beta,191.86,4,11,7,0.150,0.125,0.341,0.384,0.158,0.230,0.287,0.326,136.17,3,11,9,0.166,0.155,0.357,0.321,0.101,0.173,0.353,0.373
IPI00595308.4,Raftlin,1048.23,19,104,179,0.481,0.253,0.148,0.118,0.557,0.164,0.134,0.146,995.2,18,140,61,0.608,0.231,0.079,0.083,0.459,0.130,0.223,0.188
IPI00595309.1,Putative uncharacterized protein,171.66,3,10,15,0.239,0.245,0.264,0.252,0.198,0.313,0.251,0.239,188.9,3,13,7,0.260,0.297,0.169,0.274,0.189,0.197,0.302,0.312
IPI00595381.1,"Inner membrane protein, mitochondrial (mitofilin) [Gallus gallus]",1382.37,23,79,21,0.044,0.066,0.083,0.807,0.163,0.124,0.184,0.528,1408.59,25,86,11,0.136,0.152,0.068,0.643,0.121,0.111,0.381,0.387
IPI00595412.2,Similar to PSMD4P2 protein,630.41,12,8,12,0.387,0.209,0.235,0.170,0.412,0.188,0.201,0.199,213.14,4,6,2,0.507,0.235,0.135,0.123,0.165,0.122,0.394,0.319
IPI00595561.3,Protein,815.77,14,35,54,0.071,0.141,0.310,0.478,0.097,0.154,0.275,0.474,613.55,11,28,22,0.228,0.246,0.270,0.257,0.097,0.120,0.414,0.369
IPI00595570.2,Hypothetical protein,156.47,2,7,8,0.153,0.249,0.401,0.197,0.142,0.387,0.247,0.224,119.78,3,5,4,0.144,0.328,0.340,0.188,0.118,0.283,0.320,0.280
IPI00595574.1,FUS/TLS,334.57,7,15,14,0.111,0.133,0.312,0.444,0.164,0.210,0.255,0.370,260.46,6,25,28,0.178,0.346,0.194,0.282,0.110,0.190,0.414,0.285
IPI00595584.1,Osteopetrosis associated transmembrane protein 1,114.81,2,4,8,0.090,0.318,0.389,0.204,0.154,0.304,0.305,0.237,84.25,2,6,2,0.200,0.274,0.378,0.149,0.085,0.140,0.487,0.289
IPI00595600.1,Similar to ribosomal protein S8,593.69,10,48,99,0.147,0.151,0.255,0.446,0.178,0.167,0.223,0.432,347.51,6,50,27,0.255,0.363,0.130,0.252,0.147,0.139,0.387,0.327
IPI00595615.1,Hypothetical protein,223.26,4,26,7,0.025,0.040,0.064,0.871,0.172,0.131,0.213,0.484,184.79,4,21,16,0.098,0.125,0.056,0.721,0.062,0.072,0.375,0.491
IPI00595643.1,Transmembrane emp24 protein transport domain containing 5 ,351.57,6,16,67,0.057,0.240,0.289,0.415,0.084,0.308,0.217,0.392,253.89,4,35,5,0.236,0.414,0.191,0.159,0.163,0.160,0.368,0.310
IPI00595657.2,Hypothetical protein,141.95,3,12,6,0.052,0.065,0.133,0.749,0.206,0.156,0.207,0.432,82.88,2,18,8,0.132,0.193,0.115,0.560,0.087,0.083,0.417,0.413
IPI00595658.2,LIM and SH3 protein 1 ,184.2,3,5,14,0.399,0.208,0.229,0.164,0.470,0.187,0.158,0.186,126.03,3,5,5,0.438,0.241,0.173,0.147,0.448,0.175,0.185,0.192
IPI00595714.1,"Similar to Zinc finger, CDGSH-type domain 2",440.18,8,38,76,0.077,0.177,0.291,0.455,0.135,0.183,0.276,0.405,318.82,7,30,22,0.203,0.232,0.344,0.221,0.104,0.135,0.406,0.355
IPI00595766.1,"ARP1 actin-related protein 1 homolog A, centractin alpha",378.62,8,17,15,0.238,0.192,0.175,0.395,0.311,0.188,0.223,0.278,221.66,5,8,5,0.262,0.319,0.122,0.298,0.214,0.161,0.320,0.305
IPI00595826.1,Golgi apparatus protein 1 precursor,2305.17,41,200,242,0.133,0.445,0.237,0.185,0.250,0.367,0.206,0.178,1523.23,34,198,73,0.248,0.440,0.205,0.107,0.177,0.286,0.347,0.190
IPI00595963.3,"Similar to serine palmitoyltransferase, long chain base subunit 1",80.53,2,5,8,0.269,0.192,0.147,0.392,0.191,0.180,0.262,0.367,124.01,3,3,3,0.457,0.269,0.130,0.145,0.240,0.123,0.354,0.285
IPI00596014.2,Similar to Arfaptin 1B,179.58,4,6,7,0.166,0.270,0.380,0.184,0.166,0.287,0.262,0.285,157.05,3,4,7,0.179,0.314,0.325,0.182,0.131,0.245,0.335,0.289
IPI00596042.3,Hypothetical protein,309.5,6,5,14,0.127,0.128,0.422,0.323,0.108,0.387,0.268,0.237,139.08,3,6,4,0.201,0.293,0.213,0.293,0.170,0.188,0.338,0.304
IPI00596078.1,ADP-ribosylation factor-like 3,158.25,3,3,4,0.154,0.250,0.347,0.249,0.214,0.291,0.253,0.242,180.52,4,10,3,0.184,0.308,0.295,0.214,0.125,0.232,0.337,0.306
IPI00596175.3,Similar to gamma-glutamylcysteine synthetase,106.93,2,3,3,0.364,0.185,0.267,0.184,0.177,0.303,0.261,0.260,136.46,3,2,5,0.187,0.214,0.455,0.146,0.139,0.211,0.338,0.313
IPI00596229.2,Similar to small subunit ribonucleotide reductase isoform 2,251,5,5,10,0.203,0.141,0.399,0.257,0.221,0.274,0.252,0.253,188.95,4,14,14,0.327,0.311,0.156,0.205,0.142,0.208,0.351,0.300
IPI00596234.1,Similar to Rps16 protein,520.03,10,42,123,0.155,0.161,0.246,0.438,0.186,0.188,0.224,0.402,388.91,8,47,49,0.276,0.387,0.108,0.229,0.176,0.144,0.355,0.326
IPI00596262.1,Hypothetical protein,414.33,8,15,15,0.195,0.141,0.172,0.492,0.249,0.193,0.241,0.318,188.4,4,10,8,0.211,0.295,0.198,0.296,0.184,0.134,0.319,0.363
IPI00596266.2,Similar to glucosamine (N-acetyl)-6-sulfatase precursor,347.74,6,14,29,0.128,0.352,0.314,0.206,0.147,0.232,0.314,0.307,271.16,6,11,23,0.154,0.303,0.263,0.280,0.113,0.142,0.350,0.394
IPI00596279.1,Hypothetical protein,246.66,4,10,16,0.110,0.179,0.207,0.504,0.147,0.148,0.245,0.460,355.29,7,9,11,0.229,0.246,0.219,0.306,0.099,0.108,0.420,0.373
IPI00596315.3, Guanine nucleotide-binding protein subunit beta 2-like 1,717.23,14,54,86,0.131,0.155,0.244,0.470,0.155,0.206,0.251,0.388,686.77,15,56,56,0.235,0.359,0.124,0.282,0.173,0.142,0.369,0.316
IPI00596382.2,38 kDa protein,499.66,8,13,3,0.465,0.218,0.139,0.178,0.489,0.129,0.162,0.220,327.31,6,39,37,0.586,0.217,0.082,0.116,0.440,0.102,0.248,0.210
IPI00596397.1,"N-ethylmaleimide-sensitive factor attachment protein, gamma",530.12,10,15,19,0.311,0.362,0.215,0.113,0.337,0.217,0.212,0.234,317.1,6,22,16,0.277,0.346,0.178,0.199,0.218,0.173,0.310,0.300
IPI00596430.3,Similar to LOC548400 protein,93.24,2,5,16,0.140,0.359,0.332,0.169,0.142,0.235,0.332,0.290,100.75,2,11,20,0.201,0.328,0.194,0.277,0.116,0.117,0.362,0.405
IPI00596481.3,"Solute carrier family 12 (potassium/chloride transporters), member 4",1167.53,22,108,158,0.214,0.352,0.258,0.176,0.318,0.296,0.188,0.198,972.24,19,87,37,0.454,0.312,0.135,0.099,0.272,0.188,0.321,0.218
IPI00596504.1,Related RAS viral (r-ras) oncogene homolog 2,408.09,7,30,37,0.373,0.246,0.150,0.231,0.492,0.194,0.147,0.168,341.97,6,28,3,0.551,0.234,0.097,0.118,0.453,0.117,0.232,0.198
IPI00596517.1,Asparaginyl-tRNA synthetase,230.46,4,9,13,0.164,0.119,0.447,0.270,0.161,0.250,0.305,0.284,207.96,4,8,16,0.163,0.223,0.290,0.326,0.127,0.147,0.378,0.348
IPI00596524.2,Similar to Syntaxin 12,376.56,7,18,11,0.151,0.356,0.266,0.228,0.260,0.296,0.225,0.220,276.27,5,13,9,0.294,0.325,0.249,0.131,0.228,0.238,0.327,0.208
IPI00596530.3,Hsc70-interacting protein,566.27,9,46,75,0.167,0.183,0.453,0.197,0.155,0.375,0.246,0.223,522.76,9,42,65,0.232,0.274,0.303,0.191,0.116,0.238,0.349,0.297
IPI00596536.1,Similar to NDRG3,110.51,2,7,3,0.414,0.272,0.111,0.202,0.282,0.247,0.223,0.248,155.45,3,2,3,0.319,0.289,0.208,0.185,0.223,0.208,0.298,0.271
IPI00596557.2,Similar to PACS1L protein,199.01,4,9,14,0.444,0.206,0.152,0.198,0.482,0.158,0.170,0.190,205.9,5,6,6,0.473,0.242,0.066,0.219,0.328,0.120,0.290,0.263
IPI00596571.3,Similar to acyl-protein thioesterase,136.03,3,7,22,0.134,0.196,0.331,0.338,0.197,0.294,0.204,0.305,258.44,5,15,18,0.278,0.285,0.179,0.258,0.113,0.248,0.336,0.303
IPI00596585.4,Cancer susceptibility candidate 4,329.19,5,10,30,0.123,0.434,0.266,0.178,0.214,0.396,0.189,0.202,386.81,7,33,6,0.245,0.370,0.298,0.086,0.171,0.333,0.333,0.164
IPI00596586.1,Heat shock protein HSP 90-alpha,2134.6,36,146,280,0.134,0.114,0.497,0.254,0.138,0.351,0.270,0.241,2479.63,42,241,316,0.195,0.331,0.225,0.248,0.095,0.220,0.373,0.313
IPI00596603.1,Ribosomal protein S11,352.83,7,49,49,0.134,0.145,0.224,0.496,0.199,0.174,0.219,0.408,294.67,6,46,40,0.277,0.397,0.101,0.224,0.148,0.093,0.434,0.325
IPI00596633.1,TAR DNA binding protein,153.12,3,3,5,0.206,0.134,0.385,0.275,0.204,0.268,0.271,0.258,107.44,2,5,5,0.184,0.355,0.228,0.231,0.136,0.157,0.364,0.343
IPI00596666.3,Epimorphin,465.74,8,7,13,0.373,0.308,0.159,0.160,0.540,0.162,0.133,0.164,273.72,5,8,2,0.554,0.266,0.076,0.104,0.389,0.097,0.278,0.237
IPI00596673.1,Protein disulfide-isomerase precursor,1347.37,24,122,260,0.135,0.195,0.372,0.297,0.113,0.176,0.272,0.439,1164.16,21,115,179,0.214,0.267,0.216,0.303,0.109,0.137,0.348,0.406
IPI00596702.3,Ubiquitin activating enzyme-like protein,152.95,3,4,3,0.134,0.226,0.467,0.173,0.110,0.403,0.284,0.203,50.33,1,3,4,0.162,0.300,0.371,0.167,0.101,0.250,0.344,0.305
IPI00596728.1,Similar to BRCA2 and CDKN1A interacting protein,122.82,3,9,8,0.182,0.220,0.413,0.185,0.146,0.361,0.259,0.234,109.1,2,10,4,0.143,0.281,0.368,0.208,0.163,0.234,0.305,0.299
IPI00596758.3,55 kDa protein,268.73,6,6,10,0.096,0.121,0.525,0.258,0.121,0.350,0.278,0.251,237.58,6,7,12,0.159,0.225,0.416,0.200,0.108,0.246,0.345,0.302
IPI00596810.1,Cytokine induced apoptosis inhibitor 1,290.36,5,8,9,0.169,0.225,0.427,0.179,0.147,0.372,0.247,0.235,252.09,4,7,9,0.148,0.275,0.375,0.203,0.113,0.259,0.330,0.298
IPI00596826.3,Lissencephaly-1 homolog,132.12,3,4,3,0.209,0.189,0.403,0.200,0.243,0.315,0.243,0.199,80.55,2,2,8,0.190,0.232,0.372,0.208,0.161,0.187,0.352,0.300
IPI00596855.3,Similar to coatomer protein gamma2-COP,579.17,11,9,6,0.140,0.127,0.310,0.423,0.141,0.220,0.279,0.361,215.59,5,4,4,0.212,0.302,0.141,0.344,0.160,0.142,0.333,0.366
IPI00596886.1,Similar to Rpl10a-prov protein,505.95,9,59,61,0.192,0.155,0.220,0.434,0.197,0.181,0.243,0.379,490.11,9,78,68,0.213,0.433,0.129,0.225,0.142,0.099,0.416,0.343
IPI00596904.1,Ankyrin repeat and MYND domain-containing protein 2,123.38,3,3,11,0.137,0.173,0.323,0.367,0.174,0.184,0.262,0.380,74.48,2,1,3,0.201,0.264,0.308,0.227,0.154,0.200,0.322,0.324
IPI00596955.3,Similar to ATP-dependent Lon protease,391.77,8,17,3,0.094,0.102,0.168,0.636,0.244,0.157,0.228,0.372,569.25,13,29,4,0.180,0.250,0.120,0.450,0.139,0.142,0.306,0.414
IPI00596972.1,"Dynein, cytoplasmic, intermediate polypeptide 2",212.03,4,6,6,0.350,0.211,0.152,0.287,0.415,0.168,0.195,0.222,140.28,3,8,3,0.288,0.250,0.186,0.277,0.272,0.149,0.261,0.318
IPI00596994.1,Hypothetical protein,1157.77,22,104,23,0.043,0.066,0.087,0.803,0.120,0.158,0.235,0.486,781.28,16,79,35,0.133,0.164,0.075,0.629,0.088,0.116,0.400,0.396
IPI00597019.1,SH3 domain binding glutamic acid-rich protein like,217.13,4,6,18,0.212,0.313,0.347,0.127,0.258,0.331,0.209,0.202,267.17,5,15,5,0.258,0.305,0.282,0.155,0.245,0.246,0.259,0.250
IPI00597210.2,"Similar to eukaryotic translation elongation factor 1, partial",94.33,2,9,16,0.136,0.121,0.148,0.595,0.274,0.179,0.241,0.306,105.4,2,19,5,0.227,0.331,0.061,0.381,0.282,0.105,0.271,0.341
IPI00597410.1,Heterogeneous nuclear ribonucleoprotein R,565.68,10,16,18,0.123,0.103,0.206,0.568,0.143,0.189,0.265,0.403,558.99,12,28,8,0.185,0.357,0.140,0.318,0.124,0.115,0.407,0.353
IPI00597453.3,Heat shock 70kDa protein 4 ,724.37,14,15,28,0.187,0.113,0.421,0.280,0.177,0.290,0.261,0.272,508.75,10,19,31,0.168,0.157,0.384,0.290,0.130,0.191,0.351,0.328
IPI00597483.1,PRA1 family protein 3,115.88,2,8,14,0.095,0.164,0.293,0.449,0.111,0.171,0.302,0.416,94.7,2,13,2,0.194,0.268,0.316,0.222,0.116,0.119,0.374,0.392
IPI00597497.1,Hypothetical protein,322.59,6,30,28,0.140,0.119,0.164,0.577,0.239,0.156,0.235,0.370,508.15,10,43,14,0.217,0.274,0.099,0.409,0.179,0.109,0.374,0.338
IPI00597566.1,Guanine monphosphate synthetase,399.93,8,15,15,0.139,0.147,0.427,0.286,0.162,0.312,0.250,0.277,462.55,10,13,15,0.225,0.295,0.224,0.256,0.111,0.221,0.351,0.318
IPI00597630.3,"Similar to proliferation-associated protein 1, partial",714.47,14,30,52,0.188,0.161,0.300,0.351,0.175,0.171,0.241,0.412,718.75,15,55,38,0.239,0.403,0.129,0.229,0.189,0.136,0.348,0.327
IPI00597639.2,Similar to ubiquinol--cytochrome c reductase,626.5,10,39,5,0.067,0.102,0.106,0.725,0.172,0.166,0.240,0.422,818.26,14,68,18,0.122,0.165,0.062,0.652,0.106,0.112,0.396,0.385
IPI00597655.4,Endoplasmic reticulum protein ERp29 (Fragment),238.56,4,6,19,0.161,0.221,0.368,0.250,0.140,0.168,0.271,0.421,133.99,3,12,19,0.243,0.262,0.232,0.263,0.139,0.137,0.334,0.390
IPI00597769.1,Similar to small GTP binding protein RAB23,217.59,4,5,9,0.408,0.233,0.192,0.167,0.497,0.173,0.135,0.196,104.12,2,5,2,0.626,0.219,0.085,0.071,0.440,0.129,0.228,0.203
IPI00597792.1,Hypothetical protein,240.89,5,8,47,0.108,0.144,0.305,0.444,0.119,0.178,0.280,0.423,184.47,4,17,8,0.229,0.270,0.267,0.234,0.082,0.084,0.390,0.445
IPI00597793.2,Hypothetical protein,196.71,4,23,14,0.075,0.136,0.277,0.512,0.139,0.190,0.255,0.417,155.85,3,6,16,0.218,0.269,0.275,0.238,0.106,0.115,0.416,0.362
IPI00597837.3,Similar to Cytochrome b-245 heavy chain (p22 phagocyte B-cytochrome) (Neutrophil cytochrome b 91 kDa polypeptide) (CGD91-phox) (gp91-phox) (gp91-1) (Heme-binding membrane glycoprotein gp91phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subu..,151.93,3,1,4,0.102,0.200,0.518,0.180,0.295,0.287,0.209,0.209,59.01,1,1,1,0.486,0.307,0.104,0.103,0.323,0.120,0.328,0.229
IPI00597853.1,Hypothetical protein,267.46,5,21,3,0.164,0.112,0.146,0.579,0.324,0.141,0.228,0.307,194.26,4,17,6,0.199,0.253,0.156,0.392,0.203,0.139,0.344,0.315
IPI00597930.1,Syntaxin 7 ,643.28,10,133,223,0.170,0.401,0.268,0.160,0.321,0.322,0.207,0.151,696.75,11,228,62,0.359,0.294,0.272,0.075,0.230,0.226,0.325,0.219
IPI00597946.2,32 kDa protein,244.78,4,15,22,0.108,0.144,0.254,0.494,0.130,0.170,0.261,0.439,147.79,3,11,8,0.246,0.309,0.208,0.237,0.126,0.128,0.383,0.363
IPI00597983.1,Ubiquitin-conjugating enzyme E2L 3 isoform 1,373.96,8,31,31,0.191,0.264,0.313,0.232,0.211,0.347,0.226,0.217,318.22,6,45,34,0.311,0.321,0.204,0.163,0.167,0.229,0.347,0.257
IPI00597995.1,Hypothetical protein,395.45,7,22,68,0.470,0.247,0.191,0.093,0.443,0.207,0.171,0.179,438.46,9,24,18,0.531,0.223,0.104,0.143,0.314,0.170,0.262,0.254
IPI00598038.3,Similar to Zinc finger protein 207,93.62,2,2,3,0.157,0.127,0.232,0.485,0.199,0.188,0.238,0.375,49.63,1,3,4,0.163,0.406,0.156,0.276,0.158,0.171,0.365,0.307
IPI00598044.1,Chloride channel 7,82.12,2,1,12,0.207,0.264,0.306,0.223,0.156,0.266,0.277,0.301,48.55,1,3,1,0.245,0.322,0.287,0.146,0.057,0.118,0.514,0.312
IPI00598059.1,Synaptogyrin 3,154.45,2,16,39,0.144,0.329,0.263,0.263,0.213,0.235,0.265,0.287,75.54,2,5,4,0.268,0.391,0.176,0.165,0.148,0.183,0.367,0.302
IPI00598102.1,Flap structure-specific endonuclease 1,217.5,4,25,35,0.147,0.164,0.364,0.326,0.166,0.275,0.222,0.337,317.23,6,25,12,0.219,0.397,0.159,0.225,0.108,0.192,0.366,0.334
IPI00598136.1,"Aspartate aminotransferase, mitochondrial precursor",935.58,17,32,40,0.112,0.120,0.185,0.583,0.156,0.212,0.236,0.396,938.39,18,99,43,0.169,0.266,0.084,0.481,0.121,0.127,0.308,0.443
IPI00598160.3,Hypothetical protein,479.56,9,17,10,0.156,0.163,0.236,0.444,0.193,0.173,0.242,0.393,383.83,7,21,13,0.201,0.231,0.245,0.323,0.135,0.158,0.331,0.376
IPI00598184.2,Isoform 1 of Myosin light polypeptide 6,515.3,9,56,77,0.285,0.405,0.185,0.126,0.351,0.159,0.242,0.248,433.56,8,61,47,0.463,0.275,0.111,0.151,0.290,0.103,0.297,0.309
IPI00598205.2,Hypothetical protein,139.92,3,2,4,0.187,0.160,0.287,0.368,0.166,0.286,0.250,0.297,80.97,2,3,1,0.146,0.217,0.314,0.322,0.139,0.182,0.348,0.330
IPI00598216.2,Similar to aromatic amino acid transporter,277.4,5,28,27,0.341,0.308,0.172,0.178,0.485,0.156,0.169,0.191,240.35,4,12,3,0.547,0.224,0.077,0.152,0.391,0.125,0.276,0.208
IPI00598268.1,Hypothetical protein,455.34,9,12,12,0.177,0.120,0.183,0.520,0.229,0.209,0.259,0.304,395.97,8,22,8,0.164,0.154,0.233,0.449,0.167,0.163,0.320,0.351
IPI00598304.2,Similar to HL23 ribosomal protein,194.25,3,37,51,0.149,0.153,0.240,0.457,0.156,0.194,0.224,0.425,154.02,3,46,18,0.267,0.391,0.122,0.219,0.135,0.160,0.376,0.329
IPI00598319.2,Similar to DNAJC5 isoform 1,163.8,3,28,2,0.304,0.285,0.175,0.236,0.293,0.083,0.165,0.460,266.47,5,10,21,0.417,0.260,0.189,0.135,0.308,0.142,0.324,0.226
IPI00598409.1,Similar to Ribosomal protein L21 isoform 1,285.35,6,18,33,0.160,0.163,0.225,0.452,0.201,0.186,0.238,0.374,318.61,7,28,32,0.297,0.370,0.132,0.201,0.163,0.128,0.400,0.308
