Lead gene name,Lead ID,Lead protein name,Majority protein IDs,Organellar markers,Profiled in how many Control Maps,Log2 Ratio H/L Con1_03K,Log2 Ratio H/L Con1_06K,Log2 Ratio H/L Con1_12K,Log2 Ratio H/L Con1_24K,Log2 Ratio H/L Con1_80K,Log2 Ratio H/L Con2_03K,Log2 Ratio H/L Con2_06K,Log2 Ratio H/L Con2_12K,Log2 Ratio H/L Con2_24K,Log2 Ratio H/L Con2_80K,Log2 Ratio H/L Con3_03K,Log2 Ratio H/L Con3_06K,Log2 Ratio H/L Con3_12K,Log2 Ratio H/L Con3_24K,Log2 Ratio H/L Con3_80K
MCM4,P33991,DNA replication licensing factor MCM4,P33991,,3,-1.206095796,-0.136188385,-0.662414489,-0.950703809,-0.793631839,-1.273796557,-0.323227105,-0.659312409,-1.20107853,-1.066125258,-1.59946207,0.276913483,-0.79188233,-1.4345588,-0.971261129
MCM5,P33992,DNA replication licensing factor MCM5,P33992,,3,-0.810864937,0.613343053,-0.311560002,-0.921007683,-1.016482816,-1.200083797,-0.282386084,-0.358232035,-0.973072493,-0.986416255,-1.39194778,0.258940968,-0.60570538,-1.190042332,-1.082438398
MCM6,Q14566,DNA replication licensing factor MCM6,Q14566,,3,-1.594312544,-0.306698165,-1.180462605,-1.264165922,-1.119949283,-1.831203948,-0.728215786,-0.866778448,-0.79385693,-0.97761088,-2.144520517,0.245373963,-0.611821486,-0.191755004,-0.865069389
MCM7,P33993,DNA replication licensing factor MCM7,P33993;P33993-3,,3,-1.733747168,-0.398056321,-0.546856477,-1.111663929,-0.804954832,-2.04507415,-0.247131546,-1.189943586,-1.221656834,-0.928264785,-1.916589179,0.150299708,-0.671737971,-1.427207323,-0.74048043
MCMBP,Q9BTE3-2,Mini-chromosome maintenance complex-binding protein,Q9BTE3-2;Q9BTE3;Q9BTE3-3,,1,,,,,,-0.934896485,-1.184260638,-1.310325117,-1.561707148,-1.127714939,,,,,
MCTP2,Q6DN12,Multiple C2 and transmembrane domain-containing protein 2,Q6DN12;Q6DN12-2;Q6DN12-3,,3,0.411643176,-0.292298527,-0.518308401,0.174022842,1.001946325,0.239642442,-0.384376542,-0.279143697,0.728747725,1.18516881,0.408277085,-0.343018618,-0.441438468,0.387141928,1.134418106
MCTS1,Q9ULC4,Malignant T-cell-amplified sequence 1,Q9ULC4;Q9ULC4-3;Q9ULC4-2,,3,1.389952213,1.451646328,0.267835392,-0.483702395,-0.741324302,1.00367419,1.062467144,-0.037473187,-0.556414565,-0.802084298,0.784336461,0.989938264,-0.105845787,-0.963391171,-1.200614236
MCU,Q8NE86,"Calcium uniporter protein, mitochondrial",Q8NE86;Q8NE86-3;Q8NE86-2,,3,-1.169030808,-0.712835071,2.522859255,3.521302056,2.887700723,-1.137203474,-0.660748573,2.400455956,4.006387797,4.154615611,-0.972279742,-0.397068096,2.7031007,4.648753033,3.911883289
MDH1,P40925,"Malate dehydrogenase, cytoplasmic",P40925;P40925-3;P40925-2,,3,-0.607155059,-0.769600213,-1.234702894,-1.061781968,-0.127383967,-0.506414146,-0.842826906,-1.155823274,-0.79213213,-0.22846933,-0.465778993,-0.75513729,-0.828075847,-1.048889701,0.056444801
MDH2,P40926,"Malate dehydrogenase, mitochondrial",P40926;P40926-2,Mitochondrion,3,-1.07427396,-0.543004657,3.117379211,3.992677806,3.894235719,-0.951959163,-0.580439536,2.952892642,3.903327552,3.84899843,-0.852797518,-0.332007991,3.348090749,4.22056213,4.17336733
MDN1,Q9NU22,Midasin,Q9NU22,,1,,,,,,0.286171451,1.396049858,-0.368774625,-1.161653263,-2.007695626,,,,,
ME2,P23368,"NAD-dependent malic enzyme, mitochondrial",P23368;P23368-2,Mitochondrion,3,-1.15662712,-0.540652322,3.579904211,4.578334949,3.380036744,-0.991455743,-0.635562039,3.43175666,4.283106879,5.089074365,-0.943471961,-0.383171833,3.380867949,5.304912546,4.690584711
MED15,Q96RN5,Mediator of RNA polymerase II transcription subunit 15,Q96RN5;Q96RN5-3;Q96RN5-2,,1,,,,,,-0.106668857,0.500598124,-0.74315841,-1.576088421,-1.200216389,,,,,
MEPCE,Q7L2J0,7SK snRNA methylphosphate capping enzyme,Q7L2J0,,3,1.033722522,1.774460275,-0.642121491,-1.471368674,-1.835419652,1.501872207,1.708452129,-0.433350431,-1.239021172,-1.778778698,1.313013609,1.649247554,-0.264772457,-1.557921717,-2.028557611
MESDC2,Q14696,LDLR chaperone MESD,Q14696,,3,0.613060107,-0.716647123,-0.647964698,1.216051258,3.492494152,0.547548539,-0.677910332,-0.443104681,1.751849302,3.310979884,0.735608823,-0.65337777,-0.602635115,1.5601769,3.56571902
MET,P08581,Hepatocyte growth factor receptor,P08581;P08581-2,Plasma membrane,3,-0.319225575,-0.367694554,-0.323732592,0.606726475,2.219958398,-0.366299109,-0.516780122,-0.390698906,0.845188935,2.250900955,-0.443634351,-0.703078655,-0.564883507,0.28853575,2.021870552
METAP1,P53582,Methionine aminopeptidase 1,P53582,,3,2.522482667,2.392015112,0.191941593,-0.762020297,-0.674038004,2.263485178,1.766255914,-0.109109769,-0.898968546,-0.840344983,1.722072509,1.410449655,-0.423139298,-1.332135117,-1.207927621
METAP2,P50579,Methionine aminopeptidase 2,P50579;P50579-3,,3,1.670523126,1.811594333,0.294782469,-0.640748728,-1.109109769,1.506348049,1.382390583,0.003746139,-0.822911398,-1.229044129,1.2429378,1.23051046,-0.02935246,-0.998903968,-1.454466481
METTL13,Q8N6R0,Methyltransferase-like protein 13,Q8N6R0;Q8N6R0-3;Q8N6R0-4;Q8N6R0-1;Q8N6R0-2,,3,1.511366829,1.987102535,0.268913416,-0.685036709,-0.689706419,1.440314402,1.270170093,-0.486933788,-0.900583594,-0.985273368,0.930396727,1.241413107,-0.593615716,-1.352731547,-1.435690126
METTL16,Q86W50,Methyltransferase-like protein 16,Q86W50,,1,,,,,,,,,,,1.231923873,1.503654035,-0.272175365,-1.408512062,-1.286972906
METTL7A,Q9H8H3,Methyltransferase-like protein 7A,Q9H8H3,,1,,,,,,,,,,,0.072860402,-0.827538087,-0.754479998,1.05046687,2.742264967
MFF,Q9GZY8-2,Mitochondrial fission factor,Q9GZY8-2;Q9GZY8;Q9GZY8-5;Q9GZY8-4;Q9GZY8-3,,2,-0.842206025,-0.675673256,0.92865457,0.775429871,3.143164816,-0.686104066,-0.562644406,1.125584982,2.33845294,3.810443104,,,,,
MFI2,P08582,Melanotransferrin,P08582,Plasma membrane,3,-0.107181572,-0.448351101,-0.518845749,0.344374033,1.118891252,-0.128314032,-0.297342457,-0.256941803,0.728486533,2.285372625,-0.271043355,-0.397657149,-0.408684414,0.283803271,2.064779404
MFN1,Q8IWA4,Mitofusin-1,Q8IWA4;Q8IWA4-3;Q8IWA4-2,Mitochondrion,2,-1.018936479,-0.637782623,1.869595077,2.510683478,0.785173874,,,,,,-0.915064937,-0.551987134,2.049038235,3.041803688,3.621289993
MFN2,O95140,Mitofusin-2,O95140;O95140-2,Mitochondrion,3,-1.005174115,-0.700427095,0.730313886,1.571142829,2.474747523,-0.936055343,-0.850194361,1.991317757,3.060929338,3.224920075,-1.07892934,-0.672772532,2.449772646,3.696216434,2.602148031
MFSD3,Q96ES6,Major facilitator superfamily domain-containing protein 3,Q96ES6,,1,0.569588305,-0.650521485,-0.794607487,1.33725438,2.91232412,,,,,,,,,,
MGME1,Q9BQP7,Mitochondrial genome maintenance exonuclease 1,Q9BQP7,,1,,,,,,,,,,,-0.956403518,-0.430547795,2.601744051,2.379676407,5.608217853
MGST1,P10620,Microsomal glutathione S-transferase 1,P10620;P10620-2,,3,0.013497992,-0.589680607,-0.387260632,1.209890007,3.220391872,0.170822399,-0.695769347,-0.400415594,1.761242715,3.375734539,0.10017032,-0.578111565,-0.30115923,1.523612136,3.442545456
MGST3,O14880,Microsomal glutathione S-transferase 3,O14880,,3,-0.929143589,-0.66447101,2.28853575,4.023432795,5.044743821,-0.883928071,-0.689985686,2.300299474,4.167197334,4.886013548,-0.739950249,-0.475836001,2.486920274,4.351910961,5.457988202
MIA3,Q5JRA6,Melanoma inhibitory activity protein 3,Q5JRA6;Q5JRA6-2,ER,3,0.619178216,-0.625377794,-0.802260394,0.697151067,2.332908393,0.657548548,-0.752607142,-0.629277725,1.292546188,2.750949452,0.811059948,-0.517771254,-0.652810597,1.303459302,0.559736524
MIB1,Q86YT6,E3 ubiquitin-protein ligase MIB1,Q86YT6,,1,1.173831016,0.825378604,-0.226948908,-0.706394089,-1.247182914,,,,,,,,,,
MICALL1,Q8N3F8,MICAL-like protein 1,Q8N3F8,,1,,,,,,-0.081262676,-0.283948535,-0.473971264,-0.633367246,-0.064917477,,,,,
MICU1,Q9BPX6,"Calcium uptake protein 1, mitochondrial",Q9BPX6;Q9BPX6-3;Q9BPX6-2;Q9BPX6-5;Q9BPX6-4,,3,-1.071997386,-0.44648221,1.936213901,1.196732928,2.670727054,-1.00836297,-0.526846923,2.099429872,2.925600724,2.787118983,-0.88172002,-0.348647456,2.166201253,2.962012192,3.023397308
MICU2,Q8IYU8,"Calcium uptake protein 2, mitochondrial",Q8IYU8,Mitochondrion,3,-1.022068034,-0.556350917,1.512985335,2.708584557,2.866274992,-0.907197201,-0.603950142,2.155781609,2.828164417,2.76521647,-0.868911035,-0.305360462,2.170021178,2.345424763,3.093762978
MID1,O15344,E3 ubiquitin-protein ligase Midline-1,O15344;O15344-2,,3,1.431248532,1.661977568,0.479954832,-0.437838186,-0.990595494,1.469625539,1.414785006,-0.0289697,-0.475715623,-1.059043978,1.380729449,1.255259005,0.061015775,-0.70792505,-1.297360186
MIF,P14174,Macrophage migration inhibitory factor,P14174,,3,-1.110822425,-0.688264398,-1.149280573,-1.26867771,-0.61991337,-0.847466092,-0.874877939,-1.128156351,-1.136600679,-0.617609417,-0.663876603,-0.401501394,-0.581864036,-0.947834547,-0.276624927
MINK1,Q8N4C8,Misshapen-like kinase 1,Q8N4C8;Q8N4C8-3;Q8N4C8-2;Q8N4C8-5;Q8N4C8-4,,2,-0.227219088,-0.457930194,-0.097023451,-0.354519673,0.395391894,-0.357917684,-0.369687729,-0.324563419,-0.505226001,0.177088602,,,,,
MINPP1,Q9UNW1,Multiple inositol polyphosphate phosphatase 1,Q9UNW1;Q9UNW1-4,ER,3,0.49057013,-0.727618422,-0.572565459,1.250294628,3.637494325,0.438612232,-0.793981996,-0.516883334,1.578600636,2.762221232,0.469156632,-0.695909562,-0.42823583,1.426425791,3.352052256
MIPEP,Q99797,Mitochondrial intermediate peptidase,Q99797,Mitochondrion,3,-1.065913824,-0.540274626,3.225552582,3.428410425,3.679311189,-0.892258575,-0.578628567,1.268194823,0.632082049,1.761710784,-0.912401382,-0.413480229,2.830762369,0.402722177,0.296428039
MISP,Q8IVT2,Mitotic interactor and substrate of PLK1,Q8IVT2,,3,-1.582987361,-0.484206823,1.182692298,2.327284963,3.142854512,-1.256217931,-0.464285427,1.507667804,2.319010904,3.478324711,-1.165628567,-0.450202705,1.284277218,2.41824393,3.284825025
MKI67,P46013,Antigen KI-67,P46013,,2,-1.605244423,1.26141046,0.741402266,-0.102604662,0.410992287,-1.836501268,0.878999928,-0.089712494,-0.158735324,0.20614307,,,,,
MKRN1,Q9UHC7,E3 ubiquitin-protein ligase makorin-1,Q9UHC7;Q9UHC7-4;Q9UHC7-3;Q9UHC7-2,,1,,,,,,1.948825083,1.042714369,-0.098536438,-0.442967391,-0.772061814,,,,,
MLEC,Q14165,Malectin,Q14165,ER,3,0.502025022,-0.733867129,-0.634150717,1.34953513,4.108022563,0.527270557,-0.716078228,-0.508013541,1.901224117,4.150153455,0.672470602,-0.650113906,-0.459040341,1.724693923,3.953917052
MLH1,P40692,DNA mismatch repair protein Mlh1,P40692;P40692-3;P40692-2,,3,0.711318689,0.626672753,-0.126722253,-1.14334092,-1.425617491,0.807354922,0.479437533,-0.51733755,-1.12440864,-1.468092091,0.826517981,1.020768865,-0.625066254,-1.39547316,-1.855379278
MLKL,Q8NB16,Mixed lineage kinase domain-like protein,Q8NB16;Q8NB16-2,,3,0.543693838,0.818523382,-0.090096359,-0.580892633,-0.746906269,0.540919995,0.376512661,-0.279616456,-0.597496099,-0.6347554,0.429428502,0.436268465,-0.022624816,-0.684572887,-0.835651359
MLST8,Q9BVC4,Target of rapamycin complex subunit LST8,Q9BVC4;Q9BVC4-5;Q9BVC4-3,,1,,,,,,0.997183998,0.220577607,-0.541596996,-0.129528747,-0.361101339,,,,,
MMAB,Q96EY8,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",Q96EY8,Mitochondrion,3,-1.169842049,-0.520831536,3.210949873,4.631802755,3.834508974,-0.89475104,-0.716955368,3.721810105,6.400691618,4.043169495,-0.898484385,-0.386298628,3.168513676,4.847495884,6.697940583
MMGT1,Q8N4V1,Membrane magnesium transporter 1,Q8N4V1;Q8N4V1-2,,1,0.73430859,-0.798441412,-0.786895391,0.989792978,3.891808001,,,,,,,,,,
MMP15,P51511,Matrix metalloproteinase-15,P51511,,3,-0.330338226,-0.390982646,-0.571964837,0.501107892,3.468061924,-0.278513592,-0.674659642,-0.644352201,0.624241296,2.238634024,-0.924207262,-1.206861549,-1.171628387,-0.061300187,1.882799537
MMTAG2,Q9BU76,Multiple myeloma tumor-associated protein 2,Q9BU76;Q9BU76-4;Q9BU76-2;Q9BU76-3,,3,1.012854681,0.288181352,-1.311470482,-2.27858359,-2.451662024,0.976583598,0.440633335,-1.283070545,-2.005782353,-1.985073456,0.613720228,0.404358195,-1.264443164,-2.10556636,-2.415807142
MNAT1,P51948,CDK-activating kinase assembly factor MAT1,P51948;P51948-2,,1,,,,,,,,,,,-0.843991779,0.697151067,0.113700499,-0.555332933,-1.2540829
MOB1A,Q9H8S9,MOB kinase activator 1A,Q9H8S9;Q7L9L4;Q7L9L4-2;Q9H8S9-2,,2,-0.411502422,0.138683428,-0.211748625,-0.13564941,-0.303115909,-0.158509872,-0.200266113,-0.391682777,-0.739612963,-0.439578505,,,,,
MOB4,Q9Y3A3,MOB-like protein phocein,Q9Y3A3;Q9Y3A3-3;Q9Y3A3-2,,3,-0.442437965,-0.487580936,-0.352289466,0.246590503,0.341188772,-0.512740054,-0.555290533,-0.171904655,0.404685176,0.291367804,-0.289386398,-0.351037638,-0.126816765,0.335140206,0.641546029
MOGS,Q13724,Mannosyl-oligosaccharide glucosidase,Q13724;Q13724-2,ER,3,0.439463568,-0.79939521,-0.687636872,1.401138927,4.256104877,0.480988873,-0.92755115,-0.568131041,1.791897401,3.911403973,0.522156212,-0.723157963,-0.642594384,1.391987626,4.043344505
MORF4L2,Q15014,Mortality factor 4-like protein 2,Q15014,,2,1.258398318,1.243364426,-0.105969993,-0.995189428,-1.118758268,0.607200095,0.813114191,-0.528427525,-1.298530787,-1.545697745,,,,,
MOSPD2,Q8NHP6,Motile sperm domain-containing protein 2,Q8NHP6;Q8NHP6-2,,3,0.60530468,-0.654580914,-0.713828549,0.474150461,2.49103213,0.523963346,-0.610499267,-0.582792877,1.285224645,3.000018034,0.564329387,-0.476076788,-0.514614393,0.974896364,3.363311274
MOV10,Q9HCE1,Putative helicase MOV-10,Q9HCE1;Q9HCE1-2,,3,2.159919762,1.302406795,0.018634174,-0.921417489,-1.085527322,1.976363636,1.088073736,-0.062233785,-0.735835925,-1.087856029,2.011459857,1.170950553,-0.090449604,-1.052116941,-1.106746529
MP68,P56378,6.8 kDa mitochondrial proteolipid,P56378;P56378-2,,1,,,,,,,,,,,-1.008856422,-0.254874559,3.379066399,3.854594152,5.146329373
MPDU1,O75352,Mannose-P-dolichol utilization defect 1 protein,O75352;O75352-2,,1,,,,,,0.465295389,-0.633904438,-0.492403229,1.424922088,3.551885103,,,,,
MPG,P29372,DNA-3-methyladenine glycosylase,P29372;P29372-5;P29372-4;P29372-2,,3,0.947479146,1.327457434,-0.194014227,-1.188956498,-1.458822209,0.459221757,0.5452765,-0.548416968,-1.246224336,-1.576992028,-0.130175961,0.581303036,-0.70766585,-1.717951688,-1.843370396
MPP6,Q9NZW5,MAGUK p55 subfamily member 6,Q9NZW5,,2,,,,,,-0.700896043,-0.508711268,0.223298973,1.10534284,2.38901606,-0.664448144,-0.425036282,0.067638717,0.974529312,4.057190304
MPP7,Q5T2T1,MAGUK p55 subfamily member 7,Q5T2T1;Q5T2T1-2,,3,-0.821177021,-0.371385028,-0.043348544,0.748890543,2.461816651,-0.659130141,-0.454169978,0.091124334,1.09362778,2.606205313,-0.556860178,-0.351700235,-0.012504493,0.838669451,2.576836522
MPRIP,Q6WCQ1-2,Myosin phosphatase Rho-interacting protein,Q6WCQ1-2;Q6WCQ1;Q6WCQ1-3,Actin binding proteins,3,-1.029175789,-0.266975456,0.629379936,1.307486815,0.906197936,-0.932030933,-0.264339192,0.819177666,1.00604663,1.601506363,-0.972732689,-0.388166635,0.624615633,1.420617139,1.431676441
MPST,P25325,3-mercaptopyruvate sulfurtransferase,P25325;P25325-2,,2,,,,,,-1.002078978,-0.701505903,1.907928962,2.365104591,3.274813284,-0.925494564,-0.487945084,2.184375519,2.315624192,2.879999764
MPZL1,O95297,Myelin protein zero-like protein 1,O95297;O95297-2;O95297-4,,3,-0.279879167,-0.289368766,-0.492200287,0.464772806,2.098520621,-0.099602657,-0.39088806,-0.415326067,0.668663778,2.323975269,-0.313244012,-0.50643464,-0.59948393,0.315682151,2.005148437
MRC2,Q9UBG0,C-type mannose receptor 2,Q9UBG0,,3,0.580820836,-0.062294038,-0.738529361,-0.627783363,0.077379741,0.808755717,0.058524312,-0.51092982,-0.380577598,0.19887128,0.691087441,-0.029234677,-0.676318654,-0.653060125,0.238297728
MRI1,Q9BV20,Methylthioribose-1-phosphate isomerase,Q9BV20;Q9BV20-2,,1,,,,,,,,,,,-1.161040168,-0.680081536,-0.498647483,-0.636167314,0.474150461
MRPL1,Q9BYD6,"39S ribosomal protein L1, mitochondrial",Q9BYD6,Mitochondrion,2,-1.134128682,-0.488329562,3.264326242,2.611573729,6.389756084,,,,,,-0.805963393,-0.323533987,3.40748872,4.207814782,4.621055503
MRPL10,Q7Z7H8,"39S ribosomal protein L10, mitochondrial",Q7Z7H8;Q7Z7H8-2,Mitochondrion,3,-1.126328519,-0.628162383,2.778818333,4.219323432,1.761795872,-1.003148508,-0.760919741,3.040506725,4.801779482,4.406128457,-0.912835912,-0.488552202,1.760604195,2.406264541,4.275081565
MRPL11,Q9Y3B7,"39S ribosomal protein L11, mitochondrial",Q9Y3B7;Q9Y3B7-2;Q9Y3B7-3,Mitochondrion,3,-1.075854496,-0.475414721,3.141563582,4.675081979,3.10349764,-1.034928698,-0.624243224,2.805973396,4.677395483,4.625679624,-0.968717739,-0.356162277,3.277196255,4.7571833,7.664340612
MRPL12,P52815,"39S ribosomal protein L12, mitochondrial",P52815,,3,-1.149984733,-0.45087302,3.23632423,6.19477655,5.120020096,-0.982733688,-0.57765934,3.113483812,5.034523875,4.86284809,-0.910664568,-0.361787115,3.397802962,5.138978253,5.114866717
MRPL13,Q9BYD1,"39S ribosomal protein L13, mitochondrial",Q9BYD1,Mitochondrion,3,-1.079721946,-0.510395412,3.057294297,4.312955542,3.727267011,-1.046593199,-0.641783805,2.764558475,4.385983159,3.978653265,-0.993292657,-0.522737151,3.062743429,3.947946628,1.318924164
MRPL14,Q6P1L8,"39S ribosomal protein L14, mitochondrial",Q6P1L8,Mitochondrion,3,-1.174328328,-0.455613534,3.065072486,2.987047947,3.271560138,-0.963025516,-0.607924421,2.836287733,4.367021533,4.412849256,-1.005318911,-0.549493425,3.16849763,4.784556329,4.592217814
MRPL15,Q9P015,"39S ribosomal protein L15, mitochondrial",Q9P015,Mitochondrion,3,-1.127904099,-0.520728042,3.045128395,3.677169939,3.861955364,-1.046682605,-0.648484739,3.222696386,4.338638343,4.413594082,-0.953522909,-0.38761919,3.341274184,4.71221057,4.441217863
MRPL16,Q9NX20,"39S ribosomal protein L16, mitochondrial",Q9NX20,Mitochondrion,3,-0.782992686,-0.341299512,3.09212285,4.206018004,3.816804475,-0.951624295,-0.546435012,2.732247488,3.467018572,3.990228793,-0.766700915,-0.41113788,3.161291138,2.480006551,3.8512993
MRPL17,Q9NRX2,"39S ribosomal protein L17, mitochondrial",Q9NRX2,Mitochondrion,2,-1.073150401,-0.447701632,2.99898976,3.788894479,4.404630684,,,,,,-0.982049595,-0.482593273,3.14429115,2.874088721,3.48632823
MRPL18,Q9H0U6,"39S ribosomal protein L18, mitochondrial",Q9H0U6,Mitochondrion,2,,,,,,-1.051997285,-0.721372876,2.361431504,4.237793136,3.663458482,-0.954277464,-0.35008109,2.829484274,3.376984888,4.616592951
MRPL19,P49406,"39S ribosomal protein L19, mitochondrial",P49406,Mitochondrion,3,-1.06603464,-0.615662788,3.01231837,4.211323757,3.16604053,-0.976049199,-0.590918682,3.104672131,4.730531274,4.244202073,-0.989048337,-0.463469597,3.187451054,4.34894056,3.734005034
MRPL2,Q5T653,"39S ribosomal protein L2, mitochondrial",Q5T653,Mitochondrion,3,-1.170231607,-0.538408579,1.969454445,2.553827399,1.017779413,-1.077041036,-0.562516562,3.165220566,3.773785389,3.836833049,-0.883528775,-0.446954122,3.117944335,4.259272487,4.170646169
MRPL20,Q9BYC9,"39S ribosomal protein L20, mitochondrial",Q9BYC9,Mitochondrion,1,,,,,,-1.003611254,-0.711653251,2.585611567,4.232430521,4.18657979,,,,,
MRPL21,Q7Z2W9,"39S ribosomal protein L21, mitochondrial",Q7Z2W9;Q7Z2W9-2,Mitochondrion,1,-1.084670324,-0.469649538,2.971276832,5.519321735,4.948694283,,,,,,,,,,
MRPL22,Q9NWU5,"39S ribosomal protein L22, mitochondrial",Q9NWU5;Q9NWU5-2;Q9NWU5-3,Mitochondrion,3,-1.019258102,-0.415479994,3.082123488,4.079804755,3.390667686,-1.013305105,-0.579555326,2.910444862,3.890446693,3.699551633,-0.980739322,-0.443143909,3.105326076,4.106013238,4.10400111
MRPL24,Q96A35,"39S ribosomal protein L24, mitochondrial",Q96A35,Mitochondrion,3,-1.07987442,-0.612019924,2.894992331,4.038260575,3.922578457,-1.121549297,-0.716457466,2.860784063,3.48658567,4.179272174,-1.063861497,-0.445067398,3.379343707,4.168000125,4.03483197
MRPL27,Q9P0M9,"39S ribosomal protein L27, mitochondrial",Q9P0M9,Mitochondrion,1,,,,,,-0.95626355,-0.671232456,2.921950399,3.991317757,3.135091552,,,,,
MRPL28,Q13084,"39S ribosomal protein L28, mitochondrial",Q13084,Mitochondrion,1,-1.218967684,-0.591983843,2.81329893,3.038436182,4.452134141,,,,,,,,,,
MRPL3,P09001,"39S ribosomal protein L3, mitochondrial",P09001,Mitochondrion,3,-1.056071174,-0.556902625,3.071093329,3.840060331,3.246544901,-0.989907664,-0.585063493,2.825337895,3.997744026,3.868686765,-0.926783015,-0.46315135,2.9800253,4.454175893,4.753444085
MRPL30,Q8TCC3,"39S ribosomal protein L30, mitochondrial",Q8TCC3;Q8TCC3-2;Q8TCC3-3,Mitochondrion,2,,,,,,-0.995246945,-0.613189054,3.085305673,4.224271853,3.653060017,-1.056911346,-0.469110231,3.168818511,4.380660193,3.333423734
MRPL32,Q9BYC8,"39S ribosomal protein L32, mitochondrial",Q9BYC8,Mitochondrion,2,-0.956655495,-0.558962784,2.58168868,4.73508887,3.63343121,-1.054212533,-0.567617786,3.551762085,4.922863847,4.281104732,,,,,
MRPL37,Q9BZE1,"39S ribosomal protein L37, mitochondrial",Q9BZE1,Mitochondrion,3,-1.153061458,-0.653309697,2.965341021,4.777314501,4.714575239,-1.029293567,-0.66566056,2.926872365,2.005040617,4.222263604,-0.992775789,-0.505062195,3.246043187,5.755688777,4.259423152
MRPL38,Q96DV4,"39S ribosomal protein L38, mitochondrial",Q96DV4,Mitochondrion,3,-1.180364513,-0.667607131,3.022882652,2.834063941,4.096346199,-1.035106075,-0.704159449,2.52747075,2.903751726,3.783142307,-0.979913892,-0.478868836,3.25451846,3.411155037,3.754032318
MRPL39,Q9NYK5,"39S ribosomal protein L39, mitochondrial",Q9NYK5;Q9NYK5-2,Mitochondrion,3,-1.09548122,-0.531364554,3.007285218,4.401835225,4.865819861,-1.004218832,-0.607902433,2.944820973,0.785843455,-0.279739049,-0.962350702,-0.442928167,3.205924198,4.095080492,3.802296632
MRPL4,Q9BYD3,"39S ribosomal protein L4, mitochondrial",Q9BYD3;Q9BYD3-2,Mitochondrion,3,-1.09492642,-0.546224326,2.885613408,3.910061038,3.814140217,-0.953522909,-0.587316012,3.155004382,3.816599707,3.989048155,-0.86016382,-0.301603697,3.12079981,4.703211467,3.976730221
MRPL40,Q9NQ50,"39S ribosomal protein L40, mitochondrial",Q9NQ50,,2,,,,,,-0.940340155,-0.697429432,2.941594641,4.32617778,4.589104298,-1.116160255,-0.79288179,2.399061691,2.982674208,3.190203958
MRPL43,Q8N983-4,"39S ribosomal protein L43, mitochondrial",Q8N983-4,,1,,,,,,-1.019960072,-0.552473699,3.012872555,5.162290614,4.30873947,,,,,
MRPL44,Q9H9J2,"39S ribosomal protein L44, mitochondrial",Q9H9J2,Mitochondrion,3,-1.075033617,-0.535582658,3.09044698,4.148364721,4.712705822,-1.026675272,-0.691592523,2.857682476,4.724813957,4.624100895,-0.968012037,-0.359119984,3.149113007,4.778891907,4.750499317
MRPL45,Q9BRJ2,"39S ribosomal protein L45, mitochondrial",Q9BRJ2,Mitochondrion,3,-0.979145813,-0.5309059,2.790897122,2.982783713,5.155830172,-0.979231135,-0.663510936,2.968957031,4.297925053,4.744699314,-0.943471961,-0.402607083,3.146638931,3.539779192,4.024053671
