"Accession number","Accession number","ENV %","STR %","THY %","Total Spectral count","ENV (spectral count)","STR (spectral count)","THY (spectral count)","TOT (spectral count)",LOC_Training,LOC_Test,"cTP (ChloroP)","TargetP (PPDB)","Description (TAIR)","MapManBin (PPDB)","Curated Location (PPDB)","Location (TAIR)","Subcellular loc MF120725","Subplastidial loc MF120725","Subsubplastidial loc 120725","TMHMM (PPDB)","Calc.MW (PPDB)","Calc.PI (PPDB)","Length (nb of aa)","ProteomicsPub. (PPDB)","GFP/YFP loc. (PPDB)"
AT4G28660.1,AT4G28660,0,56.5222391535608,43.4777608464392,7,0,4,1,2,THY," -",Y,C,"photosystem II reaction centre W (PsbW) family protein, contains Pfam profile: PF0","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/lumen,0,20.19,9.46,183,"14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); "," -"
AT4G39710.1,AT4G39710,0,0,100,6,0,0,5,1," -",THY,Y,C,"immunophilin, putative / FKBP-type peptidyl-prolyl cis-trans isomerase, putative, ","29.6 protein.folding",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,23.26,8.44,217,"15028209(Total chloroplast); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); "," -"
AT5G13120.1,AT5G13120,0,9.77461553377784,90.2253844662222,19,0,2,6,11," -",THY,Y,C,"peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein, contains Pfam","29.6 protein.folding",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,28.3,9.38,259,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16923014(cold-stress responsive chloroplast); "," -"
AT5G13410.1,AT5G13410,TOT,TOT,TOT,2,0,0,0,2," -"," -",Y,C,"immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein, SP:Q9","29.6 protein.folding",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,27.77,7.54,256,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); "," -"
AT3G01440.1,AT3G01440,8.63115099575006,0,91.3688490042499,18,1,0,11,6,THY," -",Y,C,"oxygen evolving enhancer 3 (PsbQ) family protein, photosystem II oxygen-evolving c","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae) & oxygen evolving complex",C,THY,mb/lumen,0,24.78,7.67,220,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G03600.1,AT1G03600,5.60498258689092,0,94.3950174131091,59,2,0,35,22,THY," -",Y,C,"photosystem II family protein, similar to SP:P74367 {Synechocystis sp.}; similar t","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,18.83,9.88,174,"15028209(Total chloroplast); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(Silique); "," -"
AT1G54780.1,AT1G54780,6.47862538063036,0,93.5213746193696,57,2,0,30,25," -",THY,Y,C,"thylakoid lumen 18.3 kDa protein, SP:Q9ZVL6 | chr1:20443101-20444826 FORWARD | Ali","35.2 not assigned.unknown",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,1,31.13,8.81,285,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(Leaf); "," -"
AT4G03280.1,AT4G03280,6.34672440492397,0,93.653275595076,84,3,0,46,35," -",THY,Y,C,"cytochrome B6-F complex iron-sulfur subunit, chloroplast / Rieske iron-sulfur prot","1.1.3 PS.lightreaction.cytochrome b6/f",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & cytochrome b6f complex",C,THY,mb/lumen,1,24.36,8.8,229,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 15060130(Plasma Membrane proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15815986(Silique); 15734904(S-nitrosylated suspension"," -"
AT1G06680.1,AT1G06680,4.25946532677455,9.65877492643246,86.081759746793,325,4,29,84,208,THY," -",Y,C,"photosystem II oxygen-evolving complex 23 (OEC23), JBC 14:211-238 (2002); identica","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae) & thylakoid (sensu Viridiplantae) & extrinsic to membrane",C,THY,mb/lumen,0,28.09,6.9,263,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloro"," -"
AT5G64040.1,AT5G64040,4.54971288601626,0,95.4502871139837,224,5,0,109,110,THY," -",Y,C,"photosystem I reaction center subunit PSI-N, chloroplast, putative / PSI-N, putati","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae) & photosystem I",C,THY,mb/lumen,0,18.42,9.11,171,"15028209(Total chloroplast); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); "," -"
AT4G05180.1,AT4G05180,4.49800770482111,8.20665055289994,87.2953417422789,334,6,35,121,172,THY," -",Y,C,"oxygen-evolving enhancer protein 3, chloroplast, putative (PSBQ2), identical to SP","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,24.64,9.72,230,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(Silique); 15815986(seedling); 15815986(Leaf)"," -"
AT4G02530.1,AT4G02530,31.7303195906891,2.83553723211332,65.4341431771976,41,7,2,15,17," -",THY,Y,C,"chloroplast thylakoid lumen protein, SP:022773 ;TL16_ARATH | chr4:1112146-1114026 ","35.2 not assigned.unknown",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,23.66,8.54,216,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); "," -"
AT4G21280.1,AT4G21280,5.35236432505832,0,94.6476356749417,314,8,0,147,159,THY," -",Y,C,"oxygen-evolving enhancer protein 3, chloroplast, putative (PSBQ1) (PSBQ), identica","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,23.79,9.64,223,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 15815986(Silique); 1581"," -"
AT5G23120.1,AT5G23120,16.8369892682824,0.52661519634743,82.6363955353701,124,10,1,51,62," -",THY,Y,C,"photosystem II stability/assembly factor, chloroplast (HCF136), identical to SP:O8","29.8 protein assembly and cofactor ligation",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae) & chloroplast stromal thylakoid",C,THY,mb/lumen,0,44.1,6.79,403,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 16502469(cell suspensio"," -"
AT3G50820.1,AT3G50820,5.91093649098354,5.26191244099014,88.8271510680263,526,13,37,203,273,THY," -",Y,C,"PSBO-2 | Encodes a protein which is an extrinsic subunit of photosystem II and which has ","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,35.01,5.92,331,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 15815986(Silique); 1581"," -"
AT5G66570.1,AT5G66570,5.51133202983323,6.09074108984481,88.3979268803219,625,15,53,250,307,THY," -",Y,C,"PSBO-1 | Encodes a protein which is an extrinsic subunit of photosystem II and which has ","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,35.14,5.54,332,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 16923014(cold-stress re"," -"
AT3G47070.1,AT3G47070,0,0,100,69,0,0,42,27," -"," -",-,_,"expressed protein | chr3:17348050-17348718 REVERSE | Aliases: F13I12.120","1.1.30 PS.lightreaction.state transition",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,10.53,9.74,100,"12938931(Total chloroplast envelope); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); ","15141064(Plastid  -SUBA); "
AT4G37200.1,AT4G37200,0,0,100,5,0,0,3,2," -"," -",Y,C,"thioredoxin family protein, contains Pfam profile: PF00085 Thioredoxin; identical ","29.8 protein assembly and cofactor ligation",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,28.74,5.26,261,"15028209(Total chloroplast); 15322131(Thylakoid-stripped); "," -"
AT2G45770.1,AT2G45770,34.4747158885517,32.3482583270488,33.1770257843995,10,2,6,2,0," -"," -",Y,C,"signal recognition particle receptor protein, chloroplast (FTSY), similar to Cell ","29.3.3 protein.targeting.chloroplast",thylakoid-peripheral-stromal-side," -",C,THY,mb/stromal-side,0,39.67,7.59,366," -"," -"
AtCg01060,AtCg01060,5.55627940885887,0.8689264824114,93.5747941087297,84,2,1,35,46,THY," -",-,C,"PSAC | Encodes the PsaC subunit of photosystem I. | chrC:117318-117563 REVERSE | Aliases:","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae) & chloroplast stromal thylakoid & photosystem I",C,THY,mb/stromal-side,0,9.03,6.67,81,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G55480.1,AT1G55480,24.7312882895388,3.86763691269164,71.4010747977696,61,8,4,24,25," -"," -",Y,C,"expressed protein | chr1:20717350-20719200 FORWARD | Aliases: T5A14.12, T5A14_12","35.2 not assigned.unknown",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,37.41,8.18,335,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 15322131(Thylakoid-stripped); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AtCg00470,AtCg00470,20.6323325741634,2.15107734851319,77.2165900773234,98,9,3,35,51," -"," -",-,C,"ATPE | ATPase epsilon subunit | chrC:52265-52663 REVERSE | Aliases: ATPE","1.1.4 PS.lightreaction.ATP synthase",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae) & hydrogen-translocating F-type ATPase complex",C,THY,mb/stromal-side,0,14.49,5.83,132,"14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT2G20260.1,AT2G20260,20.884700267079,2.37533301483009,76.7399667180909,125,11,4,42,68,THY," -",Y,C,"photosystem I reaction center subunit IV, chloroplast, putative / PSI-E, putative ","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,15.18,9.94,145,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15815986(Leaf); 15276459(epidermis); "," -"
AT4G09650.1,AT4G09650,20.333829741248,4.40298587370417,75.2631843850479,175,13,9,50,103," -"," -",Y,C,"ATP synthase delta chain, chloroplast, putative / H(+)-transporting two-sector ATP","1.1.4 PS.lightreaction.ATP synthase",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,25.66,9.04,234,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16923014(cold-stress responsive chloroplast); 15815"," -"
AT1G20020.1,AT1G20020,10.7392066401199,56.8779072519121,32.382886107968,498,15,254,47,182," -"," -",Y,C,"ferredoxin--NADP(+) reductase, putative / adrenodoxin reductase, putative, strong ","1.1.7 PS.lightreaction.ferredoxin reductase",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae) & chloroplast stroma",C,THY,mb/stromal-side,0,41.16,8.5,369,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT5G66190.1,AT5G66190,10.3282554988086,51.901714999617,37.7700295015744,523,15,241,57,210," -"," -",Y,C,"ferredoxin--NADP(+) reductase, putative / adrenodoxin reductase, putative, strong ","1.1.7 PS.lightreaction.ferredoxin reductase",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae) & chloroplast stroma",C,THY,mb/stromal-side,0,40.32,8.31,360,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 11719511(Thylakoid lumen proteome); 12766230(Total chloroplast envelope); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 1532213"," -"
AT4G28750.1,AT4G28750,23.2889013090068,1.32438807957431,75.3867106114188,225,22,4,74,125,THY," -",Y,C,"photosystem I reaction center subunit IV, chloroplast, putative / PSI-E, putative ","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,14.96,9.92,143,"15028209(Total chloroplast); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT4G04640.1,AT4G04640,16.7893769311415,1.98696328878443,81.223659780074,588,37,14,186,351," -"," -",Y,C,"ATP synthase gamma chain 1, chloroplast (ATPC1), identical to SP:Q01908 ATP syntha","1.1.4 PS.lightreaction.ATP synthase",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae) & chloroplast ATP synthase complex & chloroplast",C,THY,mb/stromal-side,0,40.91,8.13,373,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(Silique); 15815986(seedling); 15815986(Lea"," -"
AT1G03130.1,AT1G03130,21.0244684029029,0.17304951208875,78.8024820850084,401,38,1,148,214,THY," -",Y,C,"photosystem I reaction center subunit II, chloroplast, putative / photosystem I 20","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,22.3,9.78,204,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT4G02770.1,AT4G02770,21.5247621857329,0.16420389603255,78.3110339182346,422,41,1,155,225,THY," -",Y,C,"photosystem I reaction center subunit II, chloroplast, putative / photosystem I 20","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/stromal-side,0,22.59,9.78,208,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AtCg00120,AtCg00120,17.6014041089714,9.66115667998901,72.7374392110395,1599,102,179,438,880," -"," -",-,C,"ATPA | ATPase alpha subunit | chrC:9938-11461 REVERSE | Aliases: ATPA","1.1.4 PS.lightreaction.ATP synthase",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae) & chloroplast ATP synthase complex",C,THY,mb/stromal-side,0,55.32,5.18,507,"11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16923014(cold-stress responsive chloroplast); 11402211,12068122,15047896,16679420,","10737809(Nucleus  -SUBA); "
AtCg00480,AtCg00480,15.2888635899003,9.5233558596958,75.1877805504039,2300,118,235,603,1344," -"," -",-,C,"ATPB | chloroplast-encoded gene for beta subunit of ATP synthase | chrC:52660-54156 REVER","1.1.4 PS.lightreaction.ATP synthase",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae) & proton-transporting ATP synthase, catalytic core (sensu Eukaryota)",C,THY,mb/stromal-side,0,53.93,5.38,498,"11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 16287169(Cell Wall proteome); 16923014(cold-stress r"," -"
AT1G08520.1,AT1G08520,0,16.883402410516,83.116597589484,15,0,5,8,2," -"," -",Y,C,"PDE166 | magnesium-chelatase subunit chlD, chloroplast, putative / Mg-protoporphyrin IX c","19.1 tetrapyrrole synthesis.magnesium chelatase",plastid,"magnesium chelatase complex",C,unknown,N/A,0,83.28,5.26,760," -"," -"
AT1G60000.1,AT1G60000,0,100,0,5,0,3,0,2," -"," -",Y,C,"29 kDa ribonucleoprotein, chloroplast, putative / RNA-binding protein cp29, putati","27.4 RNA.RNA binding"," -"," -",C,unknown,N/A,0,28.49,5.35,258," -"," -"
AT1G67280.1,AT1G67280,0,100,0,81,0,66,0,15,STR," -",Y,C,"lactoylglutathione lyase, putative / glyoxalase I, putative, similar to putative l","13.2.3.2 amino acid metabolism.degradation.aspartate family.threonine; 24.2  Biodegradation of Xenobiotics.lactoylglutathione lyase","plastid stroma; thylakoid-peripheral-stromal-side"," -",C,unknown,N/A,0,39.16,6.96,350,"11719511(Thylakoid lumen proteome); 16207701(chloroplast stroma); 16923014(cold-stress responsive chloroplast); 15815986(seedling); "," -"
AT3G02730.1,AT3G02730,0,45.5257964331938,54.4742035668062,25,0,18,7,0," -"," -",Y,C,"thioredoxin, putative, similar to SP:P29450 Thioredoxin F-type, chloroplast precur","21.1 redox.thioredoxin","plastid stroma; thylakoid-peripheral-stromal-side"," -",C,unknown,N/A,0,19.32,9.12,178,"16207701(chloroplast stroma); 15815986(Silique); ","12707279(Plastid  -SUBA); "
AT5G06130.1,AT5G06130,0,0,100,1,0,0,1,0," -"," -",-,_,"chaperone protein dnaJ-related, similar to unknown protein (pir::T00468); contains","26.29* misc. DnaJ domain with unknown function"," -"," -",C,unknown,N/A,2,25.44,8.68,231," -"," -"
AT1G32550.1,AT1G32550,61.5178081077233,38.4821918922767,0,6,2,4,0,0," -"," -",Y,C,"ferredoxin family protein, similar to ferredoxin from Synechocystis sp. (GI:48019)","26.3 misc. other Ferredoxins and Rieske domain"," -"," -",C,unknown,N/A,0,20.37,5.57,181," -"," -"
AT3G53460.1,AT3G53460,6.49545026731995,37.246000850904,56.2585488817761,125,3,55,27,40," -",STR,Y,C,"29 kDa ribonucleoprotein, chloroplast / RNA-binding protein cp 29, nearly identica","27.4 RNA.RNA binding","plastid stroma",chloroplast,C,unknown,N/A,0,36,5.24,342,"11826309(thylakoid peripheral&lumen); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
