UniProt Accession for Protein Group,UniProt Protein Description,Peptides,PSMs,Protein Coverage (%),Normalized TMT 10-plex reporter ion distribution,,,,,,,,,
Q924S7,"Sprouty-related, EVH1 domain-containing protein 2 OS=Mus musculus GN=Spred2 PE=1 SV=1 [SPRE2_MOUSE]",5,5,15.6,0.025,0.086,0.084,0.090,0.234,0.251,0.129,0.076,0.026,0.000
Q925E7,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Mus musculus GN=Ppp2r2d PE=2 SV=1 [2ABD_MOUSE],5,5,16.1,0.452,0.002,0.033,0.000,0.026,0.063,0.082,0.159,0.178,0.004
Q99JP6,Homer protein homolog 3 OS=Mus musculus GN=Homer3 PE=1 SV=2 [HOME3_MOUSE],5,5,16.6,0.139,0.034,0.019,0.012,0.103,0.126,0.097,0.116,0.299,0.055
Q99JX1,Transcription initiation factor TFIID subunit 11 OS=Mus musculus GN=Taf11 PE=2 SV=1 [TAF11_MOUSE],5,5,20.4,0.125,0.000,0.005,0.000,0.005,0.027,0.079,0.297,0.452,0.011
Q99JX3-2,Isoform 2 of Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 [GORS2_MOUSE],5,5,20.0,0.788,0.000,0.050,0.000,0.016,0.044,0.031,0.036,0.033,0.002
Q99KX1,Myeloid leukemia factor 2 OS=Mus musculus GN=Mlf2 PE=1 SV=1 [MLF2_MOUSE],5,5,34.8,0.338,0.000,0.025,0.010,0.050,0.068,0.067,0.112,0.324,0.008
Q99LI9,Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Mus musculus GN=Clp1 PE=1 SV=1 [CLP1_MOUSE],5,5,13.2,0.468,0.000,0.022,0.000,0.012,0.049,0.056,0.079,0.314,0.000
Q99LV7,Phosphatidylinositol-glycan biosynthesis class X protein OS=Mus musculus GN=Pigx PE=2 SV=2 [PIGX_MOUSE],5,5,35.4,0.008,0.000,0.000,0.003,0.062,0.278,0.357,0.167,0.121,0.005
Q99LX5,Multiple myeloma tumor-associated protein 2 homolog OS=Mus musculus GN=Mmtag2 PE=2 SV=1 [MMTA2_MOUSE],5,5,25.0,0.233,0.000,0.012,0.000,0.012,0.049,0.075,0.094,0.516,0.010
Q99MP8-2,Isoform 2 of BRCA1-associated protein OS=Mus musculus GN=Brap [BRAP_MOUSE],5,5,13.4,0.315,0.000,0.023,0.000,0.025,0.050,0.071,0.197,0.309,0.009
Q99N85,"28S ribosomal protein S18a, mitochondrial OS=Mus musculus GN=Mrps18a PE=2 SV=1 [RT18A_MOUSE]",5,5,24.5,0.013,0.000,0.000,0.000,0.076,0.154,0.401,0.218,0.134,0.005
Q99PM9,Uridine-cytidine kinase 2 OS=Mus musculus GN=Uck2 PE=1 SV=1 [UCK2_MOUSE],5,5,26.8,0.706,0.000,0.035,0.002,0.021,0.036,0.042,0.060,0.095,0.004
Q99PN3,Tripartite motif-containing protein 26 OS=Mus musculus GN=Trim26 PE=2 SV=3 [TRI26_MOUSE],5,5,12.8,0.250,0.000,0.009,0.000,0.054,0.122,0.146,0.147,0.272,0.000
Q99PP2,Zinc finger protein 318 (Fragment) OS=Mus musculus GN=Znf318 PE=1 SV=2 [ZN318_MOUSE],5,5,3.8,0.233,0.000,0.020,0.000,0.000,0.041,0.067,0.107,0.483,0.050
Q9CQ01,Ribonuclease T2 OS=Mus musculus GN=Rnaset2 PE=2 SV=1 [RNT2_MOUSE],5,5,18.5,0.048,0.005,0.011,0.023,0.350,0.267,0.158,0.080,0.055,0.003
Q9CQ10,Charged multivesicular body protein 3 OS=Mus musculus GN=Chmp3 PE=1 SV=3 [CHMP3_MOUSE],5,5,18.8,0.471,0.002,0.030,0.002,0.096,0.143,0.099,0.083,0.070,0.004
Q9CQ21,Malignant T-cell-amplified sequence 2 OS=Mus musculus GN=Mcts2 PE=2 SV=1 [MCTS2_MOUSE],5,5,35.4,0.345,0.000,0.025,0.000,0.022,0.061,0.084,0.222,0.234,0.008
Q9CQ71,Replication protein A 14 kDa subunit OS=Mus musculus GN=Rpa3 PE=2 SV=1 [RFA3_MOUSE],5,5,80.2,0.617,0.000,0.040,0.000,0.003,0.030,0.057,0.133,0.120,0.000
Q9CQD4,Charged multivesicular body protein 1b-2 OS=Mus musculus GN=Chmp1b2 PE=2 SV=2 [CH1B2_MOUSE],5,5,19.6,0.133,0.012,0.017,0.009,0.102,0.135,0.141,0.199,0.236,0.017
Q9CQE6,Histone chaperone ASF1A OS=Mus musculus GN=Asf1a PE=2 SV=1 [ASF1A_MOUSE],5,5,44.1,0.587,0.000,0.038,0.000,0.000,0.031,0.044,0.171,0.121,0.008
Q9CQK7,RWD domain-containing protein 1 OS=Mus musculus GN=Rwdd1 PE=1 SV=1 [RWDD1_MOUSE],5,5,11.5,0.802,0.000,0.053,0.001,0.021,0.039,0.028,0.022,0.033,0.000
Q9CQT1,Methylthioribose-1-phosphate isomerase OS=Mus musculus GN=Mri1 PE=2 SV=1 [MTNA_MOUSE],5,5,27.9,0.789,0.000,0.043,0.000,0.014,0.035,0.028,0.047,0.045,0.000
Q9CQZ7,DNA-directed RNA polymerase III subunit RPC10 OS=Mus musculus GN=Polr3k PE=2 SV=1 [RPC10_MOUSE],5,5,73.1,0.323,0.000,0.021,0.006,0.035,0.048,0.058,0.146,0.264,0.098
Q9CR39,WD repeat domain phosphoinositide-interacting protein 3 OS=Mus musculus GN=Wdr45b PE=2 SV=2 [WIPI3_MOUSE],5,5,16.0,0.250,0.000,0.007,0.000,0.021,0.077,0.095,0.146,0.400,0.004
Q9CR46,Spindle and kinetochore-associated protein 2 OS=Mus musculus GN=Ska2 PE=2 SV=1 [SKA2_MOUSE],5,5,34.2,0.450,0.000,0.025,0.000,0.008,0.050,0.068,0.140,0.250,0.009
Q9CRC9,Glucosamine-6-phosphate isomerase 2 OS=Mus musculus GN=Gnpda2 PE=2 SV=1 [GNPI2_MOUSE],5,5,35.1,0.704,0.000,0.038,0.000,0.009,0.067,0.075,0.058,0.049,0.000
Q9CS42,Ribose-phosphate pyrophosphokinase 2 OS=Mus musculus GN=Prps2 PE=1 SV=4 [PRPS2_MOUSE],5,5,20.8,0.653,0.001,0.040,0.000,0.003,0.034,0.037,0.074,0.155,0.003
Q9CS74,Protein SGT1 homolog OS=Mus musculus GN=Ecd PE=1 SV=2 [SGT1_MOUSE],5,5,11.7,0.594,0.000,0.033,0.000,0.015,0.034,0.048,0.068,0.208,0.000
Q9CWR7,Metalloreductase STEAP1 OS=Mus musculus GN=Steap1 PE=1 SV=2 [STEA1_MOUSE],5,5,12.1,0.018,0.000,0.000,0.012,0.100,0.321,0.302,0.145,0.097,0.005
Q9CX30-2,Isoform 2 of Protein YIF1B OS=Mus musculus GN=Yif1b [YIF1B_MOUSE],5,5,43.8,0.019,0.000,0.004,0.007,0.095,0.341,0.275,0.152,0.101,0.006
Q9CXP4,Rho GTPase-activating protein 8 OS=Mus musculus GN=Arhgap8 PE=2 SV=3 [RHG08_MOUSE],5,5,12.2,0.210,0.000,0.018,0.000,0.035,0.075,0.102,0.146,0.407,0.008
Q9CXV9,DCN1-like protein 5 OS=Mus musculus GN=Dcun1d5 PE=2 SV=1 [DCNL5_MOUSE],5,5,21.5,0.260,0.000,0.017,0.001,0.004,0.054,0.097,0.242,0.314,0.011
Q9CY16,"28S ribosomal protein S28, mitochondrial OS=Mus musculus GN=Mrps28 PE=1 SV=1 [RT28_MOUSE]",5,5,41.4,0.002,0.000,0.001,0.005,0.079,0.169,0.400,0.207,0.124,0.013
Q9CYH2,Redox-regulatory protein FAM213A OS=Mus musculus GN=Fam213a PE=1 SV=2 [F213A_MOUSE],5,5,25.2,0.006,0.000,0.000,0.003,0.054,0.326,0.337,0.168,0.099,0.007
Q9CYZ6,Uncharacterized protein C19orf60 homolog OS=Mus musculus PE=2 SV=1 [CS060_MOUSE],5,5,38.5,0.673,0.000,0.045,0.000,0.044,0.042,0.036,0.058,0.100,0.000
Q9CZ83,"39S ribosomal protein L55, mitochondrial OS=Mus musculus GN=Mrpl55 PE=2 SV=1 [RM55_MOUSE]",5,5,43.3,0.070,0.001,0.011,0.005,0.060,0.148,0.370,0.196,0.132,0.008
Q9CZI9-2,Isoform 2 of Apoptosis-enhancing nuclease OS=Mus musculus GN=Aen [AEN_MOUSE],5,5,20.1,0.240,0.002,0.024,0.000,0.004,0.030,0.049,0.098,0.523,0.031
Q9CZX5,PIN2/TERF1-interacting telomerase inhibitor 1 OS=Mus musculus GN=Pinx1 PE=2 SV=2 [PINX1_MOUSE],5,5,20.8,0.230,0.000,0.018,0.000,0.014,0.047,0.057,0.102,0.515,0.017
Q9D0R8,Protein LSM12 homolog OS=Mus musculus GN=Lsm12 PE=1 SV=1 [LSM12_MOUSE],5,5,36.9,0.285,0.001,0.024,0.002,0.025,0.046,0.061,0.066,0.487,0.003
Q9D0R9,WD repeat-containing protein 89 OS=Mus musculus GN=Wdr89 PE=2 SV=1 [WDR89_MOUSE],5,5,18.1,0.359,0.000,0.018,0.000,0.016,0.044,0.069,0.134,0.352,0.008
Q9D0S9,"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Mus musculus GN=Hint2 PE=1 SV=1 [HINT2_MOUSE]",5,5,27.0,0.007,0.000,0.002,0.002,0.051,0.168,0.421,0.214,0.129,0.007
Q9D0W5,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Mus musculus GN=Ppil1 PE=2 SV=1 [PPIL1_MOUSE],5,5,30.1,0.457,0.001,0.025,0.001,0.017,0.025,0.038,0.050,0.381,0.004
Q9D136,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Mus musculus GN=Ogfod3 PE=2 SV=1 [OGFD3_MOUSE],5,5,25.4,0.081,0.005,0.012,0.011,0.059,0.278,0.242,0.179,0.122,0.012
Q9D1H6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Mus musculus GN=Ndufaf4 PE=2 SV=1 [NDUF4_MOUSE],5,5,26.6,0.011,0.000,0.003,0.003,0.033,0.173,0.432,0.199,0.137,0.008
Q9D2D7,Zinc finger protein 687 OS=Mus musculus GN=Znf687 PE=1 SV=1 [ZN687_MOUSE],5,5,9.2,0.176,0.000,0.005,0.000,0.026,0.058,0.108,0.252,0.358,0.018
Q9D3R3,Centrosomal protein of 72 kDa OS=Mus musculus GN=Cep72 PE=2 SV=3 [CEP72_MOUSE],5,5,5.9,0.141,0.000,0.016,0.000,0.019,0.067,0.097,0.199,0.446,0.015
Q9D4V0,Ethanolamine kinase 1 OS=Mus musculus GN=Etnk1 PE=2 SV=2 [EKI1_MOUSE],5,5,16.8,0.501,0.000,0.036,0.000,0.027,0.159,0.145,0.080,0.048,0.003
Q9D4V7,Rab-like protein 3 OS=Mus musculus GN=Rabl3 PE=2 SV=1 [RABL3_MOUSE],5,5,29.7,0.034,0.000,0.000,0.010,0.137,0.313,0.277,0.139,0.084,0.006
Q9D6J5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Mus musculus GN=Ndufb8 PE=1 SV=1 [NDUB8_MOUSE]",5,5,38.2,0.055,0.000,0.003,0.005,0.063,0.143,0.369,0.194,0.158,0.009
Q9D6N5,Dr1-associated corepressor OS=Mus musculus GN=Drap1 PE=2 SV=3 [NC2A_MOUSE],5,5,33.2,0.284,0.000,0.021,0.000,0.007,0.058,0.113,0.312,0.191,0.015
Q9D6Z0,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial OS=Mus musculus GN=Alkbh7 PE=2 SV=1 [ALKB7_MOUSE]",5,5,32.1,0.031,0.000,0.005,0.000,0.054,0.154,0.410,0.218,0.117,0.012
Q9D845,Testis-expressed sequence 9 protein OS=Mus musculus GN=Tex9 PE=2 SV=1 [TEX9_MOUSE],5,5,16.3,0.158,0.000,0.009,0.000,0.033,0.086,0.109,0.165,0.405,0.035
Q9D8L5,Coiled-coil domain-containing protein 91 OS=Mus musculus GN=Ccdc91 PE=2 SV=2 [CCD91_MOUSE],5,5,10.9,0.665,0.006,0.045,0.000,0.039,0.051,0.038,0.053,0.080,0.023
Q9D8T7,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Mus musculus GN=Slirp PE=1 SV=2 [SLIRP_MOUSE]",5,5,52.7,0.005,0.000,0.004,0.003,0.079,0.170,0.401,0.183,0.132,0.023
Q9D945-2,Isoform 2 of Protein LLP homolog OS=Mus musculus GN=Llph [LLPH_MOUSE],5,5,30.2,0.186,0.008,0.019,0.007,0.024,0.033,0.045,0.041,0.552,0.085
Q9DBA6,Peroxisomal leader peptide-processing protease OS=Mus musculus GN=Tysnd1 PE=1 SV=1 [TYSD1_MOUSE],5,5,14.6,0.014,0.000,0.000,0.000,0.055,0.132,0.193,0.355,0.237,0.013
Q9DBP5,UMP-CMP kinase OS=Mus musculus GN=Cmpk1 PE=1 SV=1 [KCY_MOUSE],5,5,29.1,0.789,0.005,0.051,0.001,0.028,0.037,0.041,0.030,0.019,0.000
Q9DBR3,Armadillo repeat-containing protein 8 OS=Mus musculus GN=Armc8 PE=2 SV=2 [ARMC8_MOUSE],5,5,8.9,0.572,0.002,0.039,0.000,0.006,0.046,0.052,0.085,0.194,0.003
Q9DBU3,Serine/threonine-protein kinase RIO3 OS=Mus musculus GN=Riok3 PE=1 SV=3 [RIOK3_MOUSE],5,5,15.6,0.544,0.000,0.033,0.000,0.020,0.046,0.054,0.093,0.203,0.008
Q9DBU6,Serine/Arginine-related protein 53 OS=Mus musculus GN=Rsrc1 PE=1 SV=1 [RSRC1_MOUSE],5,5,16.2,0.157,0.000,0.011,0.008,0.045,0.058,0.096,0.073,0.522,0.029
Q9DBX2,Phosducin-like protein OS=Mus musculus GN=Pdcl PE=1 SV=1 [PHLP_MOUSE],5,5,23.3,0.711,0.005,0.059,0.000,0.034,0.051,0.053,0.048,0.040,0.000
Q9DBY1,E3 ubiquitin-protein ligase synoviolin OS=Mus musculus GN=Syvn1 PE=1 SV=3 [SYVN1_MOUSE],5,5,7.4,0.008,0.000,0.000,0.003,0.043,0.302,0.341,0.181,0.115,0.007
Q9DCA2,"28S ribosomal protein S11, mitochondrial OS=Mus musculus GN=Mrps11 PE=2 SV=2 [RT11_MOUSE]",5,5,39.8,0.001,0.000,0.002,0.003,0.089,0.167,0.406,0.191,0.131,0.010
Q9DCB8,"Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Mus musculus GN=Isca2 PE=2 SV=2 [ISCA2_MOUSE]",5,5,55.8,0.016,0.000,0.005,0.005,0.102,0.151,0.390,0.203,0.122,0.005
Q9DCH6,AN1-type zinc finger protein 6 OS=Mus musculus GN=Zfand6 PE=1 SV=1 [ZFAN6_MOUSE],5,5,30.5,0.554,0.003,0.052,0.003,0.024,0.041,0.048,0.082,0.178,0.015
Q9DCL8,Protein phosphatase inhibitor 2 OS=Mus musculus GN=Ppp1r2 PE=1 SV=3 [IPP2_MOUSE],5,5,32.5,0.826,0.006,0.062,0.006,0.035,0.029,0.019,0.012,0.006,0.000
Q9EP53-3,Isoform 3 of Hamartin OS=Mus musculus GN=Tsc1 [TSC1_MOUSE],5,5,11.4,0.211,0.012,0.016,0.013,0.053,0.076,0.071,0.069,0.466,0.013
Q9EPK2,Protein XRP2 OS=Mus musculus GN=Rp2 PE=1 SV=3 [XRP2_MOUSE],5,5,18.7,0.014,0.000,0.005,0.012,0.170,0.373,0.237,0.123,0.061,0.005
Q9EPV8,Ubiquitin-like protein 5 OS=Mus musculus GN=Ubl5 PE=1 SV=1 [UBL5_MOUSE],5,5,49.3,0.245,0.000,0.019,0.000,0.011,0.026,0.050,0.067,0.575,0.007
Q9ER39,Torsin-1A OS=Mus musculus GN=Tor1a PE=1 SV=1 [TOR1A_MOUSE],5,5,16.8,0.030,0.000,0.002,0.004,0.085,0.347,0.301,0.144,0.084,0.003
Q9ERI6,Retinol dehydrogenase 14 OS=Mus musculus GN=Rdh14 PE=2 SV=1 [RDH14_MOUSE],5,5,21.6,0.103,0.000,0.013,0.000,0.029,0.203,0.290,0.198,0.150,0.013
Q9ERS2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Mus musculus GN=Ndufa13 PE=1 SV=3 [NDUAD_MOUSE],5,5,34.0,0.007,0.000,0.000,0.002,0.025,0.190,0.394,0.213,0.158,0.011
Q9ESP1,Stromal cell-derived factor 2-like protein 1 OS=Mus musculus GN=Sdf2l1 PE=2 SV=2 [SDF2L_MOUSE],5,5,27.6,0.012,0.005,0.000,0.016,0.161,0.294,0.274,0.133,0.098,0.007
Q9JHC9-3,Isoform 2 of ETS-related transcription factor Elf-2 OS=Mus musculus GN=Elf2 [ELF2_MOUSE],5,5,15.4,0.091,0.000,0.007,0.000,0.035,0.105,0.160,0.319,0.242,0.042
Q9JIQ3,"Diablo homolog, mitochondrial OS=Mus musculus GN=Diablo PE=1 SV=2 [DBLOH_MOUSE]",5,5,35.4,0.024,0.006,0.007,0.008,0.078,0.171,0.410,0.182,0.104,0.009
Q9JIX0,Transcription and mRNA export factor ENY2 OS=Mus musculus GN=Eny2 PE=2 SV=1 [ENY2_MOUSE],5,5,39.6,0.385,0.003,0.025,0.001,0.012,0.051,0.078,0.120,0.314,0.012
Q9JJ89,Coiled-coil domain-containing protein 86 OS=Mus musculus GN=Ccdc86 PE=1 SV=2 [CCD86_MOUSE],5,5,16.2,0.189,0.000,0.014,0.000,0.011,0.024,0.042,0.076,0.634,0.010
Q9JK83,Partitioning defective 6 homolog beta OS=Mus musculus GN=Pard6b PE=1 SV=2 [PAR6B_MOUSE],5,5,18.6,0.190,0.003,0.010,0.015,0.169,0.238,0.150,0.103,0.121,0.000
Q9JL56,Glycerophosphodiester phosphodiesterase 1 OS=Mus musculus GN=Gde1 PE=2 SV=1 [GDE1_MOUSE],5,5,17.2,0.048,0.000,0.002,0.003,0.071,0.259,0.332,0.165,0.114,0.006
Q9JM14,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus GN=Nt5c PE=1 SV=1 [NT5C_MOUSE]",5,5,43.0,0.814,0.008,0.052,0.002,0.036,0.035,0.027,0.014,0.012,0.000
Q9QX47-3,Isoform 3 of Protein SON OS=Mus musculus GN=Son [SON_MOUSE],5,5,2.5,0.097,0.000,0.003,0.000,0.023,0.039,0.068,0.110,0.618,0.042
Q9QXA5,U6 snRNA-associated Sm-like protein LSm4 OS=Mus musculus GN=Lsm4 PE=2 SV=1 [LSM4_MOUSE],5,5,42.3,0.391,0.000,0.021,0.000,0.009,0.017,0.043,0.047,0.462,0.010
Q9QYR6,Microtubule-associated protein 1A OS=Mus musculus GN=Map1a PE=1 SV=2 [MAP1A_MOUSE],5,5,3.5,0.359,0.000,0.029,0.000,0.020,0.102,0.102,0.223,0.165,0.000
Q9QZ49,UBX domain-containing protein 8 OS=Mus musculus GN=Ubxn8 PE=1 SV=1 [UBXN8_MOUSE],5,5,27.4,0.000,0.000,0.005,0.018,0.201,0.303,0.253,0.139,0.080,0.000
Q9QZR0,E3 ubiquitin-protein ligase RNF25 OS=Mus musculus GN=Rnf25 PE=1 SV=2 [RNF25_MOUSE],5,5,14.7,0.530,0.000,0.036,0.000,0.021,0.042,0.044,0.109,0.218,0.000
Q9R0P6,Signal peptidase complex catalytic subunit SEC11A OS=Mus musculus GN=Sec11a PE=2 SV=1 [SC11A_MOUSE],5,5,20.7,0.017,0.000,0.000,0.004,0.049,0.316,0.337,0.164,0.107,0.006
Q9R0Q9,Mannose-P-dolichol utilization defect 1 protein OS=Mus musculus GN=Mpdu1 PE=2 SV=1 [MPU1_MOUSE],5,5,23.5,0.002,0.000,0.000,0.004,0.019,0.290,0.393,0.175,0.113,0.005
Q9R0X0,Mediator of RNA polymerase II transcription subunit 20 OS=Mus musculus GN=Med20 PE=1 SV=1 [MED20_MOUSE],5,5,29.2,0.212,0.000,0.018,0.000,0.027,0.032,0.050,0.063,0.599,0.000
Q9R233-2,Isoform Short of Tapasin OS=Mus musculus GN=Tapbp [TPSN_MOUSE],5,5,12.9,0.015,0.000,0.000,0.007,0.104,0.324,0.287,0.153,0.104,0.006
Q9WTQ8,Mitochondrial import inner membrane translocase subunit Tim23 OS=Mus musculus GN=Timm23 PE=2 SV=1 [TIM23_MOUSE],5,5,48.3,0.005,0.000,0.000,0.002,0.044,0.173,0.402,0.216,0.149,0.009
Q9WU28,Prefoldin subunit 5 OS=Mus musculus GN=Pfdn5 PE=1 SV=1 [PFD5_MOUSE],5,5,42.9,0.859,0.000,0.056,0.000,0.006,0.028,0.020,0.015,0.016,0.000
Q9WUJ8,Origin recognition complex subunit 6 OS=Mus musculus GN=Orc6 PE=1 SV=1 [ORC6_MOUSE],5,5,28.2,0.146,0.000,0.013,0.003,0.017,0.063,0.125,0.297,0.321,0.015
Q9WV80,Sorting nexin-1 OS=Mus musculus GN=Snx1 PE=1 SV=1 [SNX1_MOUSE],5,5,14.0,0.472,0.000,0.017,0.003,0.090,0.101,0.082,0.100,0.131,0.004
Q9Z0G0,PDZ domain-containing protein GIPC1 OS=Mus musculus GN=Gipc1 PE=1 SV=1 [GIPC1_MOUSE],5,5,31.8,0.524,0.011,0.030,0.000,0.080,0.168,0.081,0.051,0.056,0.000
Q9Z0R9,Fatty acid desaturase 2 OS=Mus musculus GN=Fads2 PE=2 SV=1 [FADS2_MOUSE],5,5,16.0,0.004,0.000,0.001,0.006,0.125,0.307,0.305,0.155,0.090,0.007
Q9Z1B5,Mitotic spindle assembly checkpoint protein MAD2A OS=Mus musculus GN=Mad2l1 PE=1 SV=2 [MD2L1_MOUSE],5,5,37.1,0.699,0.000,0.039,0.000,0.007,0.034,0.039,0.065,0.115,0.002
Q9Z222,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 OS=Mus musculus GN=B3gnt2 PE=1 SV=3 [B3GN2_MOUSE]",5,5,11.1,0.041,0.000,0.005,0.006,0.107,0.309,0.309,0.122,0.098,0.003
Q9Z2A7,Diacylglycerol O-acyltransferase 1 OS=Mus musculus GN=Dgat1 PE=1 SV=1 [DGAT1_MOUSE],5,5,16.3,0.032,0.003,0.004,0.008,0.041,0.306,0.303,0.150,0.141,0.011
Q9Z2M7,Phosphomannomutase 2 OS=Mus musculus GN=Pmm2 PE=1 SV=1 [PMM2_MOUSE],5,5,18.6,0.830,0.000,0.046,0.000,0.019,0.037,0.023,0.023,0.023,0.000
P26350,Prothymosin alpha OS=Mus musculus GN=Ptma PE=1 SV=2 [PTMA_MOUSE],4,15,35.1,0.879,0.001,0.057,0.000,0.008,0.021,0.020,0.010,0.004,0.000
P52480,Pyruvate kinase PKM OS=Mus musculus GN=Pkm PE=1 SV=4 [KPYM_MOUSE],4,15,9.4,0.597,0.000,0.042,0.000,0.014,0.035,0.052,0.095,0.165,0.000
P63028,Translationally-controlled tumor protein OS=Mus musculus GN=Tpt1 PE=1 SV=1 [TCTP_MOUSE],4,13,51.7,0.744,0.005,0.060,0.000,0.037,0.037,0.032,0.029,0.054,0.002
Q9EQU5,Protein SET OS=Mus musculus GN=Set PE=1 SV=1 [SET_MOUSE],4,9,13.5,0.750,0.005,0.054,0.003,0.022,0.023,0.031,0.042,0.063,0.008
P61514,60S ribosomal protein L37a OS=Mus musculus GN=Rpl37a PE=2 SV=2 [RL37A_MOUSE],4,8,50.0,0.160,0.000,0.012,0.001,0.032,0.079,0.111,0.073,0.526,0.007
P62855,40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=2 SV=3 [RS26_MOUSE],4,8,37.4,0.334,0.000,0.023,0.000,0.022,0.063,0.070,0.052,0.433,0.002
Q78IK2,Up-regulated during skeletal muscle growth protein 5 OS=Mus musculus GN=Usmg5 PE=1 SV=1 [USMG5_MOUSE],4,7,44.8,0.015,0.000,0.003,0.005,0.061,0.148,0.378,0.203,0.177,0.009
O35682,Myeloid-associated differentiation marker OS=Mus musculus GN=Myadm PE=2 SV=2 [MYADM_MOUSE],4,6,13.4,0.011,0.000,0.007,0.009,0.114,0.395,0.253,0.118,0.091,0.002
P02802,Metallothionein-1 OS=Mus musculus GN=Mt1 PE=1 SV=1 [MT1_MOUSE],4,6,85.2,0.407,0.016,0.042,0.022,0.048,0.059,0.062,0.140,0.194,0.010
P12787,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus GN=Cox5a PE=1 SV=2 [COX5A_MOUSE]",4,6,28.1,0.001,0.006,0.004,0.008,0.045,0.144,0.391,0.229,0.155,0.016
P58059,"28S ribosomal protein S21, mitochondrial OS=Mus musculus GN=Mrps21 PE=2 SV=1 [RT21_MOUSE]",4,6,48.3,0.001,0.000,0.002,0.000,0.079,0.155,0.427,0.207,0.123,0.005
P61971,Nuclear transport factor 2 OS=Mus musculus GN=Nutf2 PE=2 SV=1 [NTF2_MOUSE],4,6,52.8,0.871,0.004,0.051,0.001,0.022,0.020,0.013,0.011,0.008,0.000
P62627,Dynein light chain roadblock-type 1 OS=Mus musculus GN=Dynlrb1 PE=1 SV=3 [DLRB1_MOUSE],4,6,72.9,0.073,0.000,0.002,0.000,0.018,0.068,0.114,0.326,0.383,0.016
P62774,Myotrophin OS=Mus musculus GN=Mtpn PE=1 SV=2 [MTPN_MOUSE],4,6,39.0,0.871,0.003,0.050,0.000,0.006,0.025,0.017,0.017,0.012,0.000
Q8C196,"Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Mus musculus GN=Cps1 PE=1 SV=2 [CPSM_MOUSE]",4,6,2.0,0.339,0.000,0.023,0.000,0.019,0.046,0.052,0.054,0.464,0.003
Q8K003,Translation machinery-associated protein 7 OS=Mus musculus GN=Tma7 PE=2 SV=1 [TMA7_MOUSE],4,6,32.8,0.164,0.001,0.018,0.005,0.022,0.078,0.131,0.269,0.297,0.015
Q91VM5,"RNA binding motif protein, X-linked-like-1 OS=Mus musculus GN=Rbmxl1 PE=1 SV=1 [RMXL1_MOUSE]",4,6,9.3,0.143,0.000,0.009,0.000,0.010,0.047,0.057,0.069,0.634,0.032
Q99L28,Probable ribosome biogenesis protein RLP24 OS=Mus musculus GN=Rsl24d1 PE=2 SV=1 [RLP24_MOUSE],4,6,31.3,0.143,0.000,0.009,0.000,0.011,0.024,0.039,0.072,0.689,0.013
Q9CPT4,UPF0556 protein C19orf10 homolog OS=Mus musculus GN=D17Wsu104e PE=2 SV=1 [CS010_MOUSE],4,6,21.7,0.104,0.000,0.003,0.003,0.049,0.291,0.340,0.150,0.057,0.003
Q9CQS8,Protein transport protein Sec61 subunit beta OS=Mus musculus GN=Sec61b PE=1 SV=3 [SC61B_MOUSE],4,6,46.9,0.002,0.002,0.009,0.008,0.063,0.330,0.299,0.159,0.120,0.008
Q9EST5,Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus GN=Anp32b PE=1 SV=1 [AN32B_MOUSE],4,6,29.8,0.736,0.002,0.052,0.000,0.013,0.035,0.045,0.064,0.051,0.003
Q9JIW9,Ras-related protein Ral-B OS=Mus musculus GN=Ralb PE=2 SV=1 [RALB_MOUSE],4,6,16.0,0.024,0.034,0.029,0.049,0.244,0.309,0.170,0.087,0.050,0.004
A2AJ88-2,Isoform 2 of Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus GN=Pnpla7 [PLPL7_MOUSE],4,5,6.3,0.056,0.000,0.000,0.000,0.116,0.304,0.279,0.174,0.072,0.000
O35566,CD151 antigen OS=Mus musculus GN=Cd151 PE=2 SV=2 [CD151_MOUSE],4,5,12.6,0.011,0.008,0.005,0.016,0.084,0.369,0.277,0.153,0.072,0.005
