Majority protein IDs,Protein names,Gene names,Organellar Markers,Ratio H/L R1_C2_03,Ratio H/L R1_C2_06,Ratio H/L R1_C2_12,Ratio H/L R1_C2_24,Ratio H/L R1_C2_80,Ratio H/L R1_C6_03,Ratio H/L R1_C6_06,Ratio H/L R1_C6_12,Ratio H/L R1_C6_24,Ratio H/L R1_C6_80,Ratio H/L R1_Con_03,Ratio H/L R1_Con_06,Ratio H/L R1_Con_12,Ratio H/L R1_Con_24,Ratio H/L R1_Con_80,Ratio H/L R2_C2_03,Ratio H/L R2_C2_06,Ratio H/L R2_C2_12,Ratio H/L R2_C2_24,Ratio H/L R2_C2_80,Ratio H/L R2_C6_03,Ratio H/L R2_C6_06,Ratio H/L R2_C6_12,Ratio H/L R2_C6_24,Ratio H/L R2_C6_80,Ratio H/L R2_Con_03,Ratio H/L R2_Con_06,Ratio H/L R2_Con_12,Ratio H/L R2_Con_24,Ratio H/L R2_Con_80,Ratio H/L R3_C2_03,Ratio H/L R3_C2_06,Ratio H/L R3_C2_12,Ratio H/L R3_C2_24,Ratio H/L R3_C2_80,Ratio H/L R3_C6_03,Ratio H/L R3_C6_06,Ratio H/L R3_C6_12,Ratio H/L R3_C6_24,Ratio H/L R3_C6_80,Ratio H/L R3_Con_03,Ratio H/L R3_Con_06,Ratio H/L R3_Con_12,Ratio H/L R3_Con_24,Ratio H/L R3_Con_80
Q9BXK5;Q9BXK5-2,Bcl-2-like protein 13,BCL2L13,,0.4182,0.80845,5.9996,9.9063,14.771,0.38979,0.76556,6.5585,10.112,12.194,0.35148,0.76104,10.073,12.414,6.0494,0.41125,0.65265,6.1285,9.4633,12.097,0.39049,0.52478,4.7285,4.1402,17.829,0.45034,0.60189,4.63,5.8298,16.89,0.4052,0.72205,5.6065,11.865,5.9477,0.39688,0.74134,4.0824,7.6408,12.028,0.35656,0.63505,5.2852,24.563,8.3151
Q9NYF8;Q9NYF8-2;Q9NYF8-4,Bcl-2-associated transcription factor 1,BCLAF1,,1.0448,2.3632,0.74874,0.50568,0.31883,1.6912,1.9349,0.85481,0.57666,0.34813,2.0617,2.3775,1.0137,0.60536,0.45462,2.0575,2.0215,0.76958,0.42749,0.35529,2.3182,2.0435,0.84695,0.68856,0.49745,1.2857,1.8389,0.62438,0.43533,0.26369,1.7088,1.373,0.58879,0.33186,0.24145,1.4372,1.7997,0.65938,0.52189,0.30431,1.5104,1.9165,0.52841,0.36847,0.22718
O00499;O00499-2;O00499-9;O00499-7;O00499-4;O00499-6;O00499-3;O00499-5;O00499-10;O00499-8;O00499-11,Myc box-dependent-interacting protein 1,BIN1,,0.95234,1.173,0.64322,0.56212,0.49842,0.83771,0.96036,0.70475,0.52379,0.5398,0.59719,1.1431,0.56266,0.477,0.68919,0.79518,0.90762,0.61901,0.52296,0.44767,0.83777,0.83642,0.58416,0.5515,0.51319,0.71255,0.84351,0.45153,0.48671,0.42651,0.81719,0.67787,0.63949,0.56371,0.54899,0.9508,1.0931,0.70187,0.71292,0.56236,0.82467,1.1265,0.90191,0.67461,0.46132
Q13867,Bleomycin hydrolase,BLMH,,0.8962,0.39889,0.3144,0.54586,1.078,1.1078,0.45296,0.43585,0.67657,1.2682,0.82621,0.46669,0.38155,0.53834,1.2089,1.1445,0.55522,0.36298,0.40898,0.83181,1.4589,0.44332,0.37744,0.60628,0.97388,0.93986,0.39564,0.28237,0.50897,0.99427,0.88184,0.3818,0.29007,0.42423,1.0187,0.67814,0.36674,0.40163,0.79277,1.0389,0.69069,0.44519,0.40996,0.60547,1.3071
Q8TDN6,Ribosome biogenesis protein BRX1 homolog,BRIX1,,2.5382,2.7567,1.0725,0.75873,0.40298,2.4434,2.4911,0.93406,0.69947,0.34499,2.9675,3.1386,1.1753,0.83863,0.44174,3.4907,3.2313,0.86566,0.62548,0.35805,4.034,3.8358,1.145,0.95647,0.56075,2.6612,2.6756,0.70729,0.58959,0.3087,2.4351,2.3772,0.54796,0.36087,0.23872,2.3606,2.5404,0.75927,0.55255,0.30121,2.3203,2.7541,0.81086,0.50836,0.29161
Q10589;Q10589-2,Bone marrow stromal antigen 2,BST2,,0.96868,0.91635,0.82081,0.91732,0.99639,1.1051,0.88205,0.72094,0.96067,0.91908,1.0487,1.0256,0.78271,0.84925,0.98058,0.95098,0.73144,0.5927,0.78988,0.84812,0.83881,0.70599,0.54074,0.81877,0.85193,1.0548,0.81084,0.5426,0.70575,0.93792,0.85197,0.7264,0.58745,0.76968,0.94353,0.97574,0.74533,0.5689,0.94921,0.86924,0.85336,0.72307,0.56338,0.75008,0.90144
P20290;P20290-2,Transcription factor BTF3,BTF3,,3.3217,1.8582,0.54757,0.40772,0.52747,3.0378,1.8211,0.52523,0.38132,0.53526,2.8626,1.9142,0.54675,0.40443,0.57006,3.043,1.8383,0.46991,0.31257,0.39402,2.6671,1.6879,0.38644,0.31631,0.37451,2.684,1.7731,0.39497,0.2815,0.38506,3.43,2.8377,0.7388,0.44889,0.61244,3.3641,2.7356,0.76078,0.61138,0.61893,3.7137,3.023,0.83047,0.54195,0.65353
Q96K17;Q96K17-2,Transcription factor BTF3 homolog 4,BTF3L4,,2.1548,1.2738,0.47158,0.36103,0.55653,1.8391,1.3624,0.49936,0.33768,0.54362,1.9341,1.4729,0.49555,0.36549,0.56564,2.0806,1.3843,0.43982,0.32061,0.42765,1.5859,1.2985,0.37447,0.33269,0.34462,1.8047,1.2905,0.34575,0.23855,0.38431,2.4569,2.4698,0.77071,0.53257,0.70529,2.5199,2.352,0.84486,0.71879,0.72374,3.2286,2.7138,0.90944,0.65823,0.78738
O43684;O43684-2,Mitotic checkpoint protein BUB3,BUB3,,2.3531,1.9199,0.68079,0.48826,0.47797,1.888,1.5163,0.59727,0.47145,0.4579,2.1261,2.0763,0.74433,0.54923,0.54669,2.4287,1.7737,0.66405,0.443,0.4191,2.7595,1.8443,0.75565,0.60232,0.6035,2.4518,1.7382,0.54017,0.38037,0.39949,1.9398,1.6808,0.59928,0.36332,0.36109,1.961,1.6197,0.59772,0.49912,0.38647,2.2036,1.9481,0.74839,0.50288,0.48297
P41223;P41223-2,Protein BUD31 homolog,BUD31,,2.0407,1.621,0.70806,0.47107,0.45221,1.8084,1.5019,0.65829,0.49296,0.4467,2.1258,1.7563,0.73814,0.50664,0.49478,2.0956,1.9093,0.65491,0.44975,0.39019,2.2703,2.2325,0.65816,0.58207,0.50607,2.0675,1.5539,0.55527,0.39673,0.36576,1.973,1.4744,0.63822,0.41267,0.34015,1.5823,1.3662,0.58462,0.54602,0.39162,2.4309,1.7936,0.78765,0.56131,0.4724
Q13895,Bystin,BYSL,,1.9177,1.9675,0.84536,0.80057,0.36019,1.6704,1.8178,0.98676,0.7513,0.28441,1.9765,2.4836,1.1145,0.86867,0.34795,1.7855,1.9488,0.96214,0.6723,0.26356,1.594,1.7931,1.0667,1.0111,0.39201,1.8137,1.814,0.81379,0.65554,0.29719,1.7879,2.1506,0.98758,0.78491,0.31015,1.6192,2.3078,0.99691,0.88305,0.32841,2.1446,2.2404,1.295,0.98014,0.35317
Q7L1Q6;Q7L1Q6-4;Q7L1Q6-3;Q7L1Q6-2,Basic leucine zipper and W2 domain-containing protein 1,BZW1,,2.8627,2.1123,0.7339,0.48714,0.43326,2.6869,2.19,0.74548,0.47743,0.42212,2.7364,2.2882,0.75069,0.51919,0.46314,2.566,2.0797,0.66455,0.41085,0.33744,2.5643,1.8294,0.57237,0.40975,0.34022,2.5964,1.9132,0.58494,0.39651,0.34726,2.6914,2.3823,0.83567,0.49845,0.44749,2.921,2.3653,0.88317,0.60846,0.43269,3.0564,2.6969,0.94725,0.60055,0.49409
Q9Y6E2;Q9Y6E2-2,Basic leucine zipper and W2 domain-containing protein 2,BZW2,,2.5848,2.0691,0.72025,0.48309,0.4182,2.53,2.006,0.72946,0.48396,0.43625,2.317,2.1799,0.72234,0.51069,0.46763,2.5211,1.8685,0.64097,0.41866,0.33961,2.3374,1.8312,0.55104,0.42709,0.34114,2.4355,1.7523,0.57808,0.39537,0.33822,2.7086,2.0552,0.82743,0.49144,0.44561,2.6659,2.3405,0.83616,0.62512,0.44032,2.6173,2.3965,0.87478,0.57298,0.50743
Q9Y224,UPF0568 protein C14orf166,C14orf166,,3.6406,2.1677,0.69634,0.46716,0.48454,3.3868,2.0337,0.65699,0.44721,0.46887,3.5519,2.3912,0.73568,0.50369,0.52461,4.0105,2.2047,0.59815,0.38028,0.36048,3.5094,2.2058,0.56113,0.42243,0.39849,3.6098,2.0921,0.53608,0.36295,0.38651,3.9176,2.8885,0.76268,0.4225,0.44626,3.9946,2.7368,0.80913,0.57399,0.47145,4.8468,3.1312,0.85566,0.53272,0.53917
Q9HAS0,Protein Njmu-R1,C17orf75,,1.7333,1.7718,0.9124,0.58031,0.39413,1.6461,1.7133,0.94299,0.59497,0.37793,1.4404,1.9821,0.96366,0.57991,0.42139,1.7075,1.5397,0.87707,0.51268,0.36195,1.5187,1.3726,0.73415,0.52268,0.36036,2.0125,1.5687,0.72757,0.48095,0.33909,1.7102,1.5822,0.89077,0.53653,0.37082,1.9108,1.4501,1.0233,0.87819,0.43835,2.2098,1.725,0.99135,0.672,0.54099
Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,,0.41562,0.76541,5.0436,14.659,14.701,0.36939,0.73612,8.741,14.484,15.927,0.3636,0.76627,9.3462,15.081,16.001,0.45569,0.67777,7.1147,13.858,15.078,0.38795,0.58521,7.285,14.529,15.03,0.46202,0.57897,7.4867,15.127,15.999,0.39424,0.64534,5.8803,15.034,16.158,0.41144,0.64287,5.7875,14.769,16.344,0.35944,0.59369,6.7084,14.39,16.883
P30042;P30042-2,"ES1 protein homolog, mitochondrial",C21orf33,,0.42896,0.76551,3.9821,12.997,6.756,0.3774,0.77831,8.6468,5.5425,12.103,0.318,0.76147,9.4312,10.817,12.399,0.47886,0.68789,12.501,20.657,9.5795,0.38653,0.61971,7.4072,14.189,13.623,0.49851,0.5678,5.4432,13.339,9.3674,0.38658,0.66473,8.62,16.264,14.943,0.37891,0.62212,5.8496,10.967,12.92,0.36574,0.60352,6.8497,14.569,17.168
Q8WWC4,"Uncharacterized protein C2orf47, mitochondrial",C2orf47,,0.4267,0.83515,7.9145,9.1493,14.089,0.36473,0.78305,8.2379,14.375,14.971,0.33227,0.78582,9.3574,8.9204,14.11,0.41338,0.69659,7.6001,11.079,12.252,0.34501,0.61854,6.5429,12.405,12.074,0.44221,0.58669,6.518,9.6843,15.559,0.3473,0.71438,6.7984,3.8413,10.626,0.39895,0.68658,4.9557,8.5194,15.9,0.35469,0.67652,6.0268,10.869,8.3802
Q9BRJ6,Uncharacterized protein C7orf50,C7orf50,,4.7447,2.6407,0.6637,0.4594,0.40742,3.2899,2.3967,0.57651,0.3726,0.34389,3.5877,2.5627,0.71408,0.47229,0.44128,2.2822,1.2094,0.64687,0.43602,0.34656,1.6746,1.446,0.9343,0.61969,0.53474,4.1898,2.3578,0.51283,0.35549,0.30017,2.7878,2.5808,0.61204,0.32056,0.33291,4.1744,2.7226,0.65498,0.48288,0.33279,4.4494,3.3991,0.7902,0.50873,0.41004
Q9H7E9;Q9H7E9-2,UPF0488 protein C8orf33,C8orf33,,2.9999,2.0591,0.59765,0.43621,0.35817,2.8033,1.9833,0.68358,0.43573,0.41339,2.6843,2.3028,0.6554,0.43567,0.5099,3.2377,1.8677,0.61871,0.37941,0.3036,2.7428,2.0102,0.49433,0.36003,0.32162,2.8884,2.0334,0.48001,0.3455,0.29971,3.4,2.5878,0.75096,0.44482,0.45069,3.5584,2.4021,0.75187,0.56309,0.44318,3.8924,2.8765,0.88951,0.57687,0.51449
Q9Y376,Calcium-binding protein 39,CAB39,,0.76943,0.76151,0.70752,0.90361,1.5485,0.6128,0.69597,0.5992,0.80931,1.3692,0.82118,0.6873,0.73202,0.79111,1.6169,0.60509,0.64784,0.51633,0.89514,1.0124,0.64091,0.62121,0.61782,0.93277,1.4573,0.68601,0.62553,0.53975,0.68891,1.1372,0.68294,0.69377,0.74201,0.74471,1.1053,0.58186,0.53783,0.54828,1.1029,0.89597,0.64677,0.60218,0.62587,0.94709,1.2239
Q9HB71;Q9HB71-3,Calcyclin-binding protein,CACYBP,,1.4657,1.4719,0.72502,0.58761,0.47458,1.347,1.4148,0.75402,0.55651,0.4905,1.209,1.6241,0.77469,0.5972,0.51654,1.3218,1.2271,0.70663,0.5006,0.37827,1.1573,1.0678,0.59869,0.48754,0.37566,1.2073,1.0953,0.57672,0.49071,0.38336,1.2471,1.3065,0.73757,0.57332,0.45333,1.2278,1.2475,0.78328,0.70764,0.46619,1.3202,1.456,0.86953,0.63832,0.50134
P27708,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,,0.90848,0.85197,0.52012,0.53017,0.38545,0.72233,0.82074,0.46674,0.51105,0.28752,0.57599,0.93283,0.55731,0.52814,0.35184,0.84815,0.77252,0.55465,0.47848,0.40653,0.78877,0.67708,0.46995,0.57334,0.37289,0.71849,0.62708,0.39226,0.44055,0.29274,0.68181,0.75442,0.50961,0.49529,0.43002,0.56271,0.67017,0.53753,0.6942,0.43422,0.75306,0.7977,0.64557,0.64486,0.47973
P62158,Calmodulin,CALM1,,0.58293,0.74869,0.80691,1.2218,2.1947,0.54435,0.59129,0.73976,1.1228,1.9637,0.69947,0.80536,0.80266,1.23,2.2551,0.59311,0.7108,0.90794,1.13,1.8022,0.58875,0.68095,0.81184,1.3329,1.8937,0.61204,0.68637,0.6844,1.0194,1.6713,0.44234,0.55682,0.66139,1.0211,1.7048,0.39976,0.50591,0.61468,1.2312,1.5498,0.48647,0.56395,0.69006,1.1407,1.7674
O43852;O43852-3;O43852-6;O43852-15;O43852-10;O43852-5,Calumenin,CALU,,1.0154,0.53795,1.0717,2.6254,4.3038,0.92804,0.52047,1.0058,2.3149,3.7294,1.0567,0.54664,0.98486,2.4708,4.235,0.9645,0.48979,0.95068,2.2827,3.7784,0.83113,0.44253,0.86154,2.2438,3.507,1.0919,0.49195,0.77998,1.9909,3.8195,0.79953,0.46862,0.75442,2.2347,3.928,0.76906,0.50478,0.78579,3.0578,3.933,0.69928,0.41431,0.66194,2.031,3.5934
Q13557-12,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,,2.6136,2.1473,0.6885,0.43762,0.40879,2.6576,2.2675,0.60292,0.38474,0.42484,2.6149,2.2391,0.62984,0.44231,0.46746,3.8285,2.3708,0.64713,0.39382,0.38521,2.8901,1.9691,0.59206,0.42009,0.39266,2.1086,1.7369,0.50448,0.34452,0.34681,2.7824,2.3004,0.86325,0.42911,0.44225,2.8391,2.2048,0.7188,0.53687,0.45081,2.5197,2.386,0.81676,0.48304,0.49927
Q13555-6;Q13555;Q13555-5;Q13555-2;Q13555-4;Q13555-8,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CAMK2G,,3.0408,2.2109,0.62669,0.41723,0.43104,2.7873,1.9651,0.57942,0.39091,0.43787,2.6633,2.3874,0.64727,0.43965,0.4697,2.6838,2.3023,0.59676,0.41146,0.35235,2.5583,2.2556,0.54641,0.41374,0.39911,2.7773,1.96,0.50568,0.35122,0.35066,2.8821,2.4242,0.71623,0.42949,0.44093,2.7314,2.4349,0.70736,0.51199,0.43842,3.1527,2.872,0.7099,0.43609,0.44666
Q86VP6;Q86VP6-2,Cullin-associated NEDD8-dissociated protein 1,CAND1,,1.0819,0.98786,0.47578,0.39259,0.33148,0.83154,0.84884,0.47121,0.3946,0.33902,0.78398,1.1092,0.48924,0.40101,0.35219,0.85534,0.80069,0.46944,0.33748,0.29567,0.84961,0.79145,0.48121,0.53287,0.45194,0.7281,0.6955,0.3626,0.31092,0.28503,0.79674,0.87775,0.53131,0.41585,0.42164,0.67635,0.77101,0.57022,0.59509,0.47267,0.82991,1.0318,0.66134,0.61181,0.54813
Q01518,Adenylyl cyclase-associated protein 1,CAP1,,0.53451,0.56892,0.37281,0.47742,0.77201,0.49383,0.53607,0.44981,0.50289,0.71065,0.42045,0.62348,0.42448,0.49452,0.77823,0.57951,0.51785,0.4791,0.46679,0.68471,0.51562,0.45238,0.40394,0.58341,0.67143,0.47099,0.43877,0.29741,0.4076,0.59478,0.48461,0.53071,0.43884,0.49732,0.79965,0.43838,0.45786,0.42335,0.6433,0.67953,0.60593,0.70664,0.58813,0.68234,0.89095
P40121;P40121-2,Macrophage-capping protein,CAPG,,0.43163,0.51797,0.27304,0.32875,0.8034,0.32721,0.43127,0.27131,0.3041,0.62578,0.37745,0.53899,0.31228,0.37414,0.89902,0.36657,0.31049,0.27165,0.26908,0.65538,0.33578,0.29929,0.2825,0.36118,0.57923,0.26686,0.30072,0.19859,0.26356,0.44782,0.32285,0.41225,0.29024,0.34103,0.54297,0.28706,0.30651,0.25214,0.3852,0.65222,0.40434,0.42171,0.38562,0.42926,0.79818
P04632,Calpain small subunit 1,CAPNS1,,0.39131,0.44058,0.32454,0.36108,0.95303,0.32446,0.35125,0.33221,0.39054,0.74087,0.36522,0.50948,0.33991,0.34218,0.88105,0.40498,0.39911,0.43151,0.41658,0.8111,0.36566,0.25707,0.29878,0.53314,0.49736,0.33108,0.3355,0.26691,0.37088,0.64584,0.26444,0.36994,0.2919,0.34608,0.71177,0.36103,0.30917,0.29081,0.52939,0.63429,0.3726,0.41032,0.3581,0.51087,0.6605
Q14444;Q14444-2,Caprin-1,CAPRIN1,,4.2362,2.049,0.57701,0.39977,0.51741,3.8165,2.0939,0.56022,0.38996,0.53133,3.7469,2.2133,0.5904,0.42049,0.59979,4.0181,2.1868,0.47597,0.31261,0.39167,3.7159,1.998,0.43391,0.32089,0.39116,3.978,2.0949,0.41886,0.29668,0.40474,4.2622,2.7322,0.61062,0.36823,0.52558,4.4645,2.8246,0.64481,0.50258,0.51576,4.6537,2.9568,0.69526,0.43687,0.59444
P52907,F-actin-capping protein subunit alpha-1,CAPZA1,,1.1578,1.1705,0.68841,0.58912,0.63428,1.1665,1.1589,0.69782,0.55894,0.61253,1.0477,1.3437,0.73512,0.63051,0.66879,1.2126,1.1616,0.61612,0.53168,0.53592,1.1527,0.97693,0.53651,0.53394,0.49521,1.1091,1.0786,0.53428,0.50302,0.53219,1.1267,1.1437,0.59828,0.50109,0.55629,1.1006,1.0422,0.59851,0.64572,0.57563,1.0667,1.1394,0.64641,0.57259,0.66887
P47755;P47755-2,F-actin-capping protein subunit alpha-2,CAPZA2,,1.0603,1.0874,0.67135,0.60984,0.75966,1.0444,1.0177,0.64884,0.611,0.64853,0.92554,1.1686,0.76091,0.71668,0.83293,1.1049,1.0498,0.5692,0.55998,0.57484,1.1563,0.9754,0.4514,0.58444,0.5849,1.0803,0.89025,0.45875,0.49392,0.6475,1.0318,1.0669,0.57254,0.60202,0.68575,1.0755,0.9516,0.5978,0.68078,0.63568,1.1018,1.0812,0.63604,0.59969,0.81428
P47756-2;P47756,F-actin-capping protein subunit beta,CAPZB,,1.2031,1.1175,0.63632,0.5983,0.60193,1.1243,1.1225,0.67082,0.56327,0.58465,0.93401,1.2968,0.72417,0.62608,0.68695,1.1818,1.1259,0.58252,0.50998,0.50568,1.2108,0.96114,0.5075,0.49974,0.50165,1.2592,1.0546,0.50927,0.49215,0.52689,1.1092,1.0095,0.51527,0.44262,0.55027,1.094,0.93267,0.5548,0.61504,0.51933,1.1786,1.1391,0.60594,0.61666,0.62886
P49589-3;P49589,"Cysteine--tRNA ligase, cytoplasmic",CARS,,1.4286,1.1903,0.47345,0.35309,0.33091,1.1976,1.295,0.45339,0.35402,0.34578,1.2836,1.5087,0.54036,0.38654,0.34983,1.5088,1.4404,0.52894,0.3467,0.33644,0.99368,1.0524,0.43531,0.34739,0.32931,1.4903,1.0941,0.44622,0.32877,0.29996,1.3036,1.4934,0.63547,0.36327,0.39305,0.97293,1.4338,0.64525,0.55562,0.45411,1.347,1.8615,0.8488,0.55957,0.5526
P20810-10;P20810-6;P20810-9;P20810-7;P20810-5;P20810;P20810-8;P20810-4;P20810-2;P20810-3,Calpastatin,CAST,,2.4383,1.7375,0.63095,0.47746,0.39201,2.3395,1.7868,0.654,0.44668,0.37022,2.1974,1.8852,0.70614,0.4945,0.42266,2.2598,1.6368,0.56297,0.36988,0.27947,2.0691,1.6354,0.50362,0.37363,0.2937,2.16,1.6748,0.50966,0.36594,0.28289,2.0004,2.1006,0.70109,0.44421,0.34513,2.0797,1.8839,0.73499,0.5588,0.36552,2.0776,2.0842,0.8254,0.50235,0.36418
Q03135,Caveolin-1,CAV1,,0.48461,0.89836,1.4512,1.5498,1.6523,0.57223,0.89427,1.2631,1.3506,1.3278,0.59411,1.1832,1.5241,1.5821,1.5356,0.52039,0.84971,1.3622,1.6702,1.9762,0.47017,0.82772,1.2719,1.683,1.7793,0.52393,0.83133,1.1585,1.5031,1.9803,0.33004,0.53608,0.83412,1.2055,1.5778,0.35374,0.44744,0.67735,1.4033,1.5628,0.29851,0.55847,0.75375,1.0714,1.4627
P16152;P16152-2,Carbonyl reductase [NADPH] 1,CBR1,,0.39426,0.45943,0.33991,0.34173,0.86951,0.39172,0.47931,0.38372,0.38862,0.77769,0.3219,0.50459,0.32844,0.36318,0.69968,0.52267,0.43617,0.35663,0.32371,0.73138,0.51871,0.4554,0.35635,0.43861,0.52823,0.4821,0.40423,0.25776,0.30302,0.62353,0.36826,0.44071,0.33707,0.38475,0.84355,0.36886,0.39886,0.39823,0.54261,0.65754,0.43416,0.45491,0.41579,0.45473,0.75639
Q6P1N0,Coiled-coil and C2 domain-containing protein 1A,CC2D1A,,2.3828,1.6395,0.72317,0.53142,0.43561,2.144,1.3664,0.69197,0.53984,0.46672,1.7289,1.5219,0.73914,0.54312,0.47138,2.3838,1.4225,0.62241,0.4405,0.38346,1.6279,1.3371,0.48392,0.39205,0.35948,2.3159,1.7053,0.58436,0.40702,0.38314,2.259,1.8601,0.74208,0.44709,0.38624,2.3764,1.6573,0.68114,0.56266,0.46066,2.3637,1.915,0.84784,0.56805,0.48936
Q96CT7,Coiled-coil domain-containing protein 124,CCDC124,,3.9684,2.4795,1.1474,0.71143,0.27098,3.7684,2.4427,1.148,0.60971,0.25682,3.6517,2.6297,0.97763,0.60766,0.28378,3.1114,2.1606,1.3785,0.69631,0.21948,3.3899,2.1591,1.1689,0.65906,0.21427,3.7432,2.6655,1.1529,0.64712,0.21833,1.0841,2.7801,1.6747,0.82835,0.29221,2.4374,2.9596,1.3723,0.97987,0.2928,3.7236,3.5444,1.6269,0.90435,0.34608
Q96JG6,Coiled-coil domain-containing protein 132,CCDC132,,2.8717,2.638,0.68156,0.45152,0.44153,3.1284,1.8703,0.6294,0.46023,0.37755,2.597,2.0424,0.64468,0.51533,0.48986,2.4911,2.1601,0.62566,0.39856,0.38055,2.5241,1.833,0.46408,0.39505,0.39021,2.193,2.1128,0.5194,0.36121,0.34596,2.1628,2.1577,0.70085,0.47387,0.40987,2.6845,2.5239,0.76309,0.55332,0.39872,3.1199,2.404,0.86162,0.5098,0.49479
Q96A33;Q96A33-2,Coiled-coil domain-containing protein 47,CCDC47,,0.9214,0.49052,0.96203,3.3787,9.1309,0.83681,0.45444,0.93335,3.2843,10.277,0.86129,0.49888,0.94025,2.5556,8.3149,0.90024,0.44118,0.86599,2.875,9.481,0.82255,0.3897,0.80931,2.9418,9.4845,1.0772,0.43254,0.74919,2.7625,9.5214,0.7749,0.43148,0.71769,3.3762,9.2097,0.75876,0.47286,0.70425,4.1909,10.879,0.70533,0.37941,0.60091,3.0794,16.497
Q96ER9;Q96ER9-2,Coiled-coil domain-containing protein 51,CCDC51,,0.40548,0.77373,9.0122,9.6907,10.09,0.34746,0.75085,6.6884,12.045,33.718,0.31854,0.71075,7.1586,8.4134,12.068,0.42664,0.71588,7.0173,6.9104,5.7973,0.35365,0.59859,4.9021,6.9187,6.8733,0.40482,0.60713,7.3967,8.7517,19.141,0.35247,0.63502,6.2906,5.4137,12.227,0.36043,0.69296,6.7648,8.6761,18.724,0.33847,0.69231,7.7019,12.479,7.5886
P14635;P14635-2,G2/mitotic-specific cyclin-B1,CCNB1,,1.7831,1.2632,0.86806,0.68024,0.57457,1.6144,1.3913,0.80011,0.64221,0.55341,1.4542,1.4943,0.74683,0.76033,0.62949,1.2644,1.0753,0.58349,0.46166,0.45222,1.1263,0.87098,0.47035,0.36676,0.30349,1.4034,0.92658,0.61929,0.56941,0.41701,1.8703,1.5863,0.85216,0.68088,0.65081,1.4026,1.4149,0.67942,0.77221,0.64019,1.731,1.432,0.82259,0.66239,0.60854
Q9Y5K6,CD2-associated protein,CD2AP,,2.0397,1.6236,0.60482,0.44416,0.47159,1.9509,1.5166,0.57806,0.42301,0.46912,1.9318,1.5999,0.55137,0.4107,0.4497,2.0946,1.5795,0.55371,0.38572,0.36958,1.7877,1.4871,0.44851,0.34091,0.3891,2.0406,1.5155,0.46347,0.33806,0.38679,1.394,1.5908,0.56007,0.35632,0.3826,1.345,1.3241,0.52707,0.43119,0.40635,1.4861,1.6135,0.58591,0.3893,0.42578
P08962;P08962-3;P08962-2,CD63 antigen,CD63,,2.7796,0.53169,0.61215,2.1868,4.5035,2.403,0.47376,0.52532,2.0991,4.6429,2.4136,0.53214,0.6116,2.5309,5.0465,2.1886,0.47083,0.48797,1.6536,3.4483,2.2008,0.43404,0.45141,1.7463,3.7426,2.3802,0.45064,0.46779,1.7649,3.8971,2.0481,0.48474,0.41635,2.0952,4.4741,1.8858,0.54578,0.48083,3.3261,4.8755,1.6411,0.4883,0.48419,2.3965,4.4111
O75794,Cell division cycle protein 123 homolog,CDC123,,1.1398,1.258,0.4392,0.47303,0.39947,1.4897,1.4612,0.61422,0.49295,0.45695,1.2849,2.4745,0.54882,0.52817,0.49398,1.1026,0.97895,0.50299,0.3723,0.35958,1.1872,1.0976,0.46578,0.38534,0.36783,1.3962,1.1734,0.42001,0.37528,0.36882,1.4388,1.3967,0.62483,0.46962,0.46399,1.6394,1.4563,0.68255,0.6632,0.58974,1.6666,1.7271,0.74875,0.58701,0.55769
P30260;P30260-2,Cell division cycle protein 27 homolog,CDC27,,1.3751,1.5402,0.79548,0.55477,0.35482,2.196,2.2334,0.86107,0.57007,0.36077,1.0896,2.5178,0.86916,0.61153,0.43754,1.2582,1.2269,0.82895,0.41214,0.28029,1.2058,1.4093,0.53,0.40162,0.24097,1.2438,1.7158,0.70199,0.44558,0.2732,2.6433,3.1879,1.2598,0.66843,0.44582,1.7537,2.1792,1.0496,0.79765,0.45438,2.0655,2.7663,1.1463,0.78862,0.4984
Q16543,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,,0.52316,0.52115,0.40531,0.4545,0.76345,0.53021,0.47912,0.41423,0.49154,0.6182,0.50114,0.67815,0.40231,0.51241,0.86368,0.58593,0.53074,0.44809,0.48387,0.66216,0.55748,0.47345,0.41309,0.58851,0.68609,0.51085,0.44895,0.28481,0.43472,0.74069,0.43085,0.48426,0.38164,0.45201,0.8095,0.42507,0.41905,0.4242,0.60882,0.71941,0.48918,0.45611,0.48285,0.49168,0.90933
P60953;P60953-1,Cell division control protein 42 homolog,CDC42,,0.6843,0.70195,0.91508,1.2381,1.9265,0.6557,0.6423,0.8376,1.1809,1.6565,0.66695,0.76432,0.92726,1.3503,1.9709,0.65574,0.6627,0.9213,1.2598,1.735,0.62517,0.68375,0.87781,1.3446,1.5891,0.67815,0.64205,0.7846,1.1499,1.6492,0.53961,0.6151,0.78351,1.2569,2.0011,0.57221,0.57711,0.75166,1.557,1.9688,0.63724,0.6463,0.85877,1.5171,2.4215
