Protein.ID,TAIR.annotation,Gene.name,Gene.family,markers,Localization.assigned.by.the.Naive.Bayesian.classifier_start.below.threshold.,Average.Posterior.Probability,Known.Predicted.function,Refered.to.in.discussion.or.figures,Previous.high.confidence.localizations.see.Supplementary.references.,Proteins.with.one.TMD.used.in.the.TMD.analysis,TMD.Span.start,TMD.Span.end,Orientation.of.the.TMD,Number.of.four.plex.labelings.in.which.the.protein.is.observed,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT1G01620,"a member of the plasma membrane intrinsic protein subfamily PIP1. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed ubiquitously and protein level decreases slightly during leaf development.",PIP1C,"PIP / aquaporin",PM,PM,1,Transport,,"PM Immunolocalization in membrane fractions (Kammerloher  et al., 1994)",,NA,NA,,5,0.136,0.319,0.215,0.33,0.258811201,0.2307284569,0.2337451488,0.2766860744,0.1332,0.2542,0.2766,0.336,0.1529411765,0.2235882353,0.2692941176,0.3540588235,0.199,0.2563333333,0.2703333333,0.2743333333,0.1727081186,0.2653933315,0.2928026677,0.2691371134,0.2264444444,0.2362222222,0.2397777778,0.2973333333,0.2275269854,0.207111326,0.2818451972,0.2835261429
AT2G37170,"a member of the plasma membrane intrinsic protein subfamily PIP2. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed specifically in the vascular bundles and protein level increases slightly during leaf dev",PIP2B,"PIP / aquaporin",PM,PM,1,Transport,,"PM Immunolocalization in membrane fractions (Kammerloher  et al., 1994)",,NA,NA,,5,0.1604,0.2954,0.2666,0.2778,0.329,0.2183333333,0.2206666667,0.2316666667,0.1565,0.2345,0.2965,0.31225,0.1826666667,0.278,0.268,0.2716666667,0.1812012996,0.2379930386,0.2626692561,0.318137782,0.164215925,0.2738906314,0.2873844378,0.2744803455,0.2283333333,0.2326666667,0.256,0.2833333333,0.2291324052,0.2096325425,0.2741792052,0.287025871
AT2G45960,"a member of the plasma membrane intrinsic protein subfamily PIP1. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed ubiquitously and protein level decreases slightly during leaf development.",PIP1B,"PIP / aquaporin",PM,PM,0.99,Transport,,"PM Immunolocalization in membrane fractions (Kammerloher  et al., 1994)",,NA,NA,,8,0.193,0.269,0.2465,0.292,0.29825,0.202375,0.20625,0.293375,0.1335,0.281,0.264,0.321,0.17,0.271,0.248,0.311,0.2485,0.2325,0.2288333333,0.2896666667,0.188,0.252,0.325,0.235,0.2589756098,0.241,0.2405853659,0.2596097561,0.2221666667,0.2146333333,0.2930666667,0.2705666667
AT3G53420,"a member of the plasma membrane intrinsic protein subfamily PIP2. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed specifically in the vascular bundles and protein level increases slightly during leaf dev.   When expressed in yeast cells can conduct hydrogen peroxide into those cells.",PIP2A,"PIP / aquaporin",PM,PM,0.99,Transport,,"PM Immunolocalization in membrane fractions (Kammerloher  et al., 1994)",,NA,NA,,5,0.1956666667,0.3253333333,0.2246666667,0.2553333333,0.3047446632,0.2312084562,0.2193571095,0.2447052944,0.1750715907,0.2881441912,0.2348893727,0.3019066887,0.2010046563,0.2528742783,0.2471078129,0.2989983895,0.201,0.219,0.242,0.338,0.2346666667,0.2683333333,0.2776666667,0.219,0.23825,0.2465,0.266,0.2495,0.242,0.212,0.307,0.239
AT4G00430,"a member of the plasma membrane intrinsic protein subfamily PIP1.",PIP1;4,"PIP / aquaporin",,PM,1,Transport,,,,NA,NA,,4,0.13,0.313,0.237,0.321,0.2771067657,0.2407489886,0.2270825595,0.255074755,0.1482130327,0.2914027106,0.2541863864,0.3062067808,0.1674159115,0.2708183372,0.2548253393,0.306919186,0.2178,0.2618,0.2364,0.2846,0.1780522457,0.2584518408,0.3065576934,0.2569405474,0.2571428571,0.2152857143,0.2337142857,0.2938571429,0.2666,0.2104,0.2628,0.2602
AT4G35100,"a member of the plasma membrane intrinsic protein PIP. functions as aquaporin. Salt-stress-inducible MIP",PIP3,"PIP / aquaporin",PM,PM,0.99,Transport,,"PM GFP (Cutler et al., 2000, Koh et al., 2005), PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1707636364,0.2843818182,0.2579090909,0.2870545455,0.2498684211,0.2838421053,0.2018947368,0.2642105263,0.1124,0.2612,0.2738,0.3528,0.1475833333,0.2223333333,0.2645833333,0.3650833333,0.2099285714,0.252,0.2484285714,0.2896428571,0.2163636364,0.2750909091,0.2832727273,0.2256363636,0.272625,0.2406666667,0.245,0.241625,0.2247272727,0.2009090909,0.2904545455,0.2846363636
AT4G29900,"one of the type IIB calcium pump isoforms. encodes an autoinhibited Ca(2+)-ATPase that contains an N-terminal calmodulin binding autoinhibitory domain.",ACA10,"Cation transport ATPase (P-type)",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.16225,0.31625,0.24125,0.2795,0.2741428571,0.222,0.2214285714,0.2824285714,0.1324285714,0.2575714286,0.2832857143,0.3267142857,0.1736666667,0.23825,0.2801666667,0.3079166667,0.2033333333,0.21,0.2536666667,0.3333333333,0.1884166667,0.2795,0.293,0.2393333333,0.2336,0.2388666667,0.2658666667,0.2616666667,0.2718571429,0.1894285714,0.2655714286,0.2731428571
AT5G57110,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane.",ACA8,"Cation transport ATPase (P-type)",PM,PM,1,Transport,,"PM Immunolocalization (Bonza  et al., 2000)",,NA,NA,,8,0.1897,0.2906,0.2229,0.2968,0.2903333333,0.2127777778,0.2185555556,0.2782222222,0.1381111111,0.2492222222,0.2715555556,0.3411111111,0.1723,0.2111,0.2693,0.3475,0.1996,0.2236,0.2439,0.3329,0.1652142857,0.2896428571,0.2676428571,0.2775,0.2293461538,0.2293846154,0.2661153846,0.2750384615,0.2086666667,0.2148888889,0.2958888889,0.2806666667
AT1G17500,"ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein; FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism; INVOLVED IN: metabolic process, ATP biosynthetic process, phospholipid transport; LOCATED IN: integral to membrane, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haloacid dehalogenase-like hydrolase (InterPro:IPR005834), ATPase, P-type, phospholipid-translocating, flippase (InterPro:IPR006539), ATPase, P-type, ATPase-associated domain (InterPro:IPR008250), ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter (InterPro:IPR001757), ATPase, P-type phosphorylation site (InterPro:IPR018303); BEST Arabidopsis thaliana protein match is: ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein (TAIR:AT1G72700.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",ALA4,"Cation transport ATPase (P-type)",,PM,0.8,Transport,,,,NA,NA,,5,0.291,0.263,0.23,0.217,0.2945,0.2358333333,0.2236666667,0.2461666667,0.2,0.255,0.266,0.279,0.2105,0.2495,0.2625,0.278,0.2405320544,0.2216168487,0.2464374492,0.2914316514,0.1710558968,0.2779016634,0.2773574865,0.2736791139,0.2085,0.22825,0.285,0.27825,0.2555930246,0.2073223372,0.267488186,0.2695799307
AT5G04930,"Encodes a putative aminophospholipid translocase (p-type ATPase) involved in chilling response.",ALA1,"Cation transport ATPase (P-type)",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006)",,NA,NA,,4,0.235,0.282,0.227,0.256,0.247,0.26,0.245,0.248,0.167,0.23,0.273,0.329,0.206,0.23025,0.2755,0.28825,0.2083658632,0.226838958,0.255853426,0.3089506737,0.165849437,0.2777369143,0.2795161095,0.2768924935,0.2390151753,0.2257930726,0.2624572661,0.2727545001,0.2448555706,0.205775038,0.2724998841,0.2768485135
AT2G18960,"Encodes a plasma membrane proton ATPase.  Mutants have a reduced ability to close their stomata in response to drought and are affected in stomatal but not seed responsiveness to ABA.",HA1,"Cation transport ATPase (P-type)",PM,PM,1,Transport,,"PM GFP (Witthoft et al., 2011), PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1748571429,0.3042142857,0.2379285714,0.283,0.263,0.256,0.2185555556,0.2622222222,0.1461428571,0.2504285714,0.2827142857,0.3207142857,0.1623,0.2294,0.2667,0.3416,0.189375,0.227375,0.25771875,0.32553125,0.201,0.2572727273,0.2947272727,0.247,0.21171875,0.2341875,0.28034375,0.27384375,0.1794857143,0.2174,0.3047714286,0.2982857143
AT3G47950,"mutant has Slight reduction in root and shoot growth; Exaggerated defects in salt stress; Plasma Membrane H+ ATPase",HA4,"Cation transport ATPase (P-type)",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1771428571,0.2754285714,0.2494285714,0.2981428571,0.2304,0.26,0.2052,0.3046,0.17125,0.2305,0.264,0.334,0.189375,0.23825,0.263,0.30925,0.214,0.229,0.258,0.299,0.209,0.316,0.261,0.214,0.2225,0.2383333333,0.2663333333,0.2728333333,0.2696666667,0.1766666667,0.2686666667,0.2846666667
AT4G30190,"belongs to the P-type ATPase superfamily of cation-transporting ATPases, pumps protons out of the cell, generating a proton gradient that drives the active transport of nutrients by proton symport. has two autoinhibitory  regions within the C-terminal dom",HA2,"Cation transport ATPase (P-type)",PM,PM,1,Transport,,"PM Immunogold labeling (DeWitt  et al., 1996)",,NA,NA,,8,0.1624285714,0.3021428571,0.2645714286,0.271,0.262625,0.236875,0.228125,0.27225,0.122,0.2452,0.2942,0.3384,0.1574285714,0.2369285714,0.284,0.3215714286,0.1840666667,0.2328666667,0.2610666667,0.3221333333,0.18475,0.270125,0.27575,0.268875,0.2202307692,0.2325769231,0.273,0.2740769231,0.173375,0.204625,0.318875,0.303
AT5G62670,"H(+)-ATPase 11 (HA11); FUNCTIONS IN: ATPase activity; INVOLVED IN: cation transport, metabolic process, ATP biosynthetic process; LOCATED IN: plasma membrane, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, P-type, ATPase-associated domain (InterPro:IPR008250), ATPase, P-type cation-transporter, N-terminal (InterPro:IPR004014), ATPase, P-type, H+ transporting proton pump (InterPro:IPR000695), Haloacid dehalogenase-like hydrolase (InterPro:IPR005834), ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter (InterPro:IPR001757), ATPase, P-type, plasma-membrane proton-efflux (InterPro:IPR006534), ATPase, P-type phosphorylation site (InterPro:IPR018303); BEST Arabidopsis thaliana protein match is: H(+)-ATPase 4 (TAIR:AT3G47950.1); Has 36311 Blast hits to 32678 proteins in 3159 species: Archae - 691; Bacteria - 22958; Metazoa - 3912; Fungi - 2478; Plants - 1926; Viruses - 3; Other Eukaryotes - 4343 (source: NCBI BLink).",HA11,"Cation transport ATPase (P-type)",,PM,0.99,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,6,0.184,0.2855,0.2535,0.277,0.2076666667,0.308,0.2286666667,0.2556666667,0.1,0.217,0.281,0.401,0.1555,0.218,0.26525,0.361,0.223,0.231,0.249,0.297,0.1746666667,0.278,0.301,0.2463333333,0.2321214921,0.2239161857,0.2674526138,0.2765209308,0.228971796,0.2098497798,0.2868102978,0.2743418135
AT4G11730,"Cation transporter/ E1-E2 ATPase family protein; FUNCTIONS IN: ATPase activity; INVOLVED IN: cation transport, ATP biosynthetic process; LOCATED IN: integral to membrane, membrane; EXPRESSED IN: flower; EXPRESSED DURING: petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: ATPase, P-type cation exchange, alpha subunit (InterPro:IPR006069), ATPase, P-type cation-transporter, N-terminal (InterPro:IPR004014), ATPase, P-type, ATPase-associated domain (InterPro:IPR008250), ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter (InterPro:IPR001757), ATPase, P-type, plasma-membrane proton-efflux (InterPro:IPR006534), ATPase, P-type phosphorylation site (InterPro:IPR018303); BEST Arabidopsis thaliana protein match is: H(+)-ATPase 3 (TAIR:AT5G57350.2); Has 44930 Blast hits to 32175 proteins in 3165 species: Archae - 885; Bacteria - 29187; Metazoa - 4916; Fungi - 3187; Plants - 2417; Viruses - 6; Other Eukaryotes - 4332 (source: NCBI BLink).",,"Cation transport ATPase (P-type)",,PM,0.98,Transport,,,,NA,NA,,2,0.1863091037,0.2794647009,0.2700414875,0.2641840953,0.2641142482,0.2392042942,0.2458445333,0.2508210539,0.1522981696,0.2889759666,0.2758400215,0.282843393,0.1815,0.2755,0.26075,0.28175,0.162,0.2675,0.3075,0.2635,0.1615324462,0.2825035154,0.2905635272,0.2653818813,0.2724140885,0.2388291439,0.255329244,0.2334318842,0.2382707314,0.2254674848,0.2770586227,0.2591704138
AT5G57350,"member of Plasma membrane H+-ATPase family",AHA3,"Cation transport ATPase (P-type)",,PM,0.96,Transport,,"PM LOPIT (Sadowski et al., 2008)",,NA,NA,,5,0.1695607692,0.3062762625,0.2400094751,0.2841789107,0.2706767734,0.2481418393,0.2159366068,0.265244793,0.1089193478,0.2809837935,0.2706961514,0.3393920233,0.123,0.27,0.2555,0.351,0.176,0.2272,0.2696,0.327,0.251,0.268,0.287,0.193,0.2758333333,0.218,0.2495,0.2566666667,0.2045,0.1865,0.286,0.323
AT4G12420,"Encodes a protein of unknown function involved in directed root tip growth. It is a member of 19-member gene family and is distantly related structurally to the multiple-copper oxidases ascorbate oxidase and laccase, though it lacks the copper-binding domains. The protein is glycosylated and GPI-anchored. It is localized to the plasma membrane and the cell wall. The gene is expressed most strongly in expanding tissues.",SKU5,"Multicopper oxidase",PM,PM,1,Transport,,"PM GFP (Sedbrook et al., 2002)",,NA,NA,,8,0.1943333333,0.2825333333,0.2278666667,0.295,0.307,0.1938,0.2146,0.2844,0.128,0.242,0.2852857143,0.3447142857,0.1606666667,0.228,0.2858,0.3255333333,0.2119333333,0.2312666667,0.2505333333,0.3060666667,0.1759090909,0.2547272727,0.2879090909,0.2811818182,0.2380322581,0.2329677419,0.2597419355,0.2694193548,0.171,0.2124,0.3116,0.305
AT4G25240,"Encodes GPI-anchored SKU5-like protein.",SKS1,"Multicopper oxidase",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,7,0.1808888889,0.3012222222,0.2361111111,0.2817777778,0.2618571429,0.2242857143,0.2247142857,0.2891428571,0.1363380113,0.2615078453,0.2563038764,0.3458045388,0.1546,0.2352,0.2712,0.339,0.178,0.234,0.285,0.303,0.211,0.2493333333,0.2776666667,0.2616666667,0.2493846154,0.2303076923,0.2643076923,0.2557692308,0.1986666667,0.238,0.288,0.2753333333
AT2G26510,permease,PDE135,"Xanthine/uracil permease",,PM,1,Transport,,,,NA,NA,,4,0.182,0.302,0.255,0.261,0.2603333333,0.2676666667,0.2413333333,0.2306666667,0.144,0.248,0.322,0.286,0.223,0.245,0.258,0.274,0.1900859416,0.2427005355,0.271209537,0.2960130138,0.1635212535,0.2810933585,0.2868543353,0.2685082758,0.2512134505,0.2279381334,0.2542750934,0.2665855081,0.2384213449,0.2124372432,0.2712325613,0.2778892095
AT1G22530,"PATELLIN 2 (PATL2); FUNCTIONS IN: transporter activity; INVOLVED IN: transport; LOCATED IN: plasma membrane, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cellular retinaldehyde-binding/triple function, C-terminal (InterPro:IPR001251), Cellular retinaldehyde-binding/triple function, N-terminal (InterPro:IPR008273), Cellular retinaldehyde binding/alpha-tocopherol transport (InterPro:IPR001071), GOLD (InterPro:IPR009038), Phosphatidylinositol transfer protein-like, N-terminal (InterPro:IPR011074); BEST Arabidopsis thaliana protein match is: PATELLIN 1 (TAIR:AT1G72150.1); Has 61558 Blast hits to 35948 proteins in 2575 species: Archae - 235; Bacteria - 13717; Metazoa - 20974; Fungi - 8097; Plants - 3493; Viruses - 317; Other Eukaryotes - 14725 (source: NCBI BLink).",PATL2,"SEC14 protein transport, patellin",,PM,1,Transport,,,,NA,NA,,7,0.1355,0.291,0.25375,0.32,0.21025,0.251,0.1985,0.34025,0.1043085536,0.2692953145,0.2866176082,0.3397237452,0.1261111111,0.2503333333,0.3095555556,0.3136666667,0.2034,0.2554,0.2619,0.2792,0.2208947368,0.2496842105,0.2926315789,0.2368947368,0.2505967742,0.2361451613,0.2703387097,0.2428709677,0.1625952381,0.227047619,0.3351190476,0.2753571429
AT1G72160,"Sec14p-like phosphatidylinositol transfer family protein; FUNCTIONS IN: transporter activity; INVOLVED IN: transport; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cellular retinaldehyde-binding/triple function, C-terminal (InterPro:IPR001251), Cellular retinaldehyde-binding/triple function, N-terminal (InterPro:IPR008273), GOLD (InterPro:IPR009038), Phosphatidylinositol transfer protein-like, N-terminal (InterPro:IPR011074); BEST Arabidopsis thaliana protein match is: SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein (TAIR:AT4G09160.1); Has 4473 Blast hits to 3903 proteins in 364 species: Archae - 35; Bacteria - 264; Metazoa - 1504; Fungi - 917; Plants - 883; Viruses - 13; Other Eukaryotes - 857 (source: NCBI BLink).",PATL3,"SEC14 protein transport, patellin",,PM,1,Transport,,,,NA,NA,,6,0.1873522227,0.2557438633,0.2586590919,0.2982597073,0.2493393146,0.2248370399,0.2462325105,0.2795957138,0.155,0.238,0.293,0.314,0.1435,0.226,0.28525,0.34475,0.2298,0.2131,0.2397,0.3172,0.211,0.2662727273,0.2748181818,0.2475454545,0.2322777778,0.239,0.2652777778,0.2635555556,0.2115833333,0.2059166667,0.3079166667,0.2745833333
AT1G72150,"novel cell-plate-associated protein that is related in sequence to proteins involved in membrane trafficking in other eukaryotes",PATL1,"SEC14 protein transport, patellin",,PM,0.91,Transport,,,,NA,NA,,7,0.1685,0.32,0.2495,0.262,0.1922,0.2252,0.2146,0.3676,0.091244806,0.2445611749,0.2842764774,0.379896788,0.103,0.21,0.292,0.395,0.21675,0.28225,0.274,0.227,0.21075,0.27,0.292,0.227,0.2280967742,0.2382903226,0.2801612903,0.253483871,0.146875,0.2136666667,0.3469166667,0.2924583333
AT4G21680,"Encodes a nitrate transporter (NRT1.8).  Functions in nitrate removal from the xylem sap. Mediates cadmium tolerance.",NRT1.8,"PTR2/POT transporter",PM,PM,0.99,Transport,,"PM EGFP (Li et al., 2010)",,NA,NA,,4,0.196,0.278,0.248,0.279,0.218,0.31,0.19,0.283,0.1396656368,0.2803167649,0.2779253255,0.3020556739,0.1664866593,0.2663866857,0.2791443048,0.2879787015,0.1907617849,0.2495681606,0.2771451394,0.282531038,0.1637513744,0.2830028923,0.2912062051,0.2620553721,0.235,0.2393333333,0.287,0.239,0.236,0.235,0.289,0.24
AT4G21120,"Encodes a member of the cationic amino acid transporter (CAT) subfamily of amino acid polyamine choline transporters. Mediates efficient uptake of Lys, Arg and Glu in a yeast system.",AAT1,"Amino acid polyamine transporter",,PM,1,Transport,,,,NA,NA,,2,0.1969911164,0.239787045,0.2609928442,0.3022306741,0.2426666667,0.2346666667,0.254,0.269,0.1748481401,0.2034523883,0.2742601806,0.3474348273,0.171,0.194,0.277,0.358,0.218365492,0.2027132641,0.2433565352,0.3355843918,0.1584447493,0.2830663158,0.2599709189,0.2985157077,0.2140507056,0.2165227098,0.2659501231,0.3034881814,0.2432544475,0.1938811358,0.2707006072,0.2921477614
AT4G13510,"Encodes a plasma membrane localized ammonium transporter.  Contains a cytosolic trans-activation domain essential for ammonium uptake.",AMT1,"Ammonia transporter channel",PM,PM,0.64,Transport,,"PM GFP (Loque et al., 2006)",,NA,NA,,5,0.1264285714,0.3218571429,0.2402857143,0.3107142857,0.1932,0.2408,0.2986,0.2664,0.095,0.242,0.336,0.327,0.098,0.212,0.323,0.367,0.1588584652,0.25125367,0.3103137815,0.2795598173,0.1468334378,0.3004490059,0.2753084354,0.2774736795,0.24,0.2293333333,0.3215,0.2091666667,0.1853385863,0.2498729661,0.3042215729,0.2605816516
AT5G58970,"uncoupling protein",UCP2,"Mitochondrial substrate carrier",,PM,0.73,Transport,,,,NA,NA,,4,0.256,0.28,0.227,0.237,0.2893333333,0.1856666667,0.2816666667,0.243,0.159625,0.262625,0.348375,0.229375,0.1195,0.26775,0.33975,0.273,0.1956489843,0.241975928,0.2921288702,0.2702325211,0.1609636535,0.2957590295,0.2820641983,0.2612277333,0.2549840067,0.23936837,0.255757526,0.2499082055,0.2453815475,0.2226878481,0.2662012629,0.265702871
AT1G16920,"small GTP-binding protein (Rab11)similar to YPT3/RAB11 proteins in yeast and mammals, respectively. YPT3/RAB11 is involved in intracellular protein trafficking.",RABA1b,"RAB GTPase",,PM,0.97,"Protein trafficking",,,,NA,NA,,6,0.207,0.261,0.285,0.246,0.2725,0.1895,0.264,0.274,0.1813333333,0.2573333333,0.2643333333,0.2963333333,0.2068,0.228,0.2908,0.2742,0.253,0.207,0.273,0.267,0.207,0.267,0.316,0.21,0.2670591633,0.233606999,0.2542625605,0.2450736636,0.2806014311,0.2048264408,0.2594641672,0.2551065891
