Protein Group Information,,,,Normalized TMT 10-plex reporter ion values,,,,,,,,,
UniProt ID,UniProt Description,Peptides,PSMs,126,127N,127C,128N,128C,129N,129C,130N,130C,131
Q6ZPF4,Formin-like protein 3 GN=Fmnl3 PE=1 SV=2 - [FMNL3_MOUSE],5,6,0.0613,0.2555,0.1476,0.0958,0.1355,0.0848,0.0512,0.0662,0.0440,0.0581
Q80TZ3-2,Isoform 2 of Putative tyrosine-protein phosphatase auxilin GN=Dnajc6 - [AUXI_MOUSE],5,6,0.1279,0.1194,0.0860,0.0640,0.0900,0.0868,0.0759,0.1300,0.0820,0.1380
Q80UY2,E3 ubiquitin-protein ligase KCMF1 GN=Kcmf1 PE=2 SV=1 - [KCMF1_MOUSE],5,6,0.3645,0.1183,0.1114,0.0643,0.0740,0.0605,0.0479,0.0627,0.0377,0.0587
Q80VP0,Tectonin beta-propeller repeat-containing protein 1 GN=Tecpr1 PE=2 SV=1 - [TCPR1_MOUSE],5,6,0.1046,0.1612,0.1204,0.0844,0.0990,0.1236,0.0667,0.1061,0.0363,0.0976
Q8BJM5,Zinc transporter 6 GN=Slc30a6 PE=1 SV=1 - [ZNT6_MOUSE],5,6,0.0448,0.0735,0.0950,0.0584,0.1279,0.1378,0.1101,0.1709,0.0558,0.1257
Q8BMQ3-2,Isoform 2 of Zinc finger protein basonuclin-2 GN=Bnc2 - [BNC2_MOUSE],5,6,0.0613,0.0357,0.0441,0.0145,0.0412,0.0400,0.0764,0.2921,0.1590,0.2357
Q8BMQ8,Vacuolar fusion protein MON1 homolog B GN=Mon1b PE=2 SV=1 - [MON1B_MOUSE],5,6,0.0355,0.0724,0.1094,0.1360,0.3143,0.1086,0.0520,0.0754,0.0290,0.0674
Q8BVL3,Sorting nexin-17 GN=Snx17 PE=1 SV=2 - [SNX17_MOUSE],5,6,0.1244,0.1100,0.1216,0.0622,0.1214,0.0980,0.0829,0.0929,0.0613,0.1253
Q8C2K1,Differentially expressed in FDCP 6 GN=Def6 PE=1 SV=1 - [DEFI6_MOUSE],5,6,0.1494,0.1329,0.1018,0.0700,0.0961,0.0885,0.0770,0.1357,0.0416,0.1069
Q8C5D8-5,Isoform 5 of E3 SUMO-protein ligase PIAS2 GN=Pias2 - [PIAS2_MOUSE],5,6,0.2652,0.0449,0.0558,0.0191,0.0388,0.0539,0.0715,0.1458,0.1475,0.1576
Q8C6G8,WD repeat-containing protein 26 GN=Wdr26 PE=1 SV=3 - [WDR26_MOUSE],5,6,0.2422,0.0980,0.0919,0.0501,0.0615,0.0773,0.0735,0.0986,0.0986,0.1081
Q8CAF4-3,Isoform 3 of NHS-like protein 1 GN=Nhsl1 - [NHSL1_MOUSE],5,6,0.0961,0.1758,0.1301,0.0814,0.1000,0.0868,0.0682,0.0923,0.0854,0.0838
Q8CHZ9,"Transcription termination factor, mitochondrial GN=Mterf PE=2 SV=1 - [MTERF_MOUSE]",5,6,0.0324,0.0427,0.0400,0.0287,0.0563,0.0943,0.1712,0.2370,0.0868,0.2105
Q8CIV8,Tubulin-specific chaperone E GN=Tbce PE=1 SV=1 - [TBCE_MOUSE],5,6,0.2987,0.1180,0.1232,0.0498,0.0727,0.0577,0.0712,0.0719,0.0638,0.0731
Q8K078,Solute carrier organic anion transporter family member 4A1 GN=Slco4a1 PE=1 SV=2 - [SO4A1_MOUSE],5,6,0.0255,0.1713,0.1610,0.1046,0.2083,0.1321,0.0663,0.0614,0.0194,0.0501
Q8K2H2,OTU domain-containing protein 6B GN=Otud6b PE=2 SV=1 - [OTU6B_MOUSE],5,6,0.2227,0.0826,0.1006,0.0488,0.0984,0.0637,0.0860,0.1192,0.0790,0.0990
Q8R4H2,Rho guanine nucleotide exchange factor 12 GN=Arhgef12 PE=1 SV=2 - [ARHGC_MOUSE],5,6,0.0734,0.1511,0.0989,0.0621,0.1231,0.0940,0.0677,0.1406,0.0586,0.1305
Q8VCX5,"Calcium uptake protein 1, mitochondrial GN=Micu1 PE=2 SV=1 - [MICU1_MOUSE]",5,6,0.0441,0.0356,0.0345,0.0232,0.0424,0.0892,0.2042,0.2093,0.1165,0.2009
Q8VDP4,DBIRD complex subunit KIAA1967 homolog PE=1 SV=2 - [K1967_MOUSE],5,6,0.4545,0.0475,0.0314,0.0252,0.0297,0.0336,0.0304,0.0835,0.1420,0.1223
Q8VDP6,CDP-diacylglycerol--inositol 3-phosphatidyltransferase GN=Cdipt PE=1 SV=1 - [CDIPT_MOUSE],5,6,0.0390,0.0808,0.0861,0.0528,0.1580,0.1412,0.0810,0.1632,0.0398,0.1581
Q8VE73-3,Isoform 2 of Cullin-7 GN=Cul7 - [CUL7_MOUSE],5,6,0.2246,0.1284,0.1203,0.0583,0.0940,0.0819,0.0465,0.0726,0.0827,0.0908
Q91V64,Isochorismatase domain-containing protein 1 GN=Isoc1 PE=2 SV=1 - [ISOC1_MOUSE],5,6,0.2349,0.1371,0.1106,0.0542,0.0649,0.0623,0.0777,0.1070,0.0523,0.0990
Q91VM5,"RNA binding motif protein, X-linked-like-1 GN=Rbmxl1 PE=1 SV=1 - [RMXL1_MOUSE]",5,6,0.1570,0.0138,0.0298,0.0118,0.0348,0.0318,0.0496,0.1040,0.3771,0.1903
Q91WB7,Ubiquitin domain-containing protein 1 GN=Ubtd1 PE=2 SV=1 - [UBTD1_MOUSE],5,6,0.0300,0.2073,0.1590,0.0878,0.1160,0.0966,0.0718,0.0938,0.0581,0.0795
Q921M4-2,Isoform 2 of Golgin subfamily A member 2 GN=Golga2 - [GOGA2_MOUSE],5,6,0.1657,0.0399,0.0409,0.0334,0.0617,0.0829,0.0963,0.1707,0.1323,0.1760
Q99KN1-2,Isoform 2 of Arrestin domain-containing protein 1 GN=Arrdc1 - [ARRD1_MOUSE],5,6,0.0743,0.2929,0.1883,0.1125,0.0892,0.0698,0.0440,0.0452,0.0226,0.0611
Q99LG4,Tetratricopeptide repeat protein 5 GN=Ttc5 PE=1 SV=2 - [TTC5_MOUSE],5,6,0.2940,0.1175,0.1015,0.0483,0.0683,0.0693,0.0563,0.0779,0.0655,0.1014
Q99LT0,Protein dpy-30 homolog GN=Dpy30 PE=1 SV=1 - [DPY30_MOUSE],5,6,0.2552,0.0494,0.0631,0.0237,0.0392,0.0441,0.0734,0.1484,0.1622,0.1412
Q99M01,"Phenylalanine--tRNA ligase, mitochondrial GN=Fars2 PE=2 SV=1 - [SYFM_MOUSE]",5,6,0.0408,0.0472,0.0309,0.0217,0.0531,0.0914,0.1588,0.2745,0.0336,0.2481
Q9CQ21,Malignant T-cell-amplified sequence 2 GN=Mcts2 PE=2 SV=1 - [MCTS2_MOUSE],5,6,0.1650,0.0885,0.0774,0.0452,0.0694,0.0686,0.0643,0.1564,0.1179,0.1475
Q9CQS5,Serine/threonine-protein kinase RIO2 GN=Riok2 PE=1 SV=1 - [RIOK2_MOUSE],5,6,0.3284,0.1072,0.1107,0.0345,0.0616,0.0735,0.0627,0.0735,0.0634,0.0845
Q9CQX5,Claudin domain-containing protein 1 GN=Cldnd1 PE=1 SV=1 - [CLDN1_MOUSE],5,6,0.0185,0.2856,0.1618,0.1228,0.1018,0.1388,0.0599,0.0359,0.0381,0.0367
Q9CR02,Translation machinery-associated protein 16 GN=Tma16 PE=2 SV=1 - [TMA16_MOUSE],5,6,0.2342,0.0477,0.0600,0.0256,0.0428,0.0566,0.0967,0.1730,0.1035,0.1600
Q9CWU6,Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog GN=Uqcc PE=2 SV=1 - [UQCC_MOUSE],5,6,0.0650,0.0489,0.0504,0.0321,0.0729,0.0996,0.1472,0.1998,0.0641,0.2201
Q9CXJ4,"ATP-binding cassette sub-family B member 8, mitochondrial GN=Abcb8 PE=2 SV=1 - [ABCB8_MOUSE]",5,6,0.0458,0.0236,0.0228,0.0203,0.0577,0.0802,0.1911,0.2738,0.0498,0.2350
Q9CYZ6,Uncharacterized protein C19orf60 homolog PE=2 SV=1 - [CS060_MOUSE],5,6,0.3134,0.1125,0.1050,0.0548,0.0878,0.0693,0.0437,0.0826,0.0489,0.0820
Q9D938,Transmembrane protein 160 GN=Tmem160 PE=2 SV=1 - [TM160_MOUSE],5,6,0.0601,0.0416,0.0495,0.0362,0.0678,0.0855,0.1399,0.2069,0.1211,0.1914
Q9DCB8,"Iron-sulfur cluster assembly 2 homolog, mitochondrial GN=Isca2 PE=2 SV=2 - [ISCA2_MOUSE]",5,6,0.0374,0.0268,0.0393,0.0246,0.0509,0.0896,0.2194,0.2297,0.0512,0.2311
Q9DCM2,Glutathione S-transferase kappa 1 GN=Gstk1 PE=1 SV=3 - [GSTK1_MOUSE],5,6,0.0611,0.0687,0.0677,0.0348,0.0818,0.1095,0.1487,0.1834,0.0710,0.1733
Q9DD03,Ras-related protein Rab-13 GN=Rab13 PE=1 SV=1 - [RAB13_MOUSE],5,6,0.0439,0.2132,0.1583,0.1057,0.1689,0.0984,0.0583,0.0515,0.0512,0.0507
Q9ES52-3,"Isoform 3 of Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 GN=Inpp5d - [SHIP1_MOUSE]",5,6,0.1313,0.1231,0.0817,0.0543,0.0707,0.0758,0.0774,0.1375,0.1097,0.1384
Q9ESJ0,Exportin-4 GN=Xpo4 PE=1 SV=2 - [XPO4_MOUSE],5,6,0.4139,0.0674,0.0906,0.0215,0.0539,0.0451,0.0340,0.0768,0.1106,0.0862
Q9Z0F4,Calcium and integrin-binding protein 1 GN=Cib1 PE=1 SV=3 - [CIB1_MOUSE],5,6,0.0171,0.1486,0.1291,0.1061,0.1813,0.1548,0.0869,0.0917,0.0248,0.0596
Q9Z2Y8,Proline synthase co-transcribed bacterial homolog protein GN=Prosc PE=1 SV=1 - [PROSC_MOUSE],5,6,0.2246,0.0843,0.0785,0.0440,0.0623,0.0710,0.1089,0.1510,0.0432,0.1322
A2AAE1-3;A2AAE1-6,Isoform 3 of Uncharacterized protein KIAA1109 GN=Kiaa1109 - [K1109_MOUSE]|Isoform 6 of Uncharacterized protein KIAA1109 GN=Kiaa1109 - [K1109_MOUSE],5,5,0.0000,0.2165,0.1575,0.0485,0.1218,0.1705,0.1011,0.0948,0.0163,0.0730
A2AHC3,Calmodulin-regulated spectrin-associated protein 1 GN=Camsap1 PE=1 SV=1 - [CAMP1_MOUSE],5,5,0.1060,0.0686,0.0610,0.0377,0.0571,0.0600,0.0775,0.2244,0.0873,0.2202
A2AJI0-2,Isoform 2 of MAP7 domain-containing protein 1 GN=Map7d1 - [MA7D1_MOUSE],5,5,0.1532,0.0899,0.0784,0.0350,0.0539,0.0621,0.0649,0.1689,0.1110,0.1826
B2RR83,Probable ATP-dependent RNA helicase YTHDC2 GN=Ythdc2 PE=2 SV=1 - [YTDC2_MOUSE],5,5,0.1830,0.0700,0.0599,0.0309,0.0468,0.0715,0.0754,0.1593,0.0959,0.2073
D3YZP9,Coiled-coil domain-containing protein 6 GN=Ccdc6 PE=3 SV=1 - [CCDC6_MOUSE],5,5,0.3312,0.1056,0.1100,0.0424,0.0482,0.0595,0.0470,0.0855,0.0763,0.0943
E9Q6B2,Coiled-coil domain-containing protein 85C GN=Ccdc85c PE=2 SV=1 - [CC85C_MOUSE],5,5,0.0856,0.2208,0.1311,0.0794,0.1125,0.1155,0.0777,0.0695,0.0569,0.0509
E9Q8I9,Protein furry homolog GN=Fry PE=1 SV=1 - [FRY_MOUSE],5,5,0.1009,0.1460,0.1288,0.0682,0.1184,0.0875,0.0907,0.1122,0.0438,0.1035
O70340,Neuronal pentraxin-2 GN=Nptx2 PE=2 SV=1 - [NPTX2_MOUSE],5,5,0.0917,0.0366,0.0805,0.0484,0.1170,0.1212,0.0830,0.1854,0.0828,0.1533
O70422,General transcription factor IIH subunit 4 GN=Gtf2h4 PE=2 SV=1 - [TF2H4_MOUSE],5,5,0.1680,0.0479,0.0630,0.0163,0.0511,0.0838,0.0808,0.1773,0.1588,0.1530
O70443,Guanine nucleotide-binding protein G(z) subunit alpha GN=Gnaz PE=2 SV=4 - [GNAZ_MOUSE],5,5,0.0600,0.1139,0.1363,0.0826,0.1155,0.1155,0.0984,0.1018,0.0686,0.1074
O70576,Cohesin subunit SA-3 GN=Stag3 PE=1 SV=2 - [STAG3_MOUSE],5,5,0.0794,0.0353,0.0371,0.0140,0.0480,0.0574,0.1422,0.1968,0.1883,0.2015
P18872-2,Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha GN=Gnao1 - [GNAO_MOUSE],5,5,0.0393,0.2639,0.1749,0.1079,0.0926,0.1127,0.0499,0.0570,0.0396,0.0622
P35283,Ras-related protein Rab-12 GN=Rab12 PE=1 SV=3 - [RAB12_MOUSE],5,5,0.0468,0.0653,0.1000,0.0831,0.1348,0.1398,0.1067,0.1380,0.0644,0.1210
P47811,Mitogen-activated protein kinase 14 GN=Mapk14 PE=1 SV=3 - [MK14_MOUSE],5,5,0.3762,0.1169,0.1094,0.0608,0.0737,0.0847,0.0548,0.0436,0.0334,0.0466
P47856-2,Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 GN=Gfpt1 - [GFPT1_MOUSE],5,5,0.2164,0.1193,0.1055,0.0612,0.0829,0.0761,0.0704,0.0968,0.0495,0.1218
P51175,Protoporphyrinogen oxidase GN=Ppox PE=2 SV=1 - [PPOX_MOUSE],5,5,0.0582,0.0775,0.0605,0.0309,0.0784,0.0909,0.1510,0.1866,0.0673,0.1987
P54279,Mismatch repair endonuclease PMS2 GN=Pms2 PE=1 SV=1 - [PMS2_MOUSE],5,5,0.0622,0.0565,0.0349,0.0096,0.0310,0.0492,0.1384,0.2701,0.0952,0.2528
P70207,Plexin-A2 GN=Plxna2 PE=1 SV=2 - [PLXA2_MOUSE],5,5,0.0656,0.2316,0.1505,0.0883,0.1829,0.1126,0.0429,0.0616,0.0144,0.0496
P70671,Interferon regulatory factor 3 GN=Irf3 PE=1 SV=1 - [IRF3_MOUSE],5,5,0.1103,0.0506,0.0442,0.0249,0.0546,0.0480,0.1055,0.2502,0.0939,0.2178
Q149F1,RNA pseudouridylate synthase domain-containing protein 2 GN=Rpusd2 PE=2 SV=2 - [RUSD2_MOUSE],5,5,0.4656,0.0392,0.0717,0.0343,0.0858,0.0445,0.0662,0.0902,0.0307,0.0718
Q14AX6-3,Isoform 3 of Cyclin-dependent kinase 12 GN=Cdk12 - [CDK12_MOUSE],5,5,0.2340,0.0584,0.0577,0.0317,0.0517,0.0719,0.0706,0.0924,0.1850,0.1467
Q3TC33,Coiled-coil domain-containing protein 127 GN=Ccdc127 PE=2 SV=2 - [CC127_MOUSE],5,5,0.0609,0.0284,0.0349,0.0263,0.0724,0.1007,0.1638,0.2007,0.0869,0.2249
Q3TIU4,"2',5'-phosphodiesterase 12 GN=Pde12 PE=2 SV=2 - [PDE12_MOUSE]",5,5,0.1291,0.0707,0.0745,0.0417,0.0610,0.0742,0.1061,0.2204,0.0378,0.1846
Q3U2P1,Protein transport protein Sec24A GN=Sec24a PE=1 SV=1 - [SC24A_MOUSE],5,5,0.1475,0.0638,0.0739,0.0497,0.0985,0.1056,0.0598,0.1377,0.0577,0.2059
Q3U3T8-3,Isoform 3 of WD repeat-containing protein 62 GN=Wdr62 - [WDR62_MOUSE],5,5,0.2589,0.1114,0.0972,0.0463,0.0676,0.0614,0.0553,0.1034,0.0764,0.1220
Q3U6U5,Putative GTP-binding protein 6 GN=Gtpbp6 PE=2 SV=1 - [GTPB6_MOUSE],5,5,0.0770,0.0479,0.0532,0.0166,0.0826,0.0825,0.1383,0.2285,0.0788,0.1947
Q3UFS0,Protein zyg-11 homolog B GN=Zyg11b PE=2 SV=2 - [ZY11B_MOUSE],5,5,0.2730,0.1161,0.1114,0.0331,0.0720,0.0699,0.0747,0.0928,0.0801,0.0768
Q3USH5,"Splicing factor, suppressor of white-apricot homolog GN=Sfswap PE=1 SV=2 - [SFSWA_MOUSE]",5,5,0.2439,0.0376,0.0555,0.0286,0.0513,0.0492,0.0531,0.1019,0.2208,0.1580
Q5NCX5-2,Isoform 2 of Neuralized-like protein 4 GN=Neurl4 - [NEUL4_MOUSE],5,5,0.1100,0.0590,0.0623,0.0373,0.1170,0.1438,0.0823,0.1631,0.0509,0.1743
Q61586,"Glycerol-3-phosphate acyltransferase 1, mitochondrial GN=Gpam PE=1 SV=2 - [GPAT1_MOUSE]",5,5,0.0639,0.0686,0.0632,0.0379,0.0677,0.0982,0.1149,0.2319,0.0519,0.2018
Q62073,Mitogen-activated protein kinase kinase kinase 7 GN=Map3k7 PE=1 SV=1 - [M3K7_MOUSE],5,5,0.1779,0.1945,0.1320,0.0616,0.0735,0.0770,0.0633,0.0780,0.0582,0.0839
Q640L3,Cell cycle progression protein 1 GN=Ccpg1 PE=1 SV=2 - [CCPG1_MOUSE],5,5,0.0796,0.0553,0.0694,0.0368,0.1276,0.2148,0.1187,0.1137,0.0565,0.1276
Q64669,NAD(P)H dehydrogenase [quinone] 1 GN=Nqo1 PE=1 SV=3 - [NQO1_MOUSE],5,5,0.3190,0.1403,0.1136,0.0540,0.0745,0.0517,0.0536,0.0731,0.0267,0.0934
Q6NXJ0,Protein WWC2 GN=Wwc2 PE=2 SV=1 - [WWC2_MOUSE],5,5,0.2319,0.1119,0.1352,0.0614,0.0855,0.0740,0.0621,0.0908,0.0538,0.0935
Q6NZR2,Myb/SANT-like DNA-binding domain-containing protein 2 GN=Msantd2 PE=1 SV=1 - [MSD2_MOUSE],5,5,0.0800,0.0788,0.0845,0.0438,0.0531,0.0785,0.1002,0.2011,0.1123,0.1675
Q6PDJ1-2,Isoform 2 of VWFA and cache domain-containing protein 1 GN=Cachd1 - [CAHD1_MOUSE],5,5,0.0851,0.0989,0.1108,0.1051,0.1705,0.1133,0.0729,0.0950,0.0413,0.1072
Q6PFQ7,Ras GTPase-activating protein 4 GN=Rasa4 PE=2 SV=1 - [RASL2_MOUSE],5,5,0.1401,0.1630,0.1326,0.0810,0.1122,0.0847,0.0597,0.0816,0.0465,0.0985
Q6PNC0,DmX-like protein 1 GN=Dmxl1 PE=1 SV=1 - [DMXL1_MOUSE],5,5,0.2206,0.0907,0.1112,0.0511,0.1088,0.0865,0.0553,0.1140,0.0493,0.1124
Q7TPD2,Protein FAM185A GN=Fam185a PE=2 SV=1 - [F185A_MOUSE],5,5,0.0675,0.0516,0.0404,0.0300,0.0671,0.0974,0.1700,0.2028,0.0607,0.2124
Q7TSG3,F-box only protein 5 GN=Fbxo5 PE=2 SV=1 - [FBX5_MOUSE],5,5,0.1878,0.1005,0.0797,0.0466,0.0837,0.0780,0.0706,0.1292,0.0744,0.1495
Q7TT36,Probable G-protein coupled receptor 125 GN=Gpr125 PE=2 SV=3 - [GP125_MOUSE],5,5,0.0499,0.1243,0.1439,0.0852,0.1562,0.1174,0.0735,0.1083,0.0310,0.1102
Q80UU2,Ribonuclease P protein subunit p38 GN=Rpp38 PE=2 SV=1 - [RPP38_MOUSE],5,5,0.3105,0.0710,0.0576,0.0275,0.0716,0.0572,0.0324,0.1205,0.1229,0.1289
Q80VJ2,Steroid receptor RNA activator 1 GN=Sra1 PE=1 SV=3 - [SRA1_MOUSE],5,5,0.2943,0.0952,0.1019,0.0432,0.0710,0.0575,0.0513,0.1298,0.0463,0.1095
Q80ZJ1,Ras-related protein Rap-2a GN=Rap2a PE=1 SV=2 - [RAP2A_MOUSE],5,5,0.0304,0.2452,0.1557,0.1162,0.1619,0.1061,0.0475,0.0548,0.0369,0.0455
Q8BFX3,BTB/POZ domain-containing protein KCTD3 GN=Kctd3 PE=2 SV=1 - [KCTD3_MOUSE],5,5,0.1064,0.1749,0.1113,0.0643,0.1023,0.1049,0.0804,0.0858,0.0734,0.0962
Q8BGD4,Solute carrier organic anion transporter family member 4C1 GN=Slco4c1 PE=2 SV=1 - [SO4C1_MOUSE],5,5,0.0519,0.0927,0.1530,0.1226,0.2625,0.1061,0.0538,0.0803,0.0138,0.0631
Q8BJ34-3,Isoform 3 of Meiosis arrest female protein 1 GN=Marf1 - [MARF1_MOUSE],5,5,0.1258,0.0707,0.0701,0.0532,0.0683,0.0707,0.0698,0.1589,0.0975,0.2151
Q8BL66,Early endosome antigen 1 GN=Eea1 PE=1 SV=2 - [EEA1_MOUSE],5,5,0.2535,0.0697,0.0845,0.0769,0.1174,0.0783,0.0638,0.0946,0.0870,0.0743
Q8BMA5,Protein NPAT GN=Npat PE=2 SV=2 - [NPAT_MOUSE],5,5,0.1005,0.0321,0.0494,0.0195,0.0405,0.0419,0.1060,0.2159,0.1910,0.2031
Q8BMB0-2,Isoform 2 of Protein EMSY GN=Emsy - [EMSY_MOUSE],5,5,0.0897,0.0477,0.0534,0.0185,0.0763,0.0622,0.0633,0.2133,0.1743,0.2011
Q8BN58-2,Isoform 2 of Rho GTPase-activating protein 28 GN=Arhgap28 - [RHG28_MOUSE],5,5,0.0706,0.1952,0.1332,0.0841,0.1049,0.0853,0.0466,0.1013,0.0659,0.1129
Q8BN82-2,Isoform 2 of Sialin GN=Slc17a5 - [S17A5_MOUSE],5,5,0.0520,0.1001,0.1107,0.1356,0.2301,0.1310,0.0544,0.0787,0.0475,0.0597
Q8BP00,IQ calmodulin-binding motif-containing protein 1 GN=Iqcb1 PE=1 SV=2 - [IQCB1_MOUSE],5,5,0.1833,0.1137,0.0877,0.0558,0.0957,0.0803,0.0609,0.1392,0.0600,0.1235
Q8BP56,Acid trehalase-like protein 1 GN=Athl1 PE=2 SV=1 - [ATHL1_MOUSE],5,5,0.1409,0.0927,0.1054,0.0682,0.1385,0.1020,0.0718,0.1267,0.0567,0.0973
Q8BTZ7,Mannose-1-phosphate guanyltransferase beta GN=Gmppb PE=2 SV=1 - [GMPPB_MOUSE],5,5,0.3893,0.1265,0.1042,0.0597,0.0702,0.0541,0.0359,0.0663,0.0383,0.0555
Q8BX09,Retinoblastoma-binding protein 5 GN=Rbbp5 PE=1 SV=2 - [RBBP5_MOUSE],5,5,0.1157,0.0287,0.0374,0.0163,0.0353,0.0462,0.0926,0.2225,0.1892,0.2161
Q8BZ47,Zinc finger protein 609 GN=Znf609 PE=1 SV=2 - [ZN609_MOUSE],5,5,0.1563,0.0212,0.0400,0.0156,0.0383,0.0386,0.0690,0.2411,0.1705,0.2094
Q8C7E9,Cleavage stimulation factor subunit 2 tau variant GN=Cstf2t PE=1 SV=2 - [CSTFT_MOUSE],5,5,0.1405,0.0466,0.0456,0.0243,0.0392,0.0582,0.0612,0.1255,0.2871,0.1717
Q8CCB4,Vacuolar protein sorting-associated protein 53 homolog GN=Vps53 PE=2 SV=1 - [VPS53_MOUSE],5,5,0.0973,0.0912,0.0878,0.0524,0.0542,0.0747,0.1078,0.1806,0.0810,0.1730
Q8CE96,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 GN=Trmt6 PE=1 SV=1 - [TRM6_MOUSE],5,5,0.4525,0.0560,0.0812,0.0384,0.0386,0.0691,0.0672,0.0709,0.0495,0.0766
Q8CHG3,GRIP and coiled-coil domain-containing protein 2 GN=Gcc2 PE=1 SV=2 - [GCC2_MOUSE],5,5,0.1401,0.0537,0.0650,0.0427,0.0898,0.0946,0.0828,0.1688,0.0677,0.1948
Q8CI61,BAG family molecular chaperone regulator 4 GN=Bag4 PE=1 SV=2 - [BAG4_MOUSE],5,5,0.4645,0.1086,0.0714,0.0397,0.0519,0.0325,0.0381,0.0607,0.0781,0.0546
Q8CI94,"Glycogen phosphorylase, brain form GN=Pygb PE=1 SV=3 - [PYGB_MOUSE]",5,5,0.3782,0.0904,0.0738,0.0377,0.0618,0.0512,0.0466,0.1167,0.0453,0.0983
Q8CIM3,"D-2-hydroxyglutarate dehydrogenase, mitochondrial GN=D2hgdh PE=2 SV=3 - [D2HDH_MOUSE]",5,5,0.0368,0.0361,0.0560,0.0286,0.0517,0.1028,0.2177,0.2311,0.0442,0.1948
Q8K2A7,Integrator complex subunit 10 GN=Ints10 PE=1 SV=3 - [INT10_MOUSE],5,5,0.1545,0.0337,0.0546,0.0240,0.0435,0.0590,0.1029,0.1596,0.1880,0.1804
Q8K2J4,Coiled-coil domain-containing protein 14 GN=Ccdc14 PE=2 SV=3 - [CCD14_MOUSE],5,5,0.0784,0.0572,0.0386,0.0257,0.0477,0.0447,0.1428,0.2255,0.1133,0.2259
Q8K3A9,7SK snRNA methylphosphate capping enzyme GN=Mepce PE=1 SV=2 - [MEPCE_MOUSE],5,5,0.3730,0.0385,0.0669,0.0249,0.0561,0.0525,0.0520,0.0927,0.1246,0.1188
Q8K409,DNA polymerase beta GN=Polb PE=2 SV=3 - [DPOLB_MOUSE],5,5,0.0773,0.0215,0.0336,0.0148,0.0261,0.0424,0.0665,0.3265,0.1050,0.2861
Q8K4E0,Alstrom syndrome protein 1 homolog GN=Alms1 PE=1 SV=2 - [ALMS1_MOUSE],5,5,0.1271,0.1107,0.0803,0.0487,0.0743,0.1139,0.0913,0.1442,0.0793,0.1302
Q8QZS3,Folliculin GN=Flcn PE=1 SV=1 - [FLCN_MOUSE],5,5,0.1851,0.1007,0.1066,0.0777,0.1411,0.0929,0.0561,0.0934,0.0429,0.1035
Q8R0L9,Transcriptional adapter 3 GN=Tada3 PE=1 SV=1 - [TADA3_MOUSE],5,5,0.1106,0.0466,0.0603,0.0264,0.0417,0.0613,0.0956,0.2240,0.1540,0.1796
Q8R0S2-2,Isoform 2 of IQ motif and SEC7 domain-containing protein 1 GN=Iqsec1 - [IQEC1_MOUSE],5,5,0.1372,0.1610,0.1245,0.0689,0.0847,0.0950,0.0747,0.0799,0.0834,0.0907
Q8R3H9,Tetratricopeptide repeat protein 4 GN=Ttc4 PE=2 SV=1 - [TTC4_MOUSE],5,5,0.4446,0.1020,0.1047,0.0527,0.0729,0.0473,0.0323,0.0557,0.0253,0.0624
Q8R3V5-1,Isoform 1 of Endophilin-B2 GN=Sh3glb2 - [SHLB2_MOUSE],5,5,0.1300,0.1393,0.1259,0.0856,0.1403,0.1186,0.0690,0.0845,0.0338,0.0729
Q8VCN9,Tubulin-specific chaperone C GN=Tbcc PE=2 SV=1 - [TBCC_MOUSE],5,5,0.3741,0.0896,0.0990,0.0597,0.0867,0.0646,0.0454,0.0750,0.0448,0.0611
Q8VCT3,Aminopeptidase B GN=Rnpep PE=2 SV=2 - [AMPB_MOUSE],5,5,0.3813,0.1089,0.1130,0.0509,0.0630,0.0480,0.0459,0.0744,0.0379,0.0768
Q91VN6,Probable ATP-dependent RNA helicase DDX41 GN=Ddx41 PE=1 SV=2 - [DDX41_MOUSE],5,5,0.2416,0.0708,0.0614,0.0283,0.0491,0.0508,0.0391,0.1325,0.1554,0.1711
Q91W89,Alpha-mannosidase 2C1 GN=Man2c1 PE=1 SV=1 - [MA2C1_MOUSE],5,5,0.4034,0.1069,0.1162,0.0354,0.1022,0.0475,0.0337,0.0629,0.0396,0.0523
Q91XU0,ATPase WRNIP1 GN=Wrnip1 PE=1 SV=2 - [WRIP1_MOUSE],5,5,0.3696,0.0456,0.0850,0.0373,0.0575,0.0475,0.0590,0.1150,0.0812,0.1023
Q920Q6-3,Isoform 3 of RNA-binding protein Musashi homolog 2 GN=Msi2 - [MSI2H_MOUSE],5,5,0.1766,0.0665,0.0766,0.0414,0.0629,0.0690,0.0780,0.1107,0.1705,0.1478
Q921L5,Conserved oligomeric Golgi complex subunit 2 GN=Cog2 PE=2 SV=2 - [COG2_MOUSE],5,5,0.2538,0.0800,0.0790,0.0342,0.0632,0.0821,0.0772,0.1483,0.0343,0.1479
Q923B1,Lariat debranching enzyme GN=Dbr1 PE=1 SV=2 - [DBR1_MOUSE],5,5,0.4118,0.0691,0.0898,0.0393,0.0681,0.0575,0.0508,0.0726,0.0575,0.0836
