  Protein IDs,  Majority protein IDs,  Protein names,  Gene names,  Organelle,  Protein complex,  Main organelle_all,  Second organelle_all,  Alpha_all,  Corr_all,  Main organelle_LFD,  Second organelle_LFD,  Alpha_LFD,  Corr_LFD,  Main organelle_HFD3,  Second organelle_HFD3,  Alpha_HFD3,  Corr_HFD3,  Main organelle_HFD12,  Second organelle_HFD12,  Alpha_HFD12,  Corr_HFD12,,,,,,,,,,
Q6DFW4;A0A0A0MQ76;A0A087WSU5;A0A087WP00;A0A087WQ46;A0A087WSL8;A0A087WNW0,Q6DFW4;A0A0A0MQ76,Nucleolar protein 58,Nop58,Nucleus,,Nucleus,Cytoplasm,0,0.9891,Nucleus,Cytoplasm,0,0.984704,Nucleus,Mitochondria,0,0.988434,Nucleus,PM,0,0.978739,,,,,,,,,,
Q9D6Z1;E0CXZ0;F7CHQ7;A2APD7;F6USW7;F7CHP9;F6U250;F6V095,Q9D6Z1;E0CXZ0,Nucleolar protein 56,Nop56,Nucleus,,Nucleus,Cytoplasm,0,0.987587,Nucleus,Mitochondria,0.0358483,0.975684,Nucleus,Golgi,0,0.979797,Nucleus,PM,0.0164404,0.964688,,,,,,,,,,
D3YXK2;S4R1M2;S4R2Q5;S4R1W0,D3YXK2;S4R1M2,Scaffold attachment factor B1,Safb,Nucleus,,Nucleus,Lysosome,0,0.966149,Nucleus,Mitochondria,0,0.944469,Nucleus,Lysosome,0,0.8741,Nucleus,PM,0,0.930367,,,,,,,,,,
Q60953;D3Z3A6;D3YXR5;Q60953-2;F7BTZ2;D3Z2V0,Q60953;D3Z3A6;D3YXR5;Q60953-2;F7BTZ2,Protein PML,Pml,Nucleus,,Nucleus,Endosome,0,0.939687,Nucleus,ER,0,0.891589,Nucleus,PM,0,0.878298,Nucleus,Golgi-LD,0,0.892826,,,,,,,,,,
B2RY56;S4R2B0;S4R2A4;S4R2J1;S4R1X9;S4R2F7,B2RY56;S4R2B0,RNA-binding protein 25,Rbm25,Nucleus,,Nucleus,Cytoplasm,0,0.940293,Nucleus,Mitochondria,0.0978012,0.906152,Nucleus,ER,0,0.928029,Nucleus,Cytoplasm,0,0.807453,,,,,,,,,,
Q9CRB2,Q9CRB2,H/ACA ribonucleoprotein complex subunit 2,Nhp2,Nucleus,,Nucleus,Golgi,0,0.953213,Nucleus,Mitochondria,0.048162,0.921696,Nucleus,Golgi,0,0.927349,Nucleus,Golgi-LD,0,0.921079,,,,,,,,,,
P84244;P02301;E0CZ27;F8WI35,P84244;P02301;E0CZ27;F8WI35,Histone H3.3;Histone H3.3C;Histone H3,H3f3a;H3f3c,Nucleus,,Nucleus,Golgi,0,0.889676,Nucleus,Mitochondria,0.0668005,0.875922,Nucleus,Mitochondria,0.103352,0.759091,Nucleus,Endosome,0.122963,0.72804,,,,,,,,,,
Q9JJA4;D3Z369,Q9JJA4,Ribosome biogenesis protein WDR12,Wdr12,Nucleus,,Nucleus,ER,0,0.910017,Nucleus,Peroxisome,0,0.738847,Nucleus,ER,0,0.690101,Nucleus,ER,0,0.705031,,,,,,,,,,
Q8CCF0;Q8CCF0-2;Q8CCF0-3;Q8CCF0-5;Q8CCF0-4,Q8CCF0;Q8CCF0-2;Q8CCF0-3,U4/U6 small nuclear ribonucleoprotein Prp31,Prpf31,Nucleus,,Nucleus,ER,0,0.932539,Nucleus,ER,0,0.848365,Nucleus,ER,0,0.958218,Nucleus,ER,0,0.862634,,,,,,,,,,
Q8BFV2,Q8BFV2,PCI domain-containing protein 2,Pcid2,Nucleus,,Nucleus,ER,0,0.923735,Nucleus,Peroxisome,0,0.742856,Nucleus,Endosome,0,0.931974,Nucleus,ER,0,0.591057,,,,,,,,,,
Q8CIM8;Q8CIM8-2;Q8CIM8-3,Q8CIM8;Q8CIM8-2,Integrator complex subunit 4,Ints4,Nucleus,,Nucleus,Endosome,0,0.960318,Nucleus,Peroxisome,0,0.801021,Nucleus,Endosome,0,0.95509,Nucleus,Endosome,0,0.917851,,,,,,,,,,
Q8C0C0,Q8C0C0,Zinc fingers and homeoboxes protein 2,Zhx2,Nucleus,,Nucleus,ER,0,0.942051,Nucleus,Mitochondria,0,0.540687,Nucleus,Endosome,0,0.981337,Nucleus,ER,0,0.859798,,,,,,,,,,
Q6ZQL4,Q6ZQL4,WD repeat-containing protein 43,Wdr43,Nucleus,,Nucleus,ER,0,0.942203,Nucleus,Mitochondria,0,0.578777,Nucleus,Endosome,0,0.984069,Nucleus,PM,0,0.686797,,,,,,,,,,
Q00899;Q3TTC2,Q00899,Transcriptional repressor protein YY1,Yy1,Nucleus,,Nucleus,ER,0,0.943804,Nucleus,Endosome,0,0.943219,Nucleus,ER,0,0.928383,Nucleus,ER,0,0.880843,,,,,,,,,,
Q922V4;D3Z4V1;F8WI31,Q922V4;D3Z4V1;F8WI31,Pleiotropic regulator 1,Plrg1,Nucleus,,Nucleus,Endosome,0,0.974092,Nucleus,Peroxisome,0,0.924023,Nucleus,Endosome,0,0.983382,Nucleus,Golgi-LD,0,0.902853,,,,,,,,,,
Q8C7V3,Q8C7V3,U3 small nucleolar RNA-associated protein 15 homolog,Utp15,Nucleus,,Nucleus,Endosome,0,0.947938,Nucleus,Endosome,0,0.921177,Nucleus,Endosome,0,0.800896,Nucleus,PM,0,0.686797,,,,,,,,,,
Q8R2N2,Q8R2N2,Cirhin,Cirh1a,Nucleus,,Nucleus,Endosome,0,0.948816,Nucleus,Peroxisome,0,0.801021,Nucleus,Endosome,0,0.97844,Nucleus,PM,0,0.686797,,,,,,,,,,
P70288;Q8BQ10,P70288;Q8BQ10,Histone deacetylase 2,Hdac2,Nucleus,,Nucleus,Endosome,0,0.949443,Nucleus,Mitochondria,0,0.540687,Nucleus,Endosome,0,0.981167,Nucleus,ER,0,0.504487,,,,,,,,,,
P83917;Q7TPM0;Q9CYJ8,P83917;Q7TPM0;Q9CYJ8,Chromobox protein homolog 1,Cbx1,Nucleus,,Nucleus,Endosome,0,0.938743,Nucleus,Mitochondria,0,0.578777,Nucleus,PM,0,0.797052,Nucleus,PM,0,0.484361,,,,,,,,,,
Q9R0I7;D3YWX2;E9Q803;F6YTL8,Q9R0I7;D3YWX2;E9Q803;F6YTL8,YLP motif-containing protein 1,Ylpm1,Nucleus,,Nucleus,Endosome,0,0.94511,Nucleus,Peroxisome,0,0.924023,Nucleus,Endosome,0,0.976017,Nucleus,ER,0,0.700069,,,,,,,,,,
Q91ZW3;Q8BS67,Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5,Nucleus,,Nucleus,Endosome,0,0.985312,Nucleus,Mitochondria,0.0305815,0.983331,Nucleus,Endosome,0,0.979758,Nucleus,Endosome,0,0.975837,,,,,,,,,,
Q9DAW6,Q9DAW6,U4/U6 small nuclear ribonucleoprotein Prp4,Prpf4,Nucleus,,Nucleus,Endosome,0,0.980884,Nucleus,Peroxisome,0,0.955433,Nucleus,PM,0,0.950144,Nucleus,Endosome,0,0.979073,,,,,,,,,,
Q9QZQ8,Q9QZQ8,Core histone macro-H2A.1,H2afy,Nucleus,,Nucleus,Endosome,0,0.988553,Nucleus,Mitochondria,0.0649176,0.981802,Nucleus,Endosome,0,0.98205,Nucleus,PM,0,0.981567,,,,,,,,,,
Q8K019;Q8K019-2;F8WI22;A0A087WRN1;A0A087WQA0;Q8K019-3;A0A087WRF8,Q8K019;Q8K019-2;F8WI22;A0A087WRN1;A0A087WQA0;Q8K019-3,Bcl-2-associated transcription factor 1,Bclaf1,Nucleus,,Nucleus,Endosome,0,0.981888,Nucleus,Mitochondria,0.0214382,0.963115,Nucleus,Golgi,0,0.944271,Nucleus,Endosome,0,0.965425,,,,,,,,,,
Q922U1;E0CYD0;F6T4V0,Q922U1,U4/U6 small nuclear ribonucleoprotein Prp3,Prpf3,Nucleus,,Nucleus,Endosome,0,0.970468,Nucleus,Mitochondria,0.0519017,0.926085,Nucleus,Endosome,0,0.978329,Nucleus,Endosome,0,0.942068,,,,,,,,,,
Q80X82;F8WJD4;D3Z2M2;S4R2Q3,Q80X82;F8WJD4,Symplekin,Sympk,Nucleus,,Nucleus,Endosome,0,0.977348,Nucleus,Mitochondria,0.0606933,0.976618,Nucleus,Endosome,0,0.976496,Nucleus,Golgi-LD,0,0.924492,,,,,,,,,,
Q923D4,Q923D4,Splicing factor 3B subunit 5,Sf3b5,Nucleus,,Nucleus,Lysosome,0,0.970091,Nucleus,Lysosome,0,0.900616,Nucleus,Lysosome,0,0.955961,Nucleus,Lysosome,0,0.960879,,,,,,,,,,
Q3TIX9,Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,Usp39,Nucleus,,Nucleus,Golgi,0,0.958717,Nucleus,Mitochondria,0,0.936572,Nucleus,Golgi,0,0.887507,Nucleus,PM,0,0.693607,,,,,,,,,,
Q9Z1M8,Q9Z1M8,Protein Red,Ik,Nucleus,,Nucleus,LD,0,0.971642,Nucleus,Mitochondria,0,0.95048,Nucleus,Cytoplasm,0,0.940974,Nucleus,ER,0,0.956821,,,,,,,,,,
Q3THW5;P0C0S6;Q8R029;Q3UA95;G3UWL7,Q3THW5;P0C0S6;Q8R029;Q3UA95,Histone H2A.V;Histone H2A.Z;Histone H2A,H2afv;H2afz,Nucleus,,Nucleus,ER,0,0.945663,Nucleus,Endosome,0,0.982343,Nucleus,Endosome,0,0.948388,Nucleus,Peroxisome,0,0.940576,,,,,,,,,,
P83870,P83870,PHD finger-like domain-containing protein 5A,Phf5a,Nucleus,,Nucleus,Peroxisome,0,0.947362,Nucleus,Mitochondria,0,0.91681,Nucleus,Endosome,0.0288378,0.889333,Nucleus,Golgi-LD,0,0.934842,,,,,,,,,,
Q9Z2D6-2;Q9Z2D6;D3Z7U4;D3YY81,Q9Z2D6-2;Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2,Nucleus,,Nucleus,ER,0,0.965651,Nucleus,Endosome,0,0.9648,Nucleus,Endosome,0,0.978568,Nucleus,ER,0,0.964702,,,,,,,,,,
P48678;P48678-2;P48678-3;D3YUF7,P48678;P48678-2;P48678-3,Prelamin-A/C;Lamin-A/C,Lmna,Nucleus,,Nucleus,Endosome,0,0.989398,Nucleus,Mitochondria,0.0492645,0.975065,Nucleus,Endosome,0,0.989256,Nucleus,ER,0,0.985079,,,,,,,,,,
P21619;P21619-2,P21619;P21619-2,Lamin-B2,Lmnb2,Nucleus,,Nucleus,Endosome,0,0.988652,Nucleus,Endosome,0,0.968575,Nucleus,Endosome,0,0.991567,Nucleus,ER,0,0.982431,,,,,,,,,,
Q99LI7,Q99LI7,Cleavage stimulation factor subunit 3,Cstf3,Nucleus,,Nucleus,Endosome,0,0.975648,Nucleus,Endosome,0,0.834676,Nucleus,Endosome,0,0.97679,Nucleus,Golgi-LD,0,0.879487,,,,,,,,,,
Q9Z2E1;Q9Z2E1-2;F6UPR7,Q9Z2E1,Methyl-CpG-binding domain protein 2,Mbd2,Nucleus,,Nucleus,Endosome,0,0.978886,Nucleus,Endosome,0,0.96604,Nucleus,Endosome,0,0.973553,Nucleus,Golgi-LD,0,0.876675,,,,,,,,,,
Q9D824;D3Z619;D3Z3F1;D3Z4V2;Q9D824-4;Q9D824-3;Q9D824-2,Q9D824;D3Z619;D3Z3F1;D3Z4V2;Q9D824-4;Q9D824-3;Q9D824-2,Pre-mRNA 3-end-processing factor FIP1,Fip1l1,Nucleus,,Nucleus,Endosome,0,0.950561,Nucleus,Endosome,0,0.966295,Nucleus,ER,0,0.973209,Nucleus,ER,0,0.860798,,,,,,,,,,
Q91YE7;Q91YE7-2;S4R273,Q91YE7;Q91YE7-2,RNA-binding protein 5,Rbm5,Nucleus,,Nucleus,Endosome,0,0.959364,Nucleus,Endosome,0,0.792299,Nucleus,Endosome,0,0.984678,Nucleus,ER,0,0.504487,,,,,,,,,,
P63154;E9PZS1,P63154;E9PZS1,Crooked neck-like protein 1,Crnkl1;Gm4782,Nucleus,,Nucleus,Endosome,0,0.960217,Nucleus,Endosome,0,0.953466,Nucleus,Endosome,0,0.979059,Nucleus,PM,0,0.686797,,,,,,,,,,
Q9CXS4;F6SS03;Q9CXS4-2,Q9CXS4,Centromere protein V,Cenpv,Nucleus,,Nucleus,Endosome,0,0.982304,Nucleus,Mitochondria,0.105495,0.942008,Nucleus,Endosome,0,0.990559,Nucleus,ER,0,0.972022,,,,,,,,,,
Q61164,Q61164,Transcriptional repressor CTCF,Ctcf,Nucleus,,Nucleus,Endosome,0,0.980947,Nucleus,Peroxisome,0.0248271,0.82548,Nucleus,Endosome,0,0.970138,Nucleus,Golgi-LD,0,0.94745,,,,,,,,,,
O35691;Q3TUQ5,O35691;Q3TUQ5,Pinin,Pnn,Nucleus,,Nucleus,Endosome,0,0.994215,Nucleus,Mitochondria,0.0365624,0.986849,Nucleus,Endosome,0,0.99218,Nucleus,Endosome,0,0.976376,,,,,,,,,,
Q64523;Q6GSS7;F8WIX8;Q8CGP4,Q64523;Q6GSS7;F8WIX8;Q8CGP4,Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A,Hist2h2ac;Hist2h2aa1;Hist1h2al;Hist1h2aa,Nucleus,,Nucleus,Endosome,0,0.925025,Nucleus,Mitochondria,0.109714,0.963495,Nucleus,Endosome,0,0.984151,Nucleus,Cytoplasm,0.0613413,0.887633,,,,,,,,,,
P62806,P62806,Histone H4,Hist1h4a,Nucleus,,Nucleus,Endosome,0,0.935767,Nucleus,Mitochondria,0.086079,0.984518,Nucleus,Endosome,0,0.981698,Nucleus,Lysosome,0,0.907028,,,,,,,,,,
P15864,P15864,Histone H1.2,Hist1h1c,Nucleus,,Nucleus,Peroxisome,0.0437132,0.95616,Nucleus,Mitochondria,0.134519,0.949058,Nucleus,Mitochondria,0.0425262,0.979591,Nucleus,Endosome,0.138379,0.909505,,,,,,,,,,
Q99M28;J3QK23;Q99M28-2,Q99M28;J3QK23;Q99M28-2,RNA-binding protein with serine-rich domain 1,Rnps1;Gm9825,Nucleus,,Nucleus,Endosome,0,0.970643,Nucleus,Mitochondria,0.0318469,0.933529,Nucleus,Endosome,0,0.973796,Nucleus,Endosome,0,0.95299,,,,,,,,,,
Q04750,Q04750,DNA topoisomerase 1,Top1,Nucleus,,Nucleus,Endosome,0,0.97695,Nucleus,Mitochondria,0.0982942,0.951501,Nucleus,Endosome,0,0.972507,Nucleus,Endosome,0,0.968519,,,,,,,,,,
Q6PDG5;Q3UID0;Q6PDG5-2,Q6PDG5;Q3UID0;Q6PDG5-2,SWI/SNF complex subunit SMARCC2,Smarcc2,Nucleus,,Nucleus,Endosome,0,0.956902,Nucleus,Mitochondria,0.0696198,0.978562,Nucleus,Endosome,0,0.976089,Nucleus,Golgi-LD,0.0700799,0.901467,,,,,,,,,,
P14733,P14733,Lamin-B1,Lmnb1,Nucleus,,Nucleus,Endosome,0,0.963563,Nucleus,Mitochondria,0.0465986,0.978401,Nucleus,Endosome,0,0.982178,Nucleus,ER,0,0.959012,,,,,,,,,,
Q61687;F6RDB7;A0A0G2JFA5;Q8C2S3;A6PWK9;A0A0G2JFG6;Q3TA30;A6PWK7;Q3UY26;A0A0G2JF42;A0A0G2JGH3;A6PWK8;A0A0G2JED2,Q61687;F6RDB7,Transcriptional regulator ATRX,Atrx,Nucleus,,Nucleus,Endosome,0,0.971137,Nucleus,Peroxisome,0.0804542,0.656145,Nucleus,Endosome,0,0.950649,Nucleus,Endosome,0,0.695243,,,,,,,,,,
Q60520;Q60520-1;E9PXF9,Q60520;Q60520-1,Paired amphipathic helix protein Sin3a,Sin3a,Nucleus,,Nucleus,Endosome,0,0.982327,Nucleus,Mitochondria,0.0286085,0.968282,Nucleus,Endosome,0,0.974612,Nucleus,Endosome,0,0.934311,,,,,,,,,,
P48437,P48437,Prospero homeobox protein 1,Prox1,Nucleus,,Nucleus,Endosome,0,0.976734,Nucleus,Endosome,0,0.950304,Nucleus,Endosome,0,0.976314,Nucleus,PM,0,0.865264,,,,,,,,,,
Q6DIC0;F2Z4A9;H3BLH0;E9QAB8;H3BJK2;H3BKD2,Q6DIC0;F2Z4A9;H3BLH0;E9QAB8;H3BJK2,Probable global transcription activator SNF2L2,Smarca2,Nucleus,,Nucleus,Endosome,0,0.987696,Nucleus,Endosome,0,0.94877,Nucleus,Endosome,0,0.968136,Nucleus,Endosome,0,0.910775,,,,,,,,,,
Q3TEA8;Q3TEA8-2;Z4YKB8;Z4YKA3;Q3TEA8-3;A2AM65;A2AM63;A2AM70;A2AM62;A2AM69,Q3TEA8;Q3TEA8-2;Z4YKB8;Z4YKA3;Q3TEA8-3;A2AM65,Heterochromatin protein 1-binding protein 3,Hp1bp3,Nucleus,,Nucleus,Endosome,0,0.989823,Nucleus,Endosome,0,0.989302,Nucleus,Endosome,0,0.988663,Nucleus,ER,0,0.984123,,,,,,,,,,
O08784;H3BL37;H3BIX0;Q05CS0;H3BK88,O08784;H3BL37;H3BIX0;Q05CS0,Treacle protein,Tcof1,Nucleus,,Nucleus,Endosome,0,0.965009,Nucleus,Mitochondria,0.0663175,0.930743,Nucleus,Endosome,0,0.971652,Nucleus,Endosome,0,0.920887,,,,,,,,,,
G3X9B1,G3X9B1,,Heatr1,Nucleus,,Nucleus,Endosome,0,0.974536,Nucleus,Endosome,0,0.94059,Nucleus,Endosome,0,0.98266,Nucleus,Endosome,0,0.934167,,,,,,,,,,
P09602;E9Q2Z4;Q5XK38;A3KGL9;B7ZCQ3;F6W687;J3QM43;A0A087WR34,P09602;E9Q2Z4;Q5XK38;A3KGL9;B7ZCQ3;F6W687;J3QM43;A0A087WR34,Non-histone chromosomal protein HMG-17,Hmgn2;Gm16494;Gm6594;Gm20379,Nucleus,,Nucleus,Endosome,0,0.904016,Nucleus,Mitochondria,0.100016,0.899239,Nucleus,Endosome,0,0.984947,Nucleus,PM,0,0.561892,,,,,,,,,,
O88291;D3YXQ7;O88291-2,O88291;D3YXQ7;O88291-2,DBIRD complex subunit ZNF326,Znf326;Zfp326,Nucleus,,Nucleus,Endosome,0,0.949824,Nucleus,Mitochondria,0,0.91656,Nucleus,Endosome,0,0.983802,Nucleus,Endosome,0,0.777363,,,,,,,,,,
Q91YR7;Q91YR7-2;B7ZCS1,Q91YR7;Q91YR7-2,Pre-mRNA-processing factor 6,Prpf6,Nucleus,,Nucleus,Endosome,0,0.980924,Nucleus,Mitochondria,0.00838422,0.965991,Nucleus,Endosome,0,0.982744,Nucleus,Endosome,0,0.941924,,,,,,,,,,
Q9JIX8;Q9JIX8-4;F6RJ39;B8JJ91;Q9JIX8-3;Q9JIX8-2;B8JJ92;Q52KR6;B8JJ90;F6Q8C0,Q9JIX8;Q9JIX8-4;F6RJ39,Apoptotic chromatin condensation inducer in the nucleus,Acin1,Nucleus,,Nucleus,Endosome,0,0.975993,Nucleus,Mitochondria,0.0564596,0.935974,Nucleus,PM,0,0.974786,Nucleus,Lysosome,0,0.962155,,,,,,,,,,
Q9R1C7;Q9R1C7-2;A2AQW6;Q80W14;Q80W14-3;E9QMI6;D3Z4N6;E9QP07;Q80W14-2,Q9R1C7;Q9R1C7-2;A2AQW6,Pre-mRNA-processing factor 40 homolog A,Prpf40a,Nucleus,,Nucleus,Endosome,0,0.974397,Nucleus,Mitochondria,0.0344423,0.979552,Nucleus,Endosome,0,0.982618,Nucleus,Endosome,0,0.935385,,,,,,,,,,
Q569Z6;Q8BZN7;F6YSQ2;F6YH92;F7AB07,Q569Z6;Q8BZN7,Thyroid hormone receptor-associated protein 3,Thrap3,Nucleus,,Nucleus,Endosome,0,0.985013,Nucleus,Golgi,0,0.973999,Nucleus,Endosome,0,0.984934,Nucleus,Endosome,0,0.976811,,,,,,,,,,
Q61686;D3Z0U2,Q61686,Chromobox protein homolog 5,Cbx5,Nucleus,,Nucleus,Endosome,0,0.970016,Nucleus,Mitochondria,0.0583438,0.92348,Nucleus,Peroxisome,0.058755,0.554738,Nucleus,PM,0,0.693607,,,,,,,,,,
E9Q3G8,E9Q3G8,,Nup153,Nucleus,,Nucleus,Endosome,0,0.971621,Nucleus,Endosome,0,0.948255,Nucleus,Endosome,0,0.966204,Nucleus,Endosome,0,0.915829,,,,,,,,,,
P70257;P70257-2;Q3TYK3;D3YZ00;E9PUH7;P70257-1,P70257;P70257-2;Q3TYK3;D3YZ00;E9PUH7;P70257-1,Nuclear factor 1 X-type;Nuclear factor 1,Nfix,Nucleus,,Nucleus,Endosome,0,0.938057,Nucleus,Peroxisome,0.117753,0.857059,Nucleus,Mitochondria,0.0805446,0.83194,Nucleus,Golgi-LD,0,0.832589,,,,,,,,,,
Q8K2F0;A2AKA9;Q8K2F0-2;A2AKB0,Q8K2F0;A2AKA9;Q8K2F0-2,Bromodomain-containing protein 3,Brd3,Nucleus,,Nucleus,Endosome,0,0.907063,Nucleus,Peroxisome,0.0303686,0.79097,Nucleus,Endosome,0,0.95835,Nucleus,Peroxisome,0.0747333,0.497757,,,,,,,,,,
Q7TNV0;D3YVJ6;E9Q8Y1,Q7TNV0;D3YVJ6;E9Q8Y1,Protein DEK,Dek,Nucleus,,Nucleus,Endosome,0,0.978213,Nucleus,Mitochondria,0.137668,0.947353,Nucleus,Endosome,0,0.972417,Nucleus,Mitochondria,0,0.925336,,,,,,,,,,
Q6PFD9,Q6PFD9,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,Nup98,Nucleus,,Nucleus,Endosome,0,0.98506,Nucleus,Mitochondria,0.138289,0.926729,Nucleus,Endosome,0,0.982912,Nucleus,Golgi-LD,0,0.948551,,,,,,,,,,
D3YYT1;Q922P9,D3YYT1;Q922P9,Putative oxidoreductase GLYR1,Glyr1,Nucleus,,Nucleus,Endosome,0,0.967393,Nucleus,Mitochondria,0.170514,0.921412,Nucleus,Endosome,0,0.97958,Nucleus,Endosome,0,0.966632,,,,,,,,,,
P43277,P43277,Histone H1.3,Hist1h1d,Nucleus,,Nucleus,Mitochondria,0.0590182,0.895598,Nucleus,Mitochondria,0.0685409,0.797283,Nucleus,Endosome,0,0.952045,Nucleus,Peroxisome,0,0.917071,,,,,,,,,,
Q8C570;A2ASC6,Q8C570;A2ASC6,mRNA export factor,Rae1,Nucleus,,Nucleus,Golgi,0,0.85023,Nucleus,Lysosome,0.120389,0.652579,Nucleus,Endosome,0,0.914249,Nucleus,Golgi-LD,0,0.867861,,,,,,,,,,
Q9CWS4;A8Y5J3,Q9CWS4;A8Y5J3,Integrator complex subunit 11,Cpsf3l,Nucleus,,Nucleus,Endosome,0,0.855685,Nucleus,Peroxisome,0.0961338,0.602815,Nucleus,Endosome,0,0.744055,Nucleus,Endosome,0,0.701721,,,,,,,,,,
Q99JR8;Q99JR8-2;Q6P9Z1;G3UXC0;A0A0G2JG60,Q99JR8;Q99JR8-2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,Smarcd2,Nucleus,,Nucleus,Endosome,0,0.87154,Nucleus,Peroxisome,0.208743,0.613986,Nucleus,Endosome,0,0.876923,Nucleus,Endosome,0,0.865146,,,,,,,,,,
B2RQG2,B2RQG2,,Phf3,Nucleus,,Nucleus,Peroxisome,0.0983033,0.801626,Nucleus,Peroxisome,0.20803,0.592704,Nucleus,Endosome,0,0.78524,Nucleus,Peroxisome,0.121332,0.58842,,,,,,,,,,
Q9CWL8,Q9CWL8,Beta-catenin-like protein 1,Ctnnbl1,Nucleus,,Nucleus,Lysosome,0,0.934375,Nucleus,Peroxisome,0,0.878533,Nucleus,Lysosome,0,0.93561,Nucleus,Endosome,0,0.954876,,,,,,,,,,
P43275,P43275,Histone H1.1,Hist1h1a,Nucleus,,Nucleus,Mitochondria,0,0.924372,Nucleus,Mitochondria,0.0239124,0.901008,Nucleus,Endosome,0,0.975633,Nucleus,ER,0.00793994,0.862204,,,,,,,,,,
G5E866;Q99NB9;A0A087WNS2,G5E866;Q99NB9,Splicing factor 3B subunit 1,Sf3b1,Nucleus,,Nucleus,Endosome,0,0.976422,Nucleus,Mitochondria,0,0.981902,Nucleus,Mitochondria,0.0313041,0.963724,Nucleus,PM,0,0.990148,,,,,,,,,,
Q99PV0;B7ZC27,Q99PV0,Pre-mRNA-processing-splicing factor 8,Prpf8,Nucleus,,Nucleus,Endosome,0,0.96757,Nucleus,Mitochondria,0,0.991114,Nucleus,ER,0,0.972571,Nucleus,Mitochondria,0,0.943428,,,,,,,,,,
Q4FK66,Q4FK66,Pre-mRNA-splicing factor 38A,Prpf38a,Nucleus,,Nucleus,LD,0,0.946488,Nucleus,Endosome,0,0.911708,Nucleus,Cytoplasm,0,0.922147,Nucleus,Golgi-LD,0,0.875849,,,,,,,,,,
D3Z0M9,D3Z0M9,,Ddx23,Nucleus,,Nucleus,Golgi,0,0.946861,Nucleus,Mitochondria,0,0.969189,Nucleus,Golgi,0,0.958565,Nucleus,PM,0,0.864037,,,,,,,,,,
Q61464;E9QML5;Q61464-4;E9QKZ7;Q61464-7;Q61464-2;Q61464-5;Q61464-3,Q61464;E9QML5;Q61464-4;E9QKZ7;Q61464-7;Q61464-2;Q61464-5,Zinc finger protein 638,Znf638;Zfml,Nucleus,,Nucleus,LD,0,0.917908,Nucleus,Mitochondria,0,0.790249,Nucleus,Golgi,0,0.961911,Nucleus,Endosome,0,0.721335,,,,,,,,,,
Q9D903;A2ACZ1,Q9D903;A2ACZ1,Probable rRNA-processing protein EBP2,Ebna1bp2,Nucleus,,Nucleus,Peroxisome,0,0.931898,Nucleus,Endosome,0.0762626,0.608372,Nucleus,Endosome,0.0580753,0.862252,Nucleus,PM,0,0.866544,,,,,,,,,,
Q64511;F6V2E8;F6XX57;F6U5K2,Q64511,DNA topoisomerase 2-beta,Top2b,Nucleus,,Nucleus,Endosome,0,0.926141,Nucleus,Mitochondria,0.134596,0.943498,Nucleus,Endosome,0,0.964168,Nucleus,PM,0,0.930694,,,,,,,,,,
E9QN31;Q922K7,E9QN31;Q922K7,Probable 28S rRNA (cytosine-C(5))-methyltransferase,Nop2,Nucleus,,Nucleus,Golgi,0,0.879327,Nucleus,Mitochondria,0.060273,0.936306,Nucleus,Golgi,0,0.877714,Nucleus,ER,0,0.859798,,,,,,,,,,
Q8R3N6,Q8R3N6,THO complex subunit 1,Thoc1,Nucleus,,Nucleus,Endosome,0,0.943367,Nucleus,Endosome,0,0.961756,Nucleus,Endosome,0,0.957271,Nucleus,Endosome,0,0.769529,,,,,,,,,,
Q6PDQ2;E9QAS5;E9QAS4;F6WR45,Q6PDQ2;E9QAS5;E9QAS4,Chromodomain-helicase-DNA-binding protein 4,Chd4,Nucleus,,Nucleus,Golgi,0,0.935279,Nucleus,Endosome,0,0.96489,Nucleus,Endosome,0,0.974045,Nucleus,Golgi-LD,0,0.875721,,,,,,,,,,
Q9ESX5;B7ZCL7;F6YUI5;A2AN81;F6S1S5,Q9ESX5;B7ZCL7,H/ACA ribonucleoprotein complex subunit 4,Dkc1,Nucleus,,Nucleus,Endosome,0,0.962007,Nucleus,Mitochondria,0.0644593,0.970333,Nucleus,Endosome,0,0.980095,Nucleus,PM,0,0.957001,,,,,,,,,,
Q8CH18;Q8CH18-3;Q8CH18-2,Q8CH18;Q8CH18-3,Cell division cycle and apoptosis regulator protein 1,Ccar1,Nucleus,,Nucleus,Endosome,0,0.964225,Nucleus,Mitochondria,0.0882638,0.938755,Nucleus,Endosome,0,0.948712,Nucleus,PM,0,0.956783,,,,,,,,,,
O54941,O54941,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Smarce1,Nucleus,,Nucleus,Endosome,0,0.968224,Nucleus,Endosome,0,0.966013,Nucleus,Endosome,0,0.975738,Nucleus,Endosome,0,0.739103,,,,,,,,,,
